Time;Urban, 9m;Urban, 13m;Coach, 13m;Urban, 13m, double deck;Coach, 13m, double deck;Urban, 18m;Target speed, city;Target speed, coach
;30.3;0.5327;69.2779;36.8;69.2779;30.3;30.3;21
;29.6598;0;69.2779;36.8;69.2779;30.3;30.3;21
;27.2196;0;69.2779;36.8;69.2779;30.2044;30.3;21
;23.6196;0;69.2779;36.8;69.2779;28.3087;30.3;21
;20.0196;0;69.2779;36.8;69.2779;24.7087;30.3;21
;18.6755;0;69.2779;36.8;69.2779;21.1087;30.3;21
;20.9314;0;69.2779;36.8;69.2779;18.8576;29.1372;21
;24.5289;0;69.2779;36.8;69.2779;20.1643;36.8;21
;28.069;0;69.2779;36.8;69.2779;23.7221;36.8;21
;31.4786;0;69.2779;36.8;69.2779;27.2847;36.8;21
;34.6817;0;69.2779;36.8;69.2779;30.7293;36.8;21
;36.509;0;69.2779;36.6598;69.2779;33.9996;36.8;21
;36.8;0;69.2779;35.0781;69.2779;36.1939;36.8;21
;36.8;0;69.2779;33.6184;69.2779;36.8;36.8;21
;36.8;0;69.2779;33.6;69.2779;36.8;36.8;21
;36.8;0;69.2779;33.6;69.2779;36.8;36.8;21
;36.8;0;69.2779;33.6;69.2779;36.8;36.8;21
;36.8;0;69.2779;33.3734;69.2779;36.8;36.8;21
;36.8;0;69.2779;31.3468;69.2779;36.8;36.8;21
;36.8;0;69.2779;27.7468;69.2779;36.8;36.8;21
;36.8;0;69.2779;24.1468;69.2779;36.8;36.8;21
;36.8;0;68.8965;20.5468;69.2779;36.8;36.8;21
;36.8;0;67.6152;16.9468;69.2779;36.8;36.8;21
;35.8462;0;65.8152;13.3468;69.2779;36.8;36.8;21
;34.2462;0;64.0152;9.7468;69.2779;36.3611;36.8;21
;33.6;0;62.2152;6.2133;69.2779;34.7611;36.3925;22.8256
;33.6;0;60.3909;2.7706;69.2779;33.6;33.6;25
;33.6;0;58.3819;0.5306;69.2779;33.6;33.6;25
;33.6;1.5879;56.8537;0;69.2779;33.6;33.6;25
;32.6504;4.9758;57.3529;0;69.2779;33.6;33.6;25
;29.9007;8.5758;59.2271;0;69.2465;33.1158;33.6;25
;26.3007;12.1758;61.0587;0;68.315;30.8315;33.6;25
;22.7007;15.7758;62.8587;0;66.515;27.2315;33.6;25
;19.1007;19.3758;64.6502;0;64.715;23.6315;33.6;25
;15.5007;22.966;66.3742;0;62.915;20.0315;33.6;25
;11.9007;26.3796;67.9796;0;61.115;16.4315;33.6;25
;8.3007;29.0207;69.0152;0;59.2064;12.8315;33.6;25
;4.8046;30.1691;69.2779;0;57.2831;9.2315;33.6;25
;1.5543;30.3;69.2779;0;56.7211;5.7111;33.6;25
;0;30.3;68.9975;0;57.8653;2.2813;33.6;25
;0;30.3;67.817;0;59.4153;0.286;5.6218;25
;0;30.2776;66.017;0;60.8676;0;0;25
;0;30.1914;64.217;0;62.1906;0;0;25
;0;30.0486;62.417;0.5212;63.3865;0;0;25
;0;29.9074;60.6033;2.8424;64.4892;0;0;25
;0;29.8274;58.6435;6.4424;65.5611;0;0;25
;0;29.8638;56.7309;10.0424;66.6123;0;0;25
;0;30.063;55.2187;13.6424;67.6333;0;0;25
;0;30.254;54.2864;16.9895;68.6075;0;0;25
;0;30.3;54;18.7183;68.5539;0;0;25
;0;30.3;54;18.9;67.1318;0;0;25
;0;30.3;54;17.6854;65.3318;0;0;25
;0;30.3;54;14.8238;63.5318;0;0;25
;0;30.3;54;11.5297;61.7318;0;0;25
;0;28.8617;54;8.2356;59.8813;0;0;25
;1.2097;25.6235;54;5.0267;57.8908;0;0;25
;4.2195;22.0235;54;1.9055;56.1927;0.7788;8.1777;25
;7.8195;18.9617;54;0.1731;54.9668;3.3577;18.9;25
;11.4195;18.8652;54;0;54.1995;6.9577;18.9;25
;15.0195;21.8303;54;1.6002;54;10.5577;18.9;25
;17.8597;25.4239;54;5.0004;54;14.1577;18.9;25
;18.9;28.9428;54;8.6004;54;17.3462;18.9;25
;18.7025;32.2768;54;12.2004;54;18.8173;18.9;25
;16.8579;35.2165;54;15.8004;54;18.9;18.9;25
;13.5638;36.6738;54;19.4004;54;17.4497;18.9;25
;10.2697;36.8;54;23.0004;54;14.3524;18.9;25
;7.0066;36.8;54;26.5764;54;11.0583;18.9;25
;3.8312;36.8;54;30.0489;54;7.7742;18.9;25
;1.1359;36.8;54;33.3553;54;4.5778;18.9;25
;0;36.8;54;36.3339;54;1.5092;18.2928;25
;0.4887;36.8;54;37.8513;54;0;0;25
;2.7775;36.8;54;38;54;0.0578;1.2209;25
;6.3775;36.8;54.3415;38;54;1.9157;38;25
;9.9775;36.8;55.7048;38;54;5.5157;38;25
;13.5775;36.8;57.6981;38.1323;54;9.1157;38;25
;17.1775;36.8;59.5917;39.5025;54;12.7157;38;25
;20.7775;35.7525;61.4143;42.1173;54;16.3157;38;25
;24.3775;34.1525;63.2147;44.8014;54;19.9157;38;25
;27.924;33.6;65.0147;47.3493;54;23.5157;38;25
;31.3364;33.6;66.8147;49.7679;54;27.0807;38;25
;34.5752;33.6;67.8992;52.0639;54;30.5359;38;25
;37.074;33.6;68.6808;54.2433;54;33.8205;38;25
;38;32.1129;69.2779;56.3122;54.5039;36.7074;38;25
;38;28.8258;69.2779;58.1518;55.8785;38;38;25
;38;25.2258;69.2779;59.0919;57.6112;38;38;24.7564
;38;21.6258;69.2779;59.2;59.3083;38;38;23
;38.3298;18.0258;69.2779;59.2;60.939;38;38;23
;39.994;14.4258;69.2779;59.2;62.4914;38.2093;44.3117;23
;42.6902;10.8258;69.2779;59.2;63.9648;39.6188;59.2;23
;45.345;7.2421;69.2779;59.2;65.3453;42.194;59.2;23
;47.8651;3.7833;69.2779;59.2;66.6255;44.8745;59.2;23
;50.2574;1.0542;69.2779;59.2;67.802;47.4189;59.2;23
;52.5284;0;69.2779;59.2;68.7783;49.8343;59.2;23
;54.6841;0;69.2779;59.2;69.2361;52.127;59.2;23
;56.7305;0;69.2779;59.2;69.2779;54.3034;59.2;23
;58.4635;0;69.2779;59.2;69.2779;56.3694;59.2;23
;59.2;0;69.2779;59.2;69.2779;58.2256;59.2;23
;59.2;0;69.2779;59.2;69.2779;59.1379;59.2;23
;59.2;0;69.2779;59.2;69.2779;59.2;59.2;23
;59.2;0;69.2779;59.2;69.2779;59.2;59.2;23
;59.2;0;69.2779;59.2;69.2779;59.2;59.2;23
;59.2;0;69.2779;59.2;69.2779;59.2;59.2;23
;59.2;0;69.2779;59.2;69.2779;59.2;59.2;23
;59.2;0;69.2779;59.2;69.2779;59.2;59.2;23
;59.2;0;69.139;59.2;69.2779;59.2;59.2;23
;59.2;0;69;59.2;69.2779;59.2;59.2;23
;59.2;0;69;59.2;69.2779;59.2;59.2;21.693
;59.2;0;69;59.2;69.2779;59.2;59.2;21
;59.2;1.7472;69;59.2;69.2779;59.2;59.2;21
;59.2;5.2943;69;59.2;69.2779;59.2;59.2;21
;59.2;8.8943;69;59.2;69.2779;59.2;59.2;21
;59.2;12.4943;69;59.2;69.2779;59.2;59.2;21
;59.2;16.0299;69;59.2;69.2779;59.2;59.2;21
;59.2;18.3327;69;59.2;69.2779;59.2;59.2;21
;59.2;18.9;69;59.2;69.139;59.2;59.2;21
;59.2;18.2138;69;59.2;69;59.2;59.2;21
;59.2;15.8826;69;59.2;69;59.2;59.2;21
;59.2;12.5926;69;59.2;69;59.2;59.2;21
;59.2;9.3025;69;59.2;69;59.2;59.2;21
;59.2;6.0692;69;59.2;69;59.2;59.2;21
;59.2;2.923;69.139;59.2;69;59.2;59.2;18.365
;59.2;0.6825;69.2779;59.2;69;59.2;59.2;18
;59.2;0;69.2779;59.2;69;59.2;59.2;18
;59.2;1.0114;69.2779;59.2;69;59.2;59.2;18
;59.2;3.8229;69.2779;59.2;69;59.2;59.2;18
;59.2;7.4229;69.2779;59.2;69;59.2;59.2;18
;59.2;11.0229;69.2779;59.2;69;59.2;59.2;18
;59.2;14.6229;69.2779;59.2;69;59.2;59.2;18
;59.2;18.2229;69.2779;59.2;69;59.2;59.2;18
;59.2;21.7945;69.2779;58.3611;69;59.2;59.2;18
;59.2;25.1173;69.2779;56.2375;69.139;59.2;59.2;18
;59.2;28.2153;69.2779;53.4037;69.2779;59.2;59.2;18
;59.2;31.0812;69.2779;50.0807;69.2779;59.2;59.2;18
;59.2;33.6482;69.2779;46.5071;69.2779;59.2;59.2;18
;59.2;36.2255;69.2779;42.9071;69.2779;59.2;59.2;18
;59.2;37.7775;69.2779;39.5535;69.2779;59.2;59.2;18
;59.2;38;69.2779;37.9499;69.2779;59.2;59.2;18
;59.2;38;69.2779;37.9;69.2779;59.2;59.2;18
;59.2;38;69.2779;37.9;69.2779;59.2;59.2;18
;59.2;38.4593;69.2779;37.9;69.2779;59.2;59.2;18
;59.0432;39.9975;69.2779;37.9;69.2779;59.2;59.2;18
;57.7426;42.2744;69.2779;37.9;69.2779;59.2;59.2;18
;55.2194;44.6964;69.2779;37.9;69.2779;58.1943;59.2;18
;52.1852;47.1344;69.2779;37.9;69.2779;55.8691;59.2;18
;48.7301;49.5286;69.2779;37.9;69.2779;52.9583;59.2;18
;45.1301;51.8329;69.2779;37.9;69.2779;49.5793;59.2;18
;41.5301;54.0241;69.2779;37.9;69.2779;45.9918;59.2;18
;38.8151;56.1041;69.2779;37.9;69.2779;42.3918;59.2;18
;37.9;58.0108;69.2779;37.9;69.2779;39.2742;59.2;18
;37.9;59.0523;68.8467;37.9;69.2779;37.9283;41.2155;18
;37.9;59.2;67.5156;37.9;69.2779;37.9;37.9;18
;37.9;59.2;65.7156;37.9;69.2779;37.9;37.9;18
;37.9;59.2;63.9156;37.9;69.2779;37.9;37.9;18
;37.9;59.2;62.1156;37.9;69.2779;37.9;37.9;18
;37.9;59.2;60.289;37.9;69.2779;37.9;37.9;18
;37.9;59.2;58.305;37.9;69.2779;37.9;37.9;18
;37.9;59.2;56.6401;36.5266;69.2779;37.9;37.9;18
;37.9;59.2;55.6782;33.3713;69.2779;37.9;37.9;18
;37.9;59.2;54.9696;30.6947;69.2779;37.9;37.9;18
;37.9;59.2;54.3078;29.8;68.6876;37.9;37.9;42.4205
;37.9;59.2;54;29.8;67.1972;37.9;37.9;54
;37.9;59.2;54;29.8;65.3972;37.9;37.9;54
;37.9;59.2;54;29.8;63.5972;37.9;37.9;54
;37.9;59.2;54;29.8;61.7972;37.9;37.9;54
;37.9;59.2;54;29.8;59.9563;37.9;37.9;54
;37.9;59.2;54;29.4241;57.9428;37.9;37.9;54
;37.9;59.2;54;27.2482;56.4465;37.9;37.9;54
;37.8078;59.2;54;23.6482;55.738;37.9;37.9;54
;35.9156;59.2;54;20.057;55.1621;37.9;37.9;54
;32.3569;59.2;54;17.7829;54.5657;36.3802;37.9;54
;30.1991;59.2;54;17.3;54.1301;33.085;37.9;54
;29.8;59.2;54.6653;17.3;54;30.5548;33.3562;54
;29.8;59.2;56.3375;17.3;54;29.8;29.8;54
;29.8;59.2;58.1193;16.1253;54;29.8;29.8;54
;29.8;59.2;58.9472;13.3112;54;29.8;29.8;54
;29.8;59.2;59;10.0324;54;29.8;29.8;54
;29.8;59.2;59;6.793;54;29.8;29.8;54
;28.9053;59.2;59;3.6359;54;29.8;29.8;54
;26.2106;59.2;59;1.0393;54;29.2777;29.8;54
;22.6106;59.2;59;0;54;26.9553;29.8;54
;19.0553;59.2;59;0;54;23.3553;29.8;54
;17.3;59.2;59;0;54.6391;19.772;29.8;54
;17.3;59.2;59;0;56.136;17.6443;19.8264;54
;17.3;59.2;59;0;57.7904;17.3;17.3;54
;17.2905;59.2;59;0;58.7935;17.3;17.3;54
;15.6417;59.2;59;0;59;17.3;17.3;54
;12.3628;59.2;59.5354;0;59;15.9919;17.3;54
;9.084;59.2;60.965;0;59;13.0445;17.3;54
;5.8684;59.2;62.7273;0;59;9.7656;17.3;54
;2.7351;59.2;64.4128;0;59;6.533;17.3;54
;0.5889;59.2;66.0163;0;59;3.3825;17.3;54
;0;59.2;67.5792;0;59;0.9127;10.1394;54
;0;59.2;68.8169;0;59;0;0;54
;0;59.0046;69.2779;0;59;0;0;54
;0;57.6577;69.2779;0;59;0;0;54
;0;55.1162;69.2779;0;59;0;0;54
;0;52.0494;69.2779;0;59.4095;0;0;54
;0;48.574;69.2779;0;60.3642;0;0;54
;0;44.9754;69.2779;0;61.4383;0;0;54
;0;41.3754;69.2779;0;62.4713;0;0;54
;0;38.7377;69.2779;0;63.4787;0;0;54
;0;37.9;69.2779;0;64.5083;0;0;54
;0;37.9;69.2779;0;65.5821;0;0;54
;0;37.9;69.2779;0;66.6972;0;0;54
;0;37.9;69.2779;0;67.8414;0;0;54
;0;37.9;69.2779;0;68.8298;0;0;54
;0;37.9;69.2779;0;69.2597;0;0;54
;0;37.9;69.2779;0;69.2779;0;0;54
;0;37.9;69.2779;0;69.2779;0;0;54
;0;37.9;69.2779;0;69.2779;0;0;54
;0;37.9;69.2779;0;69.2779;0;0;54
;0;37.9;69.2779;0;69.2779;0;0;54
;0;37.9;69.2779;0;69.2779;0;0;54
;0;37.9;69.2779;0;69.2779;0;0;54
;0;37.9;69.2779;0.9586;69.2779;0;0;54
;0;37.9;69.2779;3.7172;69.2779;0;0;54
;0;37.9;69.2779;7.3172;69.2779;0;0;54
;0;37.9;69.2779;10.9172;69.2779;0;0;54
;0;37.9;69.2779;14.5172;69.2779;0;0;54
;0;37.9;69.2779;18.1172;69.2779;0;0;54
;0;37.8297;69.2779;21.6912;69.2779;0;0;54
;0;35.9593;69.2779;25.1016;69.2779;0;0;54
;0;32.3997;69.2779;28.2303;69.2779;0;0;54
;0;30.22;69.2779;30.6305;69.2779;0;0;54
;0;29.8;69.2779;31.5692;69.2779;0;0;54
;0;29.8;69.2779;31.6;69.2779;0;0;54
;1.4792;29.8;69.2779;31.6;69.2779;0;0;54
;4.7585;29.8;69.2779;31.6;69.2779;1.105;19.3995;54
;8.3585;29.8;69.2779;31.6;69.2779;4.0101;31.6;54
;11.9585;29.8;69.2779;31.6;69.2779;7.6101;31.6;54
;15.5585;28.9272;69.2779;31.6;69.2779;11.2101;31.6;54
;19.135;26.2543;69.2779;31.6;69.2779;14.6677;31.6;54
;22.4636;22.6543;69.2779;31.6;69.2779;17.9101;31.6;54
;24.9681;19.0884;69.2779;31.6;69.2779;20.9493;31.6;54
;26.9845;17.3112;69.2779;31.6;69.2779;23.3891;31.6;54
;29.0515;17.3;69.2779;29.8883;69.2779;25.33;31.6;54
;30.5987;17.3;69.2779;26.3767;69.2779;27.3748;31.6;54
;31.3714;17.3;69.2779;22.7767;69.2779;29.2664;31.6;54
;31.6;15.671;69.2779;19.1767;69.2779;30.5974;31.6;54
;31.6;12.4027;69.2779;15.5767;69.2779;31.3632;31.6;54
;31.6;9.1239;69.2779;12.1355;69.2779;31.6;31.6;54
;31.6;5.9073;69.2779;10.9234;69.2779;31.6;31.6;54
;31.6;2.7729;69.2779;13.1523;69.2779;31.6;31.6;54
;31.6;0.6079;69.2779;16.7523;69.2779;31.6;31.6;54
;31.6;0;69.2779;20.3523;69.2779;31.6;31.6;54
;31.6;0;69.2779;23.3915;69.2779;31.6;31.6;54
;31.6;0;69.2779;24.6653;69.2779;31.6;31.6;54
;29.8541;0;69.2779;24.7;69.2779;31.6;31.6;54
;26.3082;0;68.6389;24.7;69.2779;30.6301;31.6;54
;22.7082;0;67.0998;23.718;69.2779;27.8602;31.6;54
;19.1082;0;65.2998;20.936;69.2779;24.2602;31.6;54
;15.5082;0;63.4998;17.336;69.2779;20.6602;31.6;54
;11.9605;0;61.6998;13.736;69.2779;17.0602;31.6;54
;10.9107;0;59.8418;10.136;69.2779;13.4823;31.6;54
;13.4085;0;57.739;6.5963;69.2779;11.0957;22.808;54
;17.0085;0;55.2148;3.1376;69.2779;12.2408;24.7;54
;20.6085;0;52.18;0.7093;69.2779;15.7945;24.7;54
;23.5543;0;48.7248;0;69.2779;19.3945;24.7;54
;24.7;0;45.4624;0;68.9379;22.7653;24.7;54
;24.7;0;44;0;67.6979;24.5181;24.7;54
;24.7;0;44;0;65.8979;24.7;24.7;54
;23.491;0;44;0;64.0979;24.7;24.7;54
;20.4819;0;44;0;62.2979;24.1683;24.7;54
;16.8819;0;44;0;60.4766;21.8365;24.7;54
;13.2819;0;44;0;58.4641;18.2365;24.7;54
;9.6819;0;44;0;56.0785;14.6365;24.7;54
;6.1442;0;44;0;53.2185;11.0365;24.7;54
;2.7157;0;44;0;49.8619;7.4766;24.7;54
;0.5125;0;44;0;46.3;3.9976;24.7;54
;0;0;44;0.6974;44.2645;1.1393;16.3696;54
;0;0;44;3.1947;44;0;0;54
;0;0;44;6.7947;44;0;0;54
;0;0;44;10.3947;44;0;0;54
;0;0;44;13.9947;44;0;0;54
;0;0;44;17.5947;44;0;0;54
;0;0;44;21.1947;44;0;0;54
;0;0;44;24.6754;44;0;0;54
;0;0;44;26.528;44;0;0;54
;0;0;44;26.7;44;0;0;54
;0;1.4574;44;26.7;44;0;0;54
;0;4.7147;44;26.7;44;0;0;54
;0.8943;8.3147;44;26.7;44;0;0;54
;3.5887;11.9147;44;26.7;44;0.2471;3.665;54
;7.1887;15.2514;44;26.9534;44;2.2942;26.7;54
;10.7887;17.8134;44;28.617;44;5.8942;26.7;54
;14.3887;19.813;44;30.9136;44;9.4942;26.7;54
;17.9887;21.5688;44;31.8;44;13.0942;26.7;54
;21.5887;22.627;44;31.8;44;16.6942;26.7;54
;24.8965;23.2203;44;31.8;44;20.2942;26.7;54
;26.5522;23.953;44;31.8;44;23.8921;26.7;54
;26.7;24.9143;44;31.8;44;26.195;26.7;54
;26.7;26.1729;44;31.8;44;26.7;26.7;54
;26.7;27.7989;44;31.8;44;26.7;26.7;54
;26.7;29.6618;44;31.8;44;26.7;26.7;54
;26.7;31.106;44;31.8;44;26.7;26.7;54
;26.9533;31.6;44;31.8;44;26.7;26.7;54
;28.4568;31.6;44;31.8;44;26.7273;26.9235;54
;30.7535;31.6;44;30.8002;44;27.6894;31.8;54
;31.8;31.6;44;28.0005;44;29.8353;31.8;54
;31.8;31.6;44;24.4005;44;31.4231;31.8;54
;31.8;31.6;44;20.8005;44;31.8;31.8;54
;31.8;30.2742;44;17.2005;44;31.8;31.8;54
;31.8;27.1485;44;13.6005;44;31.8;31.8;54
;31.8;23.5485;44;10.0005;44;31.8;31.8;54
;31.8;19.9485;44;6.4611;44;31.8;31.8;54
;31.8;16.3485;44;3.0111;44;31.8;31.8;54
;31.8;12.7859;44;0.6502;44;31.8;31.8;54
;31.8;10.5116;44;0;44;31.8;31.8;54
;31.8;11.405;44;0;44;31.8;31.8;54
;30.6625;14.6099;44;0;44;31.8;31.8;54
;27.725;18.2099;44;0;44;31.3215;31.8;54
;24.125;21.8024;44;0;44;29.043;31.8;54
;20.525;24.1474;44;0;44;25.443;31.8;54
;16.925;24.7;44;0;44;21.8431;31.8;54
;13.325;24.7;44;0;44;18.2431;31.8;54
;9.725;24.644;44;0;44;14.6432;31.8;54
;6.1804;22.788;44;0;44;11.0432;31.8;54
;2.7586;19.188;44;0;44;7.4781;31.8;54
;0.5407;15.588;44;0;44;4.0022;31.8;54
;0;11.988;44;0;44;1.1458;21.2988;54
;0;8.388;44;0;44;0;0;54
;0;4.8895;44.1029;0;44;0;0;54
;0;1.5955;45.3575;0;44;0;0;54
;0;0;47.7399;0;44;0;0;54
;0;0;50.1386;0;44;0;0;54
;0;0;52.4156;0;44;0;0;54
;0;0;54.5771;0;44;0;0;54
;0;0;56.629;0;44;0;0;54
;0;0;58.5767;0.3958;44;0;0;54
;0;0;60.4317;2.5917;44;0;0;54
;0;0;62.2383;6.1917;44;0;0;54
;0;0;64.0383;9.7917;44.0866;0;0;54
;0;0;65.8383;13.3917;45.0115;0;0;54
;0;0;67.6383;16.9917;46.8899;0;0;54
;0;0;68.9081;20.5064;49.0102;0;0;54
;0;0;69.2779;23.0605;51.1921;0;0;54
;0;1.5413;69.2779;23.9;53.3757;0;0;54
;0;4.8826;69.2779;23.9;55.4866;0;0;54
;0;8.4826;69.2779;23.1165;57.4923;0;0;54
;0;12.0826;69.2779;20.533;59.3963;0;0;54
;0.4997;15.6826;69.2779;16.933;61.2238;0;0;54
;2.7995;19.2826;69.2779;13.333;63.0242;0;0;54
;6.3995;22.7253;69.2779;9.733;64.8203;1.6744;22.2324;54
;9.9995;25.4976;69.2779;6.196;66.5793;5.1488;23.9;54
;13.5995;26.6636;69.2779;2.762;68.2048;8.7488;23.9;54
;17.1995;26.7;69.2779;0.5325;69.1227;12.3488;23.9;54
;20.6898;26.7;69.2779;0;69.2779;15.9488;23.9;54
;23.14;26.7;69.2779;0;69.2779;19.5488;23.9;54
;23.9;26.7;69.2779;0;69.2779;22.6244;23.9;54
;23.9;26.7;69.2779;0;69.2779;23.9;23.9;54
;23.0126;27.0821;69.2779;0;69.2779;23.9;23.9;54
;20.3252;28.3338;69.2779;0;69.2779;23.6379;23.9;54
;16.7252;29.9483;69.2779;0;69.2779;21.5759;23.9;54
;13.1252;31.011;69.2779;0;69.2779;17.9759;23.9;54
;9.5252;31.5598;69.2779;0;69.2779;14.3759;23.9;54
;5.9996;31.7954;69.2779;0;69.2779;10.7759;23.9;54
;2.5529;31.8;69.2779;0;69.2779;7.2091;23.9;54
;0.4159;31.8;69.2779;0;69.2779;3.7452;23.9;54
;0;31.8;69.2779;0;69.2779;1.0241;14.4225;54
;0;31.8;69.2779;0;69.2779;0;0;54
;0;31.8;69.2779;0;69.2779;0;0;54
;0;31.8;69.2779;1.5952;69.2779;0;0;54
;0;31.8;69.2779;4.9904;69.2779;0;0;54
;0;31.8;69.2779;8.5904;69.2779;0;0;54
;0;30.101;69.2779;12.1904;69.2779;0;0;54
;0;26.645;69.2779;15.7904;69.2779;0;0;54
;0;23.1311;69.2779;19.2538;69.2779;0;0;54
;0;19.6172;69.2779;21.1086;69.2779;0;0;54
;0;16.1033;69.2779;21.3;69.2779;0;0;54
;0;12.5894;69.139;20.6449;69.2779;0;0;54
;0;9.0755;69;18.1898;69.2779;0;0;54
;0;5.6386;69;14.6973;69.2779;0;0;54
;0;2.2965;69;13.4647;69.2779;0;0;54
;1.725;0.3172;69;15.7247;69.2779;0;0;54
;5.2501;0;69;19.3247;69.2779;1.0738;12.7064;54
;8.8501;0;69;22.9247;69.2779;3.9476;21.3;54
;12.4501;0;69;26.5015;69.2779;7.5476;21.3;54
;16.0501;0;69;29.9839;69.2779;11.1476;21.3;54
;19.4851;0;69;33.2403;69.2779;14.7448;21.3;54
;21.2101;0;69;35.0456;69.139;18.3164;21.3;54
;21.3;0;69;35.3;69;20.6954;21.3;54
;20.5151;0;69;35.3;69;21.3;21.3;54
;17.9301;0;69;35.3;69;21.1665;21.3;54
;14.4682;0;69;35.3;69;19.2331;21.3;54
;13.2035;0;69.139;35.3;69;15.6331;21.3;54
;15.214;0;69.2779;35.3;69;13.3145;20.9137;54
;18.6274;0;69.2779;35.3;69;14.5105;35.3;54
;22.2274;0;69.2779;35.3;69;18.0251;35.3;54
;25.797;0;69.2779;35.3;69;21.6251;35.3;54
;29.2654;0;69.2779;35.3;69;25.2098;35.3;54
;32.3421;0;69.2779;35.3;69;28.5978;35.3;54
;34.5101;0;69.2779;35.3;69;31.4823;35.3;54
;35.3;0;69.2779;35.3;69;33.8617;35.3;54
;35.3;0;69.2779;35.3;69;35.1299;35.3;54
;35.3;0;69.2779;35.3;69.1248;35.3;35.3;54
;35.3;0.7365;69.2779;35.9801;69.2638;35.3;35.3;54
;35.3;3.2731;69.2779;38.1405;69.2779;35.3;35.3;54
;35.3;6.8731;69.2779;40.5104;69.2779;35.3;35.3;54
;35.3;10.4731;69.2779;41.4;69.2779;35.3;35.3;54
;35.3;14.0731;68.6894;41.4;69.2779;35.3;35.3;54
;35.3;17.6731;67.2009;41.4;69.2779;35.3;35.3;54
;35.3;21.1078;65.4009;41.4;69.2779;35.3;35.3;54
;35.3;23.3213;63.6009;41.4;69.2779;35.3;35.3;54
;35.3;23.9;61.8009;41.4;69.2779;35.3;35.3;54
;35.3;23.9;59.9516;41.4;69.2779;35.3;35.3;54
;35.3;22.7758;57.8705;41.4;69.2779;35.3;35.3;54
;35.3;19.8516;55.374;41.4;69.2779;35.3;35.3;54
;35.7925;16.2516;52.3514;41.4;69.2779;35.3;35.3;54
;37.7006;12.6516;48.8983;41.4;69.2779;35.4745;36.3096;54
;40.2403;9.0575;45.3031;41.4;68.6664;36.9338;41.4;54
;41.3822;5.5423;41.7031;41.4;67.1549;39.5532;41.4;54
;41.4;2.1;38.1031;41.4;65.3549;41.1439;41.4;54
;41.4;0.1895;35.1515;41.4;63.5549;41.4;41.4;54
;41.4;0;34;40.0533;61.7549;41.4;41.4;54
;41.4;0;34;36.9065;59.9023;41.4;41.4;54
;41.4;0;34;33.3065;57.8124;41.4;41.4;54
;41.4;0;34;29.7065;55.3038;41.4;41.4;54
;41.4;0;34;26.1065;52.2853;41.4;41.4;54
;41.4;0;34;22.5065;48.8381;41.4;41.4;54
;41.4;0;34;18.9065;45.2381;41.4;41.4;54
;41.4;0;34;15.3065;41.6381;41.4;41.4;54
;41.4;0;34;11.7065;38.0381;41.4;41.4;54
;41.4;0;34;8.1322;35.119;41.4;41.4;54
;41.4;0;34;4.638;34;41.4;41.4;54
;41.4;0;34;1.459;34;41.4;41.4;54
;40.264;0;34;0;34;41.4;41.4;54
;37.3279;0;34;0;34;40.7606;41.4;54
;33.7279;0.1619;34;0;34;38.3211;41.4;54
;30.1279;2.1237;34;0;34;34.7211;41.4;54
;26.5279;5.7237;34;0;34;31.1211;41.4;54
;22.9279;9.3237;34;0;34;27.5211;41.4;54
;19.3279;12.9237;34;0;34;23.9211;41.4;54
;15.7279;16.436;34;0;34;20.3211;41.4;54
;12.1279;19.5943;34;1.353;34;16.7211;41.4;54
;8.5279;21.1702;34;4.506;34;13.1211;41.4;54
;5.0252;21.3;34;8.106;34;9.5211;41.4;54
;1.6613;20.2809;34;11.706;34;5.9954;41.4;54
;0;17.4619;34;15.306;34;2.5498;41.4;54
;0;14.0936;34;18.906;34;0.415;9.9886;54
;0;12.9535;34;22.506;34;0;0;54
;0;14.4744;34;26.0912;34;0;0;54
;0;16.9117;34;29.5801;34;0;0;54
;0;19.8214;34;32.9089;34;0;0;54
;0;22.7447;34;36.0684;34;0;0;54
;0;25.3062;34;39.0593;34;0;0;54
;1.1127;27.8406;34;41.8986;34;0;0;54
;4.0253;30.2063;34.4988;44.5939;34;0.6457;16.9679;54
;7.6253;31.9863;36.451;46.6032;34;3.0914;47.3;54
;11.2253;33.4973;39.3537;47.3;34;6.6914;47.3;54
;14.8253;34.7815;42.1786;47.3;34;10.2914;47.3;54
;18.4253;35.3;44.86;47.3;34;13.8914;47.3;54
;22.0253;35.3;47.4049;47.3;34;17.4914;47.3;54
;25.6148;35.3;49.8205;47.3;34;21.0914;47.3;54
;29.1198;35.3;52.1135;47.3;34;24.6895;47.3;54
;32.3316;35.3;54.2902;47.3;34;28.2197;47.3;54
;35.1705;35.3;56.3565;47.3;34;31.5017;47.3;54
;37.8944;35.3;58.318;47.3;34.0362;34.4274;47.3;54
;40.6741;35.3;60.1826;47.3;35.0531;37.1785;47.3;54
;43.4155;35.3;61.9919;47.3;37.2355;39.9065;47.3;54
;45.9077;35.3;63.446;47.3;39.6853;42.5706;47.3;54
;47.1784;35.3;64;47.3;42.1634;45.1594;47.3;54
;47.3;35.3;64;47.3;44.6184;46.8684;47.3;54
;47.3;35.3;64;47.3;47.0489;47.3;47.3;54
;47.3;35.8527;64;47.3;49.4342;47.3;47.3;54
;47.3;37.4613;64;47.3;51.7404;47.3;47.3;54
;47.3;39.6833;64;47.3;53.9362;47.3;47.3;54
