Time;Urban, 9m;Urban, 13m;Coach, 13m;Urban, 13m, double deck;Coach, 13m, double deck;Urban, 18m;Target speed, city;Target speed, coach
3798;8.0174;0;69.2779;0;69.2779;14.0911;37.6;100
3799;4.5827;0;69.2779;0;69.2779;10.5556;37.6;100
3800;1.4517;0;69.2779;0;69.2779;7.0427;37.6;100
3801;0;0;69.2779;0;69.2779;3.6495;37.6;100
3802;0;0;69.2779;0;69.2779;1.0008;22.8335;100
3803;0;0;69.2779;0;69.2779;0;0;100
3804;0;0;69.2779;0;69.2779;0;0;100
3805;0;0;69.2779;0;69.2779;0;0;100
3806;0;0;69.2779;0;69.2779;0;0;100
3807;0;0.5885;69.2779;0;69.2779;0;0;100
3808;0;2.9769;69.2779;0;69.2779;0;0;100
3809;0;6.5769;69.2779;0;69.2779;0;0;100
3810;0;10.1769;69.2779;0;69.2779;0;0;100
3811;0;13.7769;69.2779;0;69.2779;0;0;100
3812;0;17.3769;69.2779;0;69.2779;0;0;100
3813;0;20.9523;69.2779;0;69.2779;0;0;100
3814;0;24.2791;69.2779;0;69.2779;0;0;100
3815;0;27.2379;69.2779;0;69.2779;0;0;100
3816;0;29.9504;69.2779;0;69.2779;0;0;100
3817;0;32.1424;69.2779;0;69.2779;0;0;100
3818;0;33.7987;69.2779;0;69.2779;0;0;100
3819;0;35.3322;69.2779;0;69.2779;0;0;100
3820;0;36.7589;69.2779;0;69.2779;0;0;100
3821;0;37.5108;69.2779;0;69.2779;0;0;100
3822;0;37.6;69.2779;0;69.2779;0;0;100
3823;0;37.6;69.2779;0;69.2779;0;0;100
3824;0;36.8278;69.2779;0;69.2779;0;0;100
3825;0;34.2556;69.2779;0;69.2779;0;0;100
3826;0;30.6556;69.2779;0;69.2779;0;0;100
3827;0;27.0556;69.2779;0;69.2779;0;0;100
3828;0;23.4556;69.2779;0;69.2779;0;0;100
3829;0;19.8556;69.2779;0;69.2779;0;0;100
3830;0;16.2556;69.2779;0;69.2779;0;0;100
3831;0;12.6556;69.2779;0;69.2779;0;0;100
3832;0;9.0556;69.2779;0;69.2779;0;0;100
3833;0;5.5363;69.2779;0;69.2779;0;0;100
3834;0;2.1292;69.2779;0;69.2779;0;0;100
3835;0;0.2208;69.2779;0;69.2779;0;0;100
3836;0;0;69.2779;0;69.2779;0;0;100
3837;0;0;69.2779;0;69.2779;0;0;100
3838;0;0;69.2779;0;69.2779;0;0;100
3839;0;0;69.2779;0;69.2779;0;0;100
3840;0;0;69.2779;0;69.2779;0;0;100
3841;0;0;69.2779;0;69.2779;0;0;100
3842;0;0;69.2779;0;69.2779;0;0;100
3843;0;0;69.2779;0;69.2779;0;0;100
3844;0;0;69.2779;0;69.2779;0;0;100
3845;0;0;69.2779;1.3062;69.2779;0;0;100
3846;0;0;69.2779;4.4124;69.2779;0;0;100
3847;0;0;69.2779;8.0124;69.2779;0;0;100
3848;0;0;69.2779;11.6124;69.2779;0;0;100
3849;0;0;69.2779;15.173;69.2779;0;0;100
3850;0;0;69.2779;18.705;69.2779;0;0;100
3851;0.244;0;69.2779;22.1533;69.2779;0;0;100
3852;2.2879;0;69.2779;25.2503;69.2779;0;0;100
3853;5.8879;0;69.2779;28.1467;69.2779;0.7069;15.0414;100
3854;9.4879;0;69.2779;30.6185;69.2779;3.2138;38.3;100
3855;13.0879;0;69.2779;32.3198;69.2779;6.8138;38.3;100
3856;16.6315;0;69.2779;33.8554;69.2779;10.4138;38.3;100
3857;19.9142;0;69.2779;35.6591;69.2779;13.9393;38.3;100
3858;22.5425;0;69.2779;37.4666;69.2779;16.9855;38.3;100
3859;24.3599;0;69.2779;38.3;69.2779;19.8337;38.3;100
3860;25.9347;0;69.2779;38.3;69.2779;22.5319;38.3;100
3861;27.7956;0;69.2779;38.3;69.2779;24.4854;38.3;100
3862;29.5551;0;69.2779;38.3;69.2779;26.1347;38.3;100
3863;30.5842;0;69.2779;38.3;69.2779;27.9895;38.3;100
3864;31.2434;0;69.2779;38.3;69.2779;29.7773;38.3;100
3865;32.1087;0;69.2779;38.3;69.2779;31.0126;38.3;100
3866;33.2065;0;69.2779;38.3;69.2779;31.9123;38.3;100
3867;34.5402;0;69.2779;38.3;69.2779;32.9521;38.3;100
3868;36.1191;0;69.2779;38.3;69.2779;34.2129;38.3;100
3869;37.6361;0;69.2779;38.3;69.2779;35.6947;38.3;100
3870;38.3;0;69.2779;38.3;69.2779;37.3007;38.3;100
3871;38.3;0;69.2779;38.3;69.2779;38.2048;38.3;100
3872;38.3;0;69.2779;38.3;69.2779;38.3;38.3;100
3873;38.3;0;69.2779;38.3;69.2779;38.3;38.3;100
3874;38.3;0;69.2779;38.3;69.2779;38.3;38.3;100
3875;38.3;0;69.2779;38.3;69.2779;38.3;38.3;100
3876;38.3;0;69.2779;38.3;69.2779;38.3;38.3;100
3877;38.3;0;69.2779;38.3;69.2779;38.3;38.3;100
3878;38.3;0;69.2779;38.3;69.2779;38.3;38.3;100
3879;38.3;0;69.2779;38.3;69.2779;38.3;38.3;100
3880;38.3;0;69.2779;38.3;69.2779;38.3;38.3;100
3881;38.3;0;69.2779;37.6263;69.2779;38.3;38.3;100
3882;38.3;0;69.2779;35.1525;69.2779;38.3;38.3;100
3883;38.3;0;69.2779;31.5525;69.2779;38.3;38.3;100
3884;38.3;0;69.2779;27.9525;69.2779;38.3;38.3;100
3885;38.3;0;69.2779;24.3525;69.2779;38.3;38.3;100
3886;38.3;1.5645;69.2779;20.7525;69.2779;38.3;38.3;100
3887;38.3;4.9291;69.2779;17.1525;69.2779;38.3;38.3;100
3888;38.3;8.5291;69.2779;13.5525;69.2779;38.3;38.3;100
3889;36.9819;12.1291;69.2779;9.9525;69.2779;38.3;38.3;100
3890;33.8639;15.3172;69.2779;6.4019;69.2779;38.2775;38.3;100
3891;30.2639;17.4843;69.2779;2.9706;69.2779;36.4549;38.3;100
3892;26.6639;19.0051;69.2779;0.645;69.2779;32.8549;38.3;100
3893;23.0639;20.618;69.2779;0;69.2779;29.2549;38.3;100
3894;19.4639;22.1227;69.2779;0;69.2779;25.6549;38.3;100
3895;15.8639;22.9008;69.2779;0;69.2779;22.0549;38.3;100
3896;12.2639;23.2447;69.2779;0;69.2779;18.4549;38.3;100
3897;8.6683;23.7214;69.2779;0;69.2779;14.8549;38.3;100
3898;5.1621;24.3752;69.2779;0;69.2779;11.2549;38.3;100
3899;1.741;25.2284;69.2779;0;69.2779;7.6611;38.3;100
3900;0.0152;26.3041;69.2779;0;69.2779;4.1867;38.3;100
3901;0;27.6352;69.2779;1.4692;69.2779;1.253;28.5541;100
3902;0;29.1866;69.2779;4.7385;69.2779;0;0;100
3903;0;30.4882;69.2779;8.3385;69.2779;0;0;100
3904;0;31.2422;69.2779;11.9385;69.2779;0;0;100
3905;0;31.8581;69.2779;15.5385;69.2779;0;0;100
3906;0;32.6277;69.2779;19.1385;69.2779;0;0;100
3907;0;33.5624;69.2779;22.5569;69.2779;0;0;100
3908;0.344;34.6749;69.2779;24.1877;69.2779;0;0;100
3909;2.488;35.9798;69.2779;24.2;69.2779;0;0;100
3910;6.088;37.3987;69.2779;23.3608;69.2779;0.818;10.998;100
3911;9.688;38.2079;69.2779;20.8164;69.2779;3.4361;24.2;100
3912;13.288;38.3;69.2779;17.4062;69.2779;7.0361;24.2;100
3913;16.888;38.3;69.2779;13.996;69.2779;10.6361;24.2;100
3914;20.4486;38.3;69.2779;10.5858;69.2779;14.2361;24.2;100
3915;23.2046;38.3;69.2779;7.1914;69.2779;17.8361;24.2;100
3916;24.2;38.3;69.2779;3.9073;69.2779;21.3368;24.2;100
3917;24.2;38.3;69.2779;1.1562;69.2779;23.6188;24.2;96.9934
3918;22.7216;38.3;69.2779;0;69.2779;24.2;24.2;74
3919;19.5381;38.3;69.2779;0;69.2779;23.9776;24.2;74
3920;16.1279;38.3;69.2779;0;69.2779;22.0502;24.2;74
3921;12.7177;38.3;69.2779;0;69.2779;18.64;24.2;74
3922;9.3075;38.3;69.2779;0;69.2779;15.2298;24.2;74
3923;5.9636;38.3;69.2779;0;69.2779;11.8196;24.2;74
3924;2.7037;38.3;69.2779;0;69.2779;8.4094;24.2;74
3925;0.5413;38.3;69.2779;0;69.2779;5.0853;24.2;74
3926;0;36.7124;69.2779;0;69.2779;1.8716;24.2;74
3927;0;33.3247;69.2779;0;69.2779;0.1384;2.1007;74
3928;0;29.7247;69.2779;0;69.2779;0;0;74
3929;0;26.1247;69.2779;0;69.2779;0;0;74
3930;0;22.5247;69.2779;0;69.2779;0;0;74
3931;0;18.9247;69.2779;0;69.2779;0;0;74
3932;0;15.3247;69.2779;0;69.2779;0;0;74
3933;0;11.7247;69.2779;0;69.2779;0;0;74
3934;0;8.1425;69.2779;0;69.2779;0;0;74
3935;0;4.6497;69.2779;0;69.2779;0;0;74
3936;0;1.4696;69.2779;0;69.2779;0;0;74
3937;0;0;69.2779;0;69.2779;0;0;74
3938;0;0;69.2779;0;69.2779;0;0;57.6942
3939;0;0;69.2779;0;69.2779;0;0;34
3940;0;0;69.2779;0;69.2779;0;0;34
3941;0;0;69.2779;0;69.2779;0;0;34
3942;0;0;69.2779;0;69.2779;0;0;34
3943;0;0;69.2779;0;69.2779;0;0;34
3944;0;0;69.2779;0;69.2779;0;0;34
3945;0;0.6136;69.2779;0;69.2779;0;0;34
3946;0;3.0271;69.2779;0;69.2779;0;0;34
3947;0;6.6271;69.2779;0;69.2779;0;0;34
3948;0;10.2271;69.2779;0;69.2779;0;0;34
3949;0;13.8271;69.2779;0;69.2779;0;0;34
3950;0;17.4271;69.2779;0;69.2779;0;0;64.4235
3951;0;20.9537;69.2779;0;69.2779;0;0;74
3952;0;23.4401;69.2779;0;69.2779;0;0;74
3953;0;24.2;69.2779;0;69.2779;0;0;74
3954;0;24.1713;69.2779;0;69.2779;0;0;74
3955;0;22.4376;69.2779;0;69.2779;0;0;74
3956;0;19.0274;69.2779;0;69.2779;0;0;74
3957;0;15.6172;69.2779;0;69.2779;0;0;74
3958;0;12.207;69.2779;0;69.2779;0;0;74
3959;0;8.7968;69.2779;0;69.2779;0;0;74
3960;0;5.4654;69.2779;0.495;69.2779;0;0;74
3961;0;2.2181;69.2779;2.7899;69.2779;0;0;74
3962;0;0.2985;69.2779;6.3899;69.2779;0;0;74
3963;0;0;69.2779;9.9899;69.2779;0;0;74
3964;0;0;69.2779;13.5899;69.2779;0;0;74
3965;0;0;69.2779;17.1899;69.2779;0;0;74
3966;0;0;69.2779;20.7899;69.2779;0;0;74
3967;0;0;69.2779;24.3899;69.2779;0;0;74
3968;1.1989;0;69.2779;27.936;69.2779;0;0;74
3969;4.1979;0;69.2779;31.2568;69.2779;0;0;74
3970;7.7979;0;69.2779;33.1658;69.2779;1.6438;30.592;74
3971;11.3979;0;69.2779;33.5;69.2779;5.0875;33.5;74
3972;14.9979;0;69.2779;33.5;69.2779;8.6875;33.5;74
3973;18.5979;0;69.2779;33.5;69.2779;12.2875;33.5;74
3974;22.1979;0;69.2779;33.5;69.2779;15.8382;33.5;74
3975;25.7014;0;69.2779;33.5;69.2779;19.3775;33.5;74
3976;29.1163;0;69.2779;33.5;69.2779;22.9295;33.5;74
3977;32.1639;0;69.2779;33.5;69.2779;26.4117;33.5;74
3978;33.5;0;69.2779;33.5;69.2779;29.7528;33.5;74
3979;33.5;0;69.2779;33.5;69.2779;32.4001;33.5;74
3980;33.5;0;69.2779;33.5;69.2779;33.4626;33.5;74
3981;33.5;0;69.2779;33.5;69.2779;33.5;33.5;74
3982;33.5;0;69.2779;33.5;69.2779;33.5;33.5;74
3983;33.5;0;69.2779;33.5;69.2779;33.5;33.5;74
3984;33.5;0;69.2779;33.5;69.2779;33.5;33.5;74
3985;33.5;0;69.2779;33.5;69.2779;33.5;33.5;74
3986;33.5;0;69.2779;33.5;69.2779;33.5;33.5;74
3987;33.5;0;69.2779;33.5;69.2779;33.5;33.5;74
3988;33.5;0;69.2779;33.5;69.2779;33.5;33.5;85.4411
3989;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3990;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3991;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3992;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3993;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3994;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3995;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3996;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3997;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3998;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
3999;33.5;0;69.2779;33.5;69.2779;33.5;33.5;100
4000;33.5;0;69.2779;32.2416;69.2779;33.5;33.5;100
4001;33.5;0;69.2779;29.2183;69.2779;33.5;33.5;100
4002;33.5;0;69.2779;25.6885;69.2779;33.5;33.5;100
4003;33.5;0;69.2779;22.1587;69.2779;33.5;33.5;100
4004;33.5;0;69.2779;18.6289;69.2779;33.5;33.5;100
4005;33.5;1.4685;69.2779;15.0991;69.2779;33.5;33.5;100
4006;33.5;4.737;69.2779;11.5693;69.2779;33.5;33.5;100
4007;33.317;8.337;69.2779;8.0655;69.2779;33.5;33.5;100
4008;31.3731;11.937;69.2779;4.6386;69.2779;33.5;33.5;100
4009;27.8515;15.4498;69.2779;1.4753;69.2779;32.8897;33.5;100
4010;24.3298;18.6647;69.2779;0;69.2779;30.5272;33.5;100
4011;20.8081;21.5123;69.2779;0;69.2779;27.0226;33.5;100
4012;17.2864;23.8654;69.2779;0;69.2779;23.5181;33.5;100
4013;13.7647;26.0807;69.2779;0;69.2779;20.0135;33.5;100
4014;10.2431;28.6019;69.2779;0;69.2779;16.5089;33.5;100
4015;6.7646;31.0179;69.2779;0;69.2779;13.0044;33.5;100
4016;3.3865;32.8103;69.2779;0;69.2779;9.4998;33.5;100
4017;0.863;33.5;69.2779;0;69.2779;6.0657;33.5;100
4018;0;33.5;69.2779;0;69.2779;2.7036;33.5;100
4019;0;33.5;69.2779;0.9468;69.2779;0.5116;10.199;100
4020;0;33.5;69.2779;3.6937;69.2779;0;0;100
4021;0;33.5;69.2779;7.2937;69.2779;0;0;100
4022;0;33.5;69.2779;10.8937;69.2779;0;0;100
4023;0;33.5;69.2779;14.4937;69.2779;0;0;100
4024;0;33.5;69.2779;18.0937;69.2779;0;0;100
4025;0;33.5;69.2779;21.6937;69.2779;0;0;100
4026;0;33.5;69.2779;25.052;69.2779;0;0;100
4027;1.5845;33.5;69.2779;26.8052;69.2779;0;0;100
4028;4.9689;33.5;69.2779;27;69.2779;0.172;2.5799;100
4029;8.5689;33.5;69.2779;27;69.2779;2.144;27;100
4030;12.1689;33.5;69.2779;27;69.2779;5.744;27;100
4031;15.7689;33.5;69.2779;26.2762;69.2779;9.344;27;100
4032;19.3689;33.5;69.2779;23.7524;69.2779;12.944;27;100
4033;22.9689;33.5;69.2779;20.1524;69.2779;16.544;27;100
4034;25.8845;33.5;69.2779;16.5524;69.2779;20.144;27;100
4035;27;33.5;69.2779;12.9524;69.2779;23.744;27;100
4036;27;33.5;69.2779;9.3524;69.2779;26.272;27;100
4037;27;33.5;69.2779;5.8188;69.2779;27;27;100
4038;27;33.5;69.2779;2.413;69.2779;27;27;100
4039;25.6386;33.5;69.2779;0.3704;69.2779;27;27;100
4040;22.4772;33.5;69.2779;0;69.2779;27;27;100
4041;18.8772;33.5;69.2779;1.4013;69.2779;25.251;27;100
4042;15.2772;33.5;69.2779;4.6025;69.2779;21.7021;27;100
4043;11.6772;33.5;69.2779;8.2025;69.2779;18.1021;27;100
4044;8.0917;33.5;69.2779;11.8025;69.2779;14.5021;27;100
4045;4.601;32.1624;69.2779;15.4025;69.2779;10.9021;27;100
4046;1.4479;29.0387;69.2779;19.0025;69.2779;7.3135;27;100
4047;0;25.4667;69.2779;22.6025;69.2779;3.8527;27;100
4048;0.2717;21.8947;69.2779;25.0513;69.2779;1.0903;17.6036;100
4049;2.3433;18.3227;69.2779;25.7;69.2779;0;0;100
4050;5.9433;14.7507;69.2779;25.7;69.2779;0.6264;8.9439;100
4051;9.5433;11.1787;69.2779;25.7;69.2779;3.0528;25.7;100
4052;13.1433;7.6136;69.2779;25.7;69.2779;6.6528;25.7;100
4053;16.7433;4.1665;69.2779;25.7;69.2779;10.2528;25.7;100
4054;20.3433;1.2493;69.2779;25.7;69.2779;13.8528;25.7;100
4055;23.7377;0;69.2779;25.7;69.2779;17.4528;25.7;100
4056;25.516;0;69.2779;24.8718;69.2779;21.0528;25.7;100
4057;25.7;0;69.2779;22.2887;69.2779;24.2764;25.7;100
4058;25.7;0;69.2779;18.779;69.2779;25.7;25.7;100
4059;25.7;0;69.2779;15.2692;69.2779;25.7;25.7;100
4060;25.7;0;69.2779;11.7595;69.2779;25.7;25.7;100
4061;25.7;0;69.2779;8.2624;69.2779;25.7;25.7;100
4062;25.7;0;69.2779;4.8511;69.2779;25.7;25.7;100
4063;25.7;0;69.2779;1.591;69.2779;25.7;25.7;100
4064;24.2182;1.1719;69.2779;0;69.2779;25.7;25.7;100
4065;20.9816;4.1438;69.2779;0;69.2779;25.6272;25.7;100
4066;17.4718;7.7438;69.2779;0;69.2779;23.7996;25.7;100
4067;13.962;11.3438;69.2779;0;69.2779;20.2898;25.7;100
4068;10.4523;14.9438;69.2779;0;69.2779;16.7801;25.7;100
4069;6.9679;18.5438;69.2779;0;69.2779;13.2703;25.7;100
4070;3.6005;22.1438;69.2779;0;69.2779;9.7605;25.7;100
4071;0.9813;25.33;69.2779;0;69.2779;6.3123;25.7;100
4072;0;26.8581;69.2779;0;69.2779;2.9498;25.7;100
4073;0;27;69.2779;0;69.2779;0.6403;9.859;100
4074;0;27;69.2779;0;69.2779;0;0;100
4075;0;27;69.2779;0;69.2779;0;0;100
4076;0;26.0597;69.2779;0.0843;69.2779;0;0;100
4077;0;23.3193;69.2779;1.9687;69.2779;0;0;100
4078;0;19.7193;69.2779;5.5687;69.2779;0;0;100
4079;0;16.1193;69.2779;9.1687;69.2779;0;0;100
4080;0;12.5193;69.2779;12.7687;69.2779;0;0;100
4081;0;8.9193;69.2779;16.3687;69.2779;0;0;100
4082;0;5.4064;69.2779;19.9687;69.2779;0;0;100
4083;0;1.9883;69.2779;23.5687;69.2779;0;0;100
4084;0.7216;0.1416;69.2779;27.1325;69.2779;0;0;100
4085;3.2433;0;69.2779;30.586;69.2779;0;0;100
4086;6.8433;1.6506;69.2779;33.8684;69.2779;1.1095;22.3746;100
4087;10.4433;5.1012;69.2779;35.8806;69.2779;4.019;36.3;100
4088;14.0433;8.7012;69.2779;36.3;69.2779;7.619;36.3;100
4089;17.6433;12.3012;69.2779;36.3;69.2779;11.219;36.3;100
4090;21.2433;15.9012;69.2779;36.3;69.2779;14.819;36.3;100
4091;24.8153;19.5012;69.2779;36.3;69.2779;18.419;36.3;100
4092;28.3229;22.9342;69.2779;36.3;69.2779;22.019;36.3;100
4093;31.6211;25.1336;69.2779;36.3;69.2779;25.6086;36.3;100
4094;34.5481;25.7;69.2779;36.3;69.2779;29.0769;36.3;100
4095;36.1062;25.7;69.2779;36.3;69.2779;32.2202;36.3;100
4096;36.3;25.7;69.2779;36.3;69.2779;34.9924;36.3;100
4097;36.3;25.7;69.2779;36.3;69.2779;36.3;36.3;100
4098;36.3;25.7;69.2779;36.3;69.2779;36.3;36.3;100
4099;36.3;25.7;69.2779;36.3;69.2779;36.3;36.3;100
4100;36.3;25.7;69.2779;36.3;69.2779;36.3;36.3;100
4101;36.3;24.6335;69.2779;36.3;69.2779;36.3;36.3;100
4102;36.3;21.8155;69.2779;36.3;69.2779;36.3;36.3;100
4103;36.3;18.3125;69.2779;36.3;69.2779;36.3;36.3;100
4104;36.3;14.8095;69.2779;36.3;69.2779;36.3;36.3;100
4105;36.3;11.3065;69.2779;36.3;69.2779;36.3;36.3;100
4106;36.3;7.8034;69.2779;36.3;69.2779;36.3;36.3;100
4107;36.3;4.4134;69.2779;36.3;69.2779;36.3;36.3;100
4108;36.3;1.3874;69.2779;36.3;69.2779;36.3;36.3;100
4109;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4110;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4111;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4112;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4113;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4114;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4115;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4116;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4117;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4118;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4119;36.3;0;69.2779;36.3;69.2779;36.3;36.3;100
4120;36.3;0;69.2779;35.9444;69.2779;36.3;36.3;100
4121;36.3;0.274;69.2779;33.7889;69.2779;36.3;36.3;100
4122;36.3;2.348;69.2779;30.1889;69.2779;36.3;36.3;100
4123;36.3;5.948;69.2779;26.5889;69.2779;36.3;36.3;100
4124;36.3;9.548;69.2779;22.9889;69.2779;36.3;36.3;100
4125;36.3;13.148;69.2779;19.3889;69.2779;36.3;36.3;100
4126;36.3;16.7151;69.2779;15.7889;69.2779;36.3;36.3;100
4127;36.3;20.1382;69.2779;12.1889;69.2779;36.3;36.3;100
4128;35.3331;23.2032;69.2779;8.5889;69.2779;36.3;36.3;100
4129;32.5662;25.8528;69.2779;5.0826;69.2779;36.3;36.3;100
4130;28.9662;28.3941;69.2779;1.7026;69.2779;34.9483;36.3;100
4131;25.3662;30.7164;69.2779;0.0144;69.2779;31.7966;36.3;100
4132;21.7662;32.7054;69.2779;0;69.2779;28.1966;36.3;100
4133;18.1662;34.7104;69.2779;1.7845;69.2779;24.5966;36.3;100
4134;14.5662;36.0241;69.2779;5.3691;69.2779;20.9966;36.3;100
4135;10.9662;36.3;69.2779;8.9691;69.2779;17.3966;36.3;100
4136;7.4001;36.3;69.2779;12.5691;69.2779;13.7966;36.3;100
4137;3.9277;36.3;69.2779;15.458;69.2779;10.1966;36.3;100
4138;1.1107;36.3;69.2779;16.6235;69.2779;6.634;36.3;100
4139;0;36.3;69.2779;16.7;69.2779;3.1976;36.3;100
4140;0.6282;36.3;69.2779;16.7;69.2779;0.7619;16.5229;100
4141;3.0564;36.3;69.2779;16.7;69.2779;0;0;100
4142;6.6564;36.3;69.2779;16.7;69.2779;0.9807;9.0986;100
4143;10.2564;36.3;69.2779;14.9603;69.2779;3.7614;16.7;100
4144;13.771;36.3;69.2779;13.6383;69.2779;7.3614;16.7;100
4145;16.0928;36.3;69.2779;15.8387;69.2779;10.9614;16.7;100
4146;16.7;36.3;69.2779;19.4214;69.2779;14.2852;16.7;100
4147;16.7;36.3;69.2779;23.0214;69.2779;16.2545;16.7;100
4148;16.7;36.3;69.2779;26.5956;69.2779;16.7;16.7;100
4149;16.7;36.3;69.2779;30.0705;69.2779;16.7;16.7;100
4150;16.0777;36.3;69.2779;32.4355;69.2779;16.7;16.7;100
4151;14.1777;36.3;69.2779;33.1;69.2779;16.7;16.7;100
4152;13.6196;36.3;69.2779;33.1;69.2779;15.7262;16.7;100
4153;15.7087;36.3;69.2779;33.1;69.2779;13.8262;14.9521;100
4154;18.8261;36.3;69.2779;33.1;69.2779;14.0763;31.117;100
4155;22.3689;36.3;69.2779;33.1;69.2779;16.931;33.1;100
4156;25.8564;36.3;69.2779;32.1471;69.2779;20.3407;33.1;100
4157;29.2638;36.3;69.2779;29.3943;69.2779;23.6837;33.1;100
4158;32.0302;36.3;69.2779;25.7943;69.2779;27.02;33.1;100
4159;33.0908;36.3;69.2779;22.1943;69.2779;30.3749;33.1;100
4160;33.1;36.3;69.2779;18.5943;69.2779;32.5527;33.1;100
4161;33.1;36.3;69.2779;14.9943;69.2779;33.1;33.1;100
4162;33.1;36.3;69.2779;11.3943;69.2779;33.1;33.1;100
4163;33.1;36.3;69.2779;7.8071;69.2779;33.1;33.1;100
4164;31.7459;36.3;69.2779;4.3262;69.2779;33.1;33.1;100
4165;28.672;36.1155;69.2779;1.3162;69.2779;33.1;33.1;100
4166;25.2322;34.193;69.2779;0;69.2779;31.3754;33.1;100
4167;21.7923;30.7172;69.2779;0;69.2779;27.8913;33.1;100
4168;18.3525;27.2413;69.2779;0;69.2779;24.3725;33.1;100
4169;14.9127;23.7654;69.2779;0;69.2779;20.8536;33.1;100
4170;11.4729;20.2896;69.2779;0;69.2779;17.3347;33.1;100
4171;8.0443;16.8137;69.2779;0;69.2779;13.8158;33.1;100
4172;4.7044;13.3379;69.2779;0;69.2779;10.297;33.1;100
4173;1.5366;9.862;69.2779;0;69.2779;6.8281;33.1;100
4174;0;6.4305;69.2779;0;69.2779;3.443;33.1;100
4175;0;3.1112;69.2779;0;69.2779;0.8837;17.4554;100
4176;0;0.7427;69.2779;0;69.2779;0;0;100
4177;0;0;69.2779;0;69.2779;0;0;100
4178;0;0.9777;69.2779;0;69.2779;0;0;100
4179;0;3.7553;69.2779;0;69.2779;0;0;100
4180;0;7.3553;69.2779;0;69.2779;0;0;100
4181;0;10.9553;69.2779;0;69.2779;0;0;100
4182;0;14.2808;69.2779;0;69.2779;0;0;100
4183;0;16.2532;69.2779;0;69.2779;0;0;100
4184;0;16.7;69.2779;0;69.2779;0;0;100
4185;0;16.7;69.2779;0;69.2779;0;0;100
4186;0;16.7;69.2779;0;69.2779;0;0;100
4187;0;16.7;69.2779;0;69.2779;0;0;100
4188;0;15.7291;69.2779;0;69.2779;0;0;100
4189;0;13.8291;69.2779;0;69.2779;0;0;100
4190;0;13.4263;69.2779;0;69.2779;0;0;100
4191;0;14.7466;69.2779;0;69.2779;0;0;100
4192;0;16.5844;69.2779;0;69.2779;0;0;100
4193;0;18.9853;69.2779;0;69.2779;0;0;100
4194;0;21.9213;69.2779;0;69.2779;0;0;100
4195;0;24.8477;69.2779;0;69.2779;0;0;100
4196;0;27.628;69.2779;0;69.2779;0;0;100
4197;0;30.4702;69.2779;0;69.2779;0;0;100
4198;0;32.4878;69.2779;0;69.2779;0;0;100
4199;0;33.0981;69.2779;0;69.2779;0;0;100
4200;0;33.1;69.2779;0;69.2779;0;0;100
4201;0;33.1;69.2779;0;69.2779;0;0;100
4202;0;33.1;69.2779;0;69.2779;0;0;100
4203;0;31.3427;69.2779;0;69.2779;0;0;75.5632
4204;0;27.7912;69.2779;0;69.2779;0;0;74
4205;0;24.2027;69.2779;0;69.2779;0;0;74
4206;0;20.6142;69.2779;0;69.2779;0;0;74
4207;0;17.0256;69.2779;0;69.2779;0;0;74
4208;0;13.4371;69.2779;0;69.2779;0;0;74
4209;0;9.8486;69.2779;0;69.2779;0;0;74
4210;0;6.3267;69.2779;0;69.2779;0;0;74
4211;0;2.8835;69.2779;0;69.2779;0;0;74
4212;0;0.5839;69.2779;0;69.2779;0;0;74
4213;0;0;69.2779;0;69.2779;0;0;74
4214;0;0;69.2779;0;69.2779;0;0;74
4215;0;0;69.2779;0;69.2779;0;0;74
4216;0;0;69.2779;0.4013;69.2779;0;0;74
4217;0;0;69.2779;2.6025;69.2779;0;0;74
4218;0;0;69.2779;6.2025;69.2779;0;0;74
4219;0;0;69.2779;9.8025;69.2779;0;0;74
4220;0;0;69.2779;13.4025;69.2779;0;0;74
4221;0;0;69.2779;16.99;69.2779;0;0;74
4222;0;0;69.2779;20.5567;69.2779;0;0;74
4223;0;0;69.2779;23.9668;69.2779;0;0;74
4224;0.1044;0;69.2779;27.1751;69.2779;0;0;74
4225;2.0087;0;69.2779;29.8767;69.2779;0;0;74
4226;5.6087;0;69.2779;31.9028;69.2779;0.8508;22.0254;74
