Time;Urban delivery, 3.5t;Regional delivery, 3.5t;Long haul, 3.5t;Urban delivery, 7.5t;Regional delivery, 7.5t;Long haul, 7.5t;Urban delivery, 18t;Regional delivery, 18t;Long haul, 18t;Urban delivery, 26t;Regional delivery, 26t;Long haul, 26t;Urban delivery, 32t;Regional delivery, 32t;Long haul, 32t;Urban delivery, 40t;Regional delivery, 40t;Long haul, 40t;Urban delivery, 60t;Regional delivery, 60t;Long haul, 60t
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;2;2;2;2;2;2;1.8;1.8;1.7042;1.4369;1.4349;0.8828;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.6
4;5;5;5;5;5;5;5.2791;5.2788;4.9733;4.361;4.3558;2.9703;5.4;5.4;5.4;5.4;5.4;5.3543;5.4;5.4;5
5;9;9;9;9;9;9;8.4892;8.4883;8.3382;7.6267;7.6201;5.3532;7.8197;7.8185;7.5112;7.8303;7.8292;7.436;7.8;7.8;6
6;11;13;13;11;13;13;9.8308;9.8278;10.3089;10.0575;10.9655;8.2137;9.3608;9.3572;8.4338;9.2425;9.2388;8.1354;9.1;9.1;6.9
7;12;16;15;12;16;16;9.6904;9.6834;9.7827;10.5578;12.3577;11.5499;11.1411;12.0773;10.8452;11.0122;11.8192;10.0607;9.9;9.8;8.7
8;13;16;16;13;17;16;10.8304;11.4961;9.7284;11.0348;12.1466;12.5406;11.9845;15.1477;13.8458;11.9886;14.8985;12.8581;10.9;11.4;9.4
9;15;16;15;15;16;15;13.6619;15.0618;11.7628;13.1668;13.6923;11.1894;11.9396;16.5542;14.7806;11.9153;16.3081;13.7367;12.5;13.3;11.1
10;17;18;16;17;18;16;17.2026;18.6618;14.9322;16.3192;16.8027;11.7263;13.5772;18.2276;16.1509;13.3339;18.0336;14.5907;13.3;14.4;12.6
11;16;21;20;16;22;20;20.6058;21.5104;18.4568;19.4932;19.6928;14.1066;17.0442;21.5545;19.5751;16.6145;20.6507;17.3288;15.1;16.5;12.9
12;17;25;23;18;26;24;22.0127;22.1515;21.0384;21.5876;21.8098;16.4834;19.2276;24.2867;21.0908;18.853;21.679;18.6116;17.3;17.8;14.3
13;21;28;27;22;29;27;21.7697;21.9519;21.1751;21.9689;22.1481;18.821;20.543;25.181;21.5932;19.983;22.8636;18.7797;18.3;18.4;16.1
14;25;28;28;25;30;31;23.2003;23.3971;20.3868;22.1696;21.5738;20.9141;23.2599;26.1764;23.8104;22.1739;25.2634;20.2577;19.8;19.9;16.3
15;28;27;27;28;29;32;26.1648;25.8535;21.3765;23.5009;22.1025;22.5367;26.214;28.4218;25.8565;24.7187;26.1262;22.4961;21.5;21.4;16.6
16;29;29;27;29;30;30;29.0848;28.2144;23.5399;25.4356;23.46;22.5013;27.4702;30.7312;26.2276;25.7619;26.1104;24.7532;22.1;21.6;18.2
17;28;32;30;29;33;31;31.8308;30.3637;25.7348;27.402;24.7608;21.283;28.8215;32.8026;26.9125;26.7168;27.1928;25.3947;23.3;21.9;19.5
18;30;36;34;31;36;34;34.3548;32.2359;27.9328;29.3031;25.9788;21.3525;31.5001;33.0659;28.9399;28.8312;28.6713;25.2169;25;23.1;19.5
19;33;39;37;34;39;37;36.6603;33.8294;30.0371;31.1046;27.0877;22.535;32.8813;32.5715;31.1259;31.1232;30.0625;26.2257;25.7;24.3;19.5
20;36;42;40;37;42;40;37.7877;35.267;31.996;32.792;28.048;23.7087;33.4217;33.4176;32.4842;32.8752;31.3518;27.7653;25.9;25.3;20.5
21;39;44;43;40;44;43;37.5388;36.6738;33.8057;34.379;28.9359;24.9106;35.0744;34.8027;32.4845;33.441;32.6303;29.3757;27.1;25.7;21.7
22;42;45;45;43;45;45;37.8777;38.0281;35.4773;35.9223;29.8481;26.1224;37.3309;36.3456;32.812;34.1287;33.3349;30.9481;28.5;25;22.9
23;45;45;46;45;45;48;39.4621;38.0567;37.0193;37.4334;30.7938;27.3263;39.682;37.9675;34.1951;35.794;33.0729;32.4336;30;24.6;24.1
24;46;45;44;47;45;50;41.433;36.8018;37.8136;38.3014;31.7676;28.4924;42.0036;39.5966;35.7692;37.6881;33.1755;33.2601;31.4;25;25.2
25;46;45;45;47;45;53;43.4235;36.7222;37.1987;38.2608;32.7607;29.613;43.0951;41.1667;37.384;39.6209;34.1748;33.0416;32.9;25.6;25.9
26;46;45;47;47;45;53;45.3568;37.8523;36.4245;38.4252;33.7594;30.6948;43.6106;42.6564;38.9869;41.515;35.3346;33.1257;33.7;26.3;25.5
27;48;45;50;49;45;52;47.2045;39.0314;36.8519;39.4;34.7326;31.731;45.0876;42.7568;40.5381;42.9243;36.5152;34.0685;34.1;27;25.3
28;51;45;52;52;45;52;48.9487;40.1982;37.9602;40.7041;35.6558;32.7277;46.921;42.3114;42.0344;43.4569;37.6853;35.1667;34.9;27.9;25.9
29;53;45;54;54;45;54;50.6075;41.3086;39.1384;41.9971;36.5248;33.6869;48.7613;42.9049;42.8243;44.1128;38.7948;36.3049;36.1;28.7;26.6
30;55;45;56;56;45;56;52.2011;42.3448;40.3451;43.2416;37.3081;34.611;50.5604;43.7477;42.649;45.4184;39.8088;37.4623;37.4;29.6;27.3
31;57;45;58;58;45;58;53.7339;43.2999;41.5655;44.4516;37.9767;35.5036;52.3048;44.5845;42.8675;46.8369;40.7276;38.6152;38.6;30.4;28.1
32;59;45;60;60;45;60;55.2084;44.1782;42.79;45.6334;38.5364;36.3648;53.9918;44.9963;43.9102;48.2678;41.5595;39.7465;39.8;31.2;28.9
33;61;45;60;62;45;60;56.6232;44.7991;44.0318;46.7866;38.1712;37.1855;55.6224;45;45.1597;49.6821;42.3123;40.8532;40.9;31.9;29.7
34;63;45;60;63;45;60;57.9663;45;45.3238;47.9099;36.8245;37.9552;56.2246;45;46.5259;51.0627;42.9885;41.957;42;32.6;30.5
35;65;43;60;65;43;60;58.9564;45;46.6779;49.0029;36.0611;38.4454;56.4444;45;48.0025;52.4065;43.588;43.0994;43.1;33.2;31.3
36;66;40;60;66;39;60;59.1025;45;48.0922;50.0664;36.0939;38.0151;57.5423;44.0863;49.5737;53.714;43.079;43.2546;43.6;33.7;32
37;68;37;60;66;37;60;59.0547;44.086;49.5567;51.1071;36.234;37.1628;58.9779;41.3725;51.2109;55.0037;42.1705;43.1237;43.8;34.1;32.7
38;68;37;60;65;37;60;59.938;41.372;51.0789;52.164;36.366;37.2017;60.5592;38.2337;52.9114;55.9538;42.1317;43.9819;44.3;34.5;33.5
39;67;37;60;65;37;60;61.4468;38.1882;52.6558;53.2805;36.4802;37.9761;62.2392;36.8975;54.6613;56.379;41.3816;45.1899;45.1;34.8;33.8
40;65;37;60;64;37;60;62.9599;36.8448;54.2714;54.4718;36.5709;38.8887;63.4961;36.9;55.8863;57.1161;38.9849;46.5389;45.9;35.1;33.5
41;64;37;60;63;37;60;63.6545;36.8926;55.9203;55.7241;36.6446;39.9023;63.8058;36.9;56.1055;58.4324;37.1106;47.9886;46.8;35.4;33.4
42;63;37;60;63;37;60;63.3032;36.9;57.5909;56.9806;36.7273;41.0094;63.4985;36.6059;55.8555;59.8392;36.8513;49.5161;47.8;35.6;34
43;63;37;60;63;37;60;63;36.9;58.7815;58.1812;36.8368;42.2003;63.1414;36.0137;55.6507;61.1962;36.9;51.1001;48.8;35.7;34.7
44;63;37;60;63;37;60;63;36.9;59.1525;59.0954;36.9;43.4599;63;35.8686;55.5464;62.4266;36.9;52.7314;50;35.5;35.6
45;63;37;60;63;37;60;63;36.9;59.2283;59.2534;36.9;44.7742;63;36.2811;55.5354;62.8475;36.9;54.4138;51.1;34.6;36.5
46;63;37;60;63;37;60;63;36.9;59.2792;58.9945;36.9;46.1359;63;36.7203;55.5706;62.7999;36.7653;55.6933;52.3;33.9;37.6
47;63;37;60;63;37;60;63;36.9;59.2667;59.239;36.9;47.5453;63;36.7383;55.6103;62.9561;36.3096;56.1766;53.5;33.9;38.6
48;63;36;60;63;35;60;63;36.9;59.2543;59.9354;36.9;49.0042;63;36.4655;55.6499;63;36.0835;56.2908;54.5;34;39.8
49;63;32;60;63;31;60;63;36.9;59.242;60.6979;36.9;50.5104;63;36.496;55.6893;63;36.3952;56.4059;55.4;34.1;41
50;63;29;60;63;28;60;63;36.3178;59.2298;61.5118;36.9;52.0653;63;34.8377;55.7286;63;36.6797;56.5256;56.2;34.4;42.2
51;63;25;60;63;24;60;63;33.9357;59.2177;62.3641;36.9;53.6718;63;31.2377;55.7677;63;36.5921;56.6448;56.6;34.7;43.2
52;63;22;60;63;21;60;63;30.3357;59.2056;62.8983;36.9;55.3062;63;27.6377;55.8066;63;35.0155;56.7637;56.6;35.2;43.7
53;63;18;60;63;17;60;63;26.7357;59.1847;63;36.9;56.9173;63;24.0377;55.8333;63;31.7938;56.8821;56.9;35.8;44.4
54;63;15;60;63;15;59;63;23.1357;59.1353;63;36.5811;58.4688;63;20.4377;55.83;63;28.1938;57.0002;57.6;36.4;45.7
55;63;14;60;63;14;58;63;19.5357;59.0432;63;34.4621;59.4502;63;16.9066;55.7866;63;24.5938;57.1177;58.3;36.4;47.1
56;63;14;60;63;14;58;63;16.0155;58.9055;63;30.8621;59.8105;63;14.7238;55.6991;63;20.9938;57.219;59;36.1;48.5
57;63;14;60;63;14;57;63;14.1979;58.7253;63;27.2621;59.9675;63;14.286;55.5707;63;17.4321;57.2852;59.8;36.5;50.1
58;63;14;60;63;14;56;63;14.2002;58.505;63;23.6621;59.9865;63;14.3;55.4045;63;14.9651;57.312;60.5;36.7;51
59;63;14;60;63;14;55;63;14.3;58.2453;63;20.0621;59.9865;63;14.3;55.201;63;14.2799;57.2946;61.2;35.5;51.2
60;63;14;60;63;14;55;63;14.3;57.9462;63;16.4956;59.9912;63;14.3;54.9544;63;14.3;57.2318;61.7;32.5;51.5
61;63;13;59;63;13;54;63;14.3;57.6036;63;14.4524;59.9968;63;14.3;54.6656;62.7878;14.3;57.1276;62.2;28.9;51.8
62;63;10;57;63;9;53;62.989;14.3;57.2192;63;14.2378;59.9743;62.4636;14.3;54.3409;62.3824;14.3;56.9834;62.6;25.3;52.1
63;62;7;54;62;6;53;62.3956;13.9195;56.7976;63;14.3;59.9054;61.402;12.6424;53.9813;62.2861;14.3;56.8003;62.9;21.7;52.3
64;61;3;51;60;2;51;61.2616;11.739;56.3456;63;14.3;59.793;60.3777;9.1848;53.5805;62.152;14.3;56.5732;63;18.1;52.6
65;59;1;47;58;0;48;60.097;8.1401;55.8835;62.765;14.3;59.6384;59.4064;5.6624;53.1561;61.4145;13.0368;56.3017;63;15.3;52.9
66;56;0;44;56;0;44;58.4014;4.6491;55.4246;61.9927;14.3;59.4406;58.4635;2.248;52.7333;60.4275;9.9737;55.9911;63;14.3;53.1
67;54;0;41;53;0;41;56.0139;1.4785;54.9691;60.9459;14.1766;59.2006;57.5207;0.2779;52.3118;59.487;6.4277;55.6491;63;14.3;53.3
68;50;0;37;50;0;37;53.135;0;54.5168;59.9473;12.2532;58.9163;55.7354;0;51.8915;58.5678;2.9896;55.2957;63;14.3;53.5
69;48;0;34;48;0;34;49.9077;0;53.3452;58.9713;8.6532;58.5876;52.8172;0;51.4722;57.2515;0.6487;54.9434;62.6;14.3;53.6
70;48;0;30;48;0;30;48.0771;0;50.6743;57.3485;5.1467;58.2303;49.8237;0;51.054;54.9946;0;54.5923;61.8;14.3;53.7
71;48;0;27;48;0;26;47.9;0;47.22;54.7924;1.7482;57.8658;47.8677;0;49.8;51.9058;0;54.2422;60.8;14.3;53.8
72;48;0;24;48;0;23;47.9;0;43.7608;51.6706;0.0281;57.5032;47.3071;0;46.9884;49.083;0;53.5572;59.8;13.4;53.8
73;48;0;20;48;0;19;47.9;0;40.3015;48.8997;0;57.1424;47.607;0;43.4559;47.8747;0;51.3337;58.9;10.6;53.7
74;48;0;17;48;0;16;47.9;0;36.8422;47.8652;0;55.7904;47.9;0;39.9233;47.4133;0;47.8419;58.1;7.1;53.6
75;48;0;13;48;0;12;47.9;0;33.3829;47.9;0;53.0341;47.9;0;36.3907;47.1273;0;44.2847;56.6;3.6;53.5
76;48;0;10;48;0;9;47.9;0;29.9236;47.9;0;49.702;47.9;0;32.8581;47.515;0;40.7275;54;1;53.4
77;48;0;7;48;0;5;47.9;0;26.4643;47.9;0;46.1982;47.9;0;29.3255;47.851;0;37.1703;50.7;0;53.2
78;48;0;3;48;0;2;47.9;0;23.0051;47.9;0;42.6862;47.9;0;25.793;47.9;0;33.6131;48.4;0;53
79;48;0;1;48;0;0;47.9;0;19.5458;47.9;0;39.1743;47.9;0;22.2604;47.9;0;30.0558;47.8;0;52.7
80;48;0;0;48;0;0;47.9;0;16.0865;47.8963;0;35.6624;47.9;0;18.7278;47.9;0;26.4986;47.9;0;52.5
81;48;0;0;48;0;0;47.9;0;12.6272;47.332;0;32.1505;47.9;0;15.1952;47.9;0;22.9414;47.9;0;52.3
82;48;0;0;48;0;0;47.9;0;9.1712;46.1956;0;28.6385;47.8071;0;11.6626;47.9;0;19.3842;47.9;0;52.1
83;48;0;0;48;0;0;47.9;0;5.7868;45.8621;0;25.1266;47.3274;0;8.1323;47.9;0;15.827;47.9;0;51.7
84;48;0;0;48;0;0;47.9;0;2.4706;46.3475;0;21.6147;46.9949;0;4.704;47.9;0;12.2697;47.9;0;49.5
85;48;0;0;48;0;0;47.9;0;0.4063;46.8721;0;18.1028;47.2149;0;1.5198;47.9;0;8.7125;47.9;0;46
86;48;0;0;48;0;0;47.9;0;0;47.4669;0;14.5908;47.5772;0;0;47.9;0;5.241;47.8;0;42.4
87;48;0;0;47;0;0;47.9;0;0;47.8401;0;11.0789;47.8368;0;0;47.9;0;1.8953;47.7;0;38.8
88;45;0;0;45;0;0;47.8362;0;0;47.9;0;7.5958;47.9;0;0;47.9;0;0.1213;47.6;0;35.2
89;42;0;0;41;0;0;45.9725;0;0;47.9;0;4.1994;47.9;0;0;47.5258;0;0;47.5;0;31.7
90;38;1;0;38;2;0;42.3725;0;0;47.9;0;1.265;46.3161;0;0;47.0625;0;0;47.5;0;28.1
91;35;4;0;34;5;0;38.7725;0;0;47.9;0;0;42.9322;0;0;47.0099;0;0;47.6;0;24.5
92;31;7;0;30;8;0;35.1725;0.2272;0;47.6868;0;0;39.3322;1.5044;0;45.3627;0;0;47.7;0;20.9
93;28;11;0;27;12;0;31.5725;2.2464;0;45.6737;0;0;35.7322;4.8087;0;41.879;0;0;47.9;0;17.4
94;26;15;0;26;15;0;28.0315;5.7217;0;42.0737;0;0;32.1322;7.543;0;38.279;1.1099;0;47.9;0;13.8
95;26;16;0;26;17;0;26.0953;8.6768;0;38.4737;0;0;28.5442;9.0538;0;34.679;4.0198;0;47.9;0;10.2
96;26;16;0;26;16;0;25.9;9.7166;0;34.8737;0;0;26.3281;11.4244;0;31.079;7.1975;0;47.9;0;6.7
97;26;17;0;26;18;0;25.9;9.7212;0;31.2737;1.3834;0;25.9;14.8306;0;27.6341;8.6966;0;46.8;0;3.2
98;26;20;0;26;21;0;25.9;11.7128;0;27.6976;4.2449;0;25.9;16.3344;0;25.9024;10.4929;0;44;0;0.8
99;26;23;0;26;25;0;25.9;15.268;0;25.9108;7.4889;0;25.9;17.7267;0;25.8578;13.9678;0;40.4;0;0
100;26;27;0;26;28;0;25.9;18.868;0;25.9;10.8597;0;25.9;21.0271;0;25.9;15.7998;0;36.8;0;0
101;26;28;0;26;29;0;25.9;21.5101;0;25.9;12.2331;0;25.9;24.2107;0;25.9;17.0709;0;33.2;0.8;0
102;26;28;0;26;29;0;25.9;22.0952;0;25.9;11.9346;0;25.9;25.5721;0;25.9;20.0757;0;29.6;3.4;0
103;26;29;0;26;31;0;25.9;22.4502;0;25.9;13.4551;0;25.9;26.7625;0;25.9;21.7058;0;26.8;6.9;0
104;26;32;0;26;34;0;25.9;24.4875;0;25.9;16.6001;0;25.9;29.4725;0;25.9;22.6672;0;25.9;8.5;0
105;26;35;0;26;36;0;25.9;27.4029;0;25.9;19.5959;0;25.9;31.9972;0;25.9;25.206;0;25.9;8.9;0
106;26;37;0;26;37;0;25.9;30.3201;0;25.9;21.9348;0;25.9;33.06;0;25.9;27.2036;0;25.9;10.2;0
107;26;37;0;26;37;0;25.9;33.0803;0;25.9;22.5982;0;25.9;34.1097;0;25.9;28.0229;0;25.9;12.3;0
108;26;37;0;26;37;0;25.9;35.548;0;25.9;22.4207;0;25.9;36.0381;0;25.9;29.4267;0;25.9;13.7;0
109;26;37;0;26;37;0;25.9;36.5032;0;25.9;23.4248;0;25.9;36.9065;0;25.9;31.7623;0;25.9;15;0
110;26;37;0;25;37;0;25.9;36.269;0;25.9;25.3792;0;25.9;36.9303;0;25.9;33.3924;0;25.9;17.3;0
111;24;37;0;23;37;0;25.9;36.607;0;25.9;27.4164;0;25.9;37;0;25.9;34.1126;0;25.9;18.3;0
112;20;37;0;20;37;0;24.1364;37;0;25.9;29.4441;0;25.4403;37;0;25.9;35.3548;0;25.9;19.4;0
113;19;37;0;19;37;0;20.8806;37;0;25.9;31.4111;0;23.1806;37;0;25.9;36.6558;0;25.9;21.2;0
114;19;37;0;19;37;0;19.1942;37;0;25.9;33.3167;0;20.1903;37;0;25.3639;37;0;25.9;22;0
115;19;37;0;19;37;0;19;37;0;25.0111;35.1747;0;19;37;0;23.0277;37;0;25.9;22.8;0
116;19;37;0;19;37;0;19;37;0;22.3221;36.1594;0;19;37;0;20.1139;37;0;25.9;24.7;0
117;19;37;0;19;37;0;19;37;0;19.7611;36.2055;0;19;37;0;19;37;0;25.9;25.7;0
118;19;37;0;19;37;0;19;37;0;19;36.574;0;19;37;0;19;37;0;25.9;26.1;0
119;19;37;0;19;37;0;19;37;0;19;36.9809;0;19;37;0;19;37;0;25.9;27.3;0
120;19;37;0;19;37;0;19;37;0;19;37;0;19;37;0;19;37;0;24.2;28.9;0
121;19;37;0;19;37;0;19;37;0;19;37;0;19;37;0;19;37;0;20.9;30.6;0
122;19;37;0;19;37;0;19;37;0;19;37;0;19;37;0;19;37;0;19.2;32.4;0
123;19;37;0;19;37;0;19;37;0;19;37;0;19;37;0;19;37;0;19;33.8;0
124;19;37;0;19;38;0;19;37;0;19;37;0;19;37;0;19;37;0;19;34.5;0
125;19;39;0;19;41;0;19;37;0;19;37;0;19;37;0;19;37;0;19;35.5;0
126;19;42;0;19;43;0;19;37;0;19;37;0;19;37.2775;0;19;37;0;19;36.6;0
127;19;44;0;19;44;0;19;37.1022;0;19;37;0;19;37.9832;0;19;37;0;19;37;0
128;19;44;0;19;44;0;19;38.5188;0;19;37;0;19;39.5009;0;19;37;0;19;37;0
129;19;44;0;19;44;0;19;41.2331;0;19;37;0;19;41.961;0;19;37.3465;0;19;37;0
130;19;44;0;19;44;0;19;43.3165;0;19;37;0;19;43.6658;0;19;38.1037;0;19;37;0
131;19;44;0;19;44;0;19;44;0;19;37;0;19;44;0;19;39.5616;0;19;37;0
132;19;44;0;19;44;0;19;44;0;19;37.0081;0;19;44;0;19;41.8205;0;19;37;0
133;19;44;0;19;44;0;19;44;0;19;37.9772;0;19;44;0;19;43.5162;0;19;37;0
134;19;44;0;19;44;0;19;44;0;19;40.1158;0;19;44;0;19;44;0;19;37;0
135;19;44;0;19;44;0;19;44;0;19;42.4252;0;19;44;0;19;44;0;19;37;0
136;19;44;0;19;44;0;19;44;0;19;43.7784;0;19;44;0;19;44;0;19;37;0
137;19;44;0;19;44;0;19;44;0;19;44;0;19;44;0;19;44;0;19;37;0
138;19;44;0;19;43;0;19;44;0;19;44;0;19;44;0;19;44;0;19;37;0
139;19;42;1;19;41;2;19;44;0;19;44;0;19;44;0;19;44;0;19;37.3;0
140;19;39;4;19;37;5;19;44;0;19;44;0;19;44;0;19;44;0;19;38.1;0
141;19;35;7;19;33;9;19;44;0;19;44;0;19;42.848;0;19;44;0;19;39.4;0
142;17;32;11;17;31;12;19;42.8613;0;19;44;0;19;39.8959;0;19;44;0;19;41.2;0
143;14;30;14;13;30;16;17.4999;39.9226;0;19;44;0;18.8038;36.2959;0;19;44;0;19;43;0
144;10;30;16;9;30;17;14.1999;36.3226;0;19;44;0;16.8076;32.6991;0;19;42.6625;0;19;43.9;0
145;7;30;16;6;31;17;10.5999;32.7226;1.359;19;44;0;13.2076;30.4512;0.1563;18.3416;39.5249;0;19;44;0
146;3;32;17;2;33;19;7.0491;30.4613;4.4092;18.3746;44;0;9.6076;30;2.1125;15.8833;35.9249;0;19;44;0
147;1;35;20;0;36;22;3.5807;30;7.9004;15.9492;43.0041;0;6.0795;30;5.7125;12.2833;32.3352;0;19;44;0
148;0;38;24;0;39;26;0.9316;30;9.7927;12.3492;40.2082;0;2.6339;30.3179;8.0249;8.6939;30.2728;1.6679;19;44;0
149;0;41;27;0;42;29;0;30.4811;9.7822;8.7583;36.6082;0;0.4582;31.0463;9.4681;5.187;30;5.1359;19;44;0
150;0;43;29;0;45;30;0;31.9034;11.2476;5.2499;33.0082;0.3475;0;32.6986;12.1812;1.752;30;7.7491;19;44;0
151;0;45;29;0;47;30;0;32.8172;14.6159;1.8148;30.6041;2.2673;0;35.2603;15.1199;0.0172;30.3065;9.2623;17.5;44;0
152;0;45;30;0;49;32;0;32.9231;18.2159;0.0486;30;5.3804;0;37.827;16.6344;0;31.0377;11.7622;14.3;44;0
153;0;45;33;0;50;35;0;34.3894;21.6292;0;30;8.7212;0;40.1848;18.6832;0;32.5047;15.0157;10.7;44;0
154;0;46;36;0;49;38;0;36.8607;23.1445;0;30.2446;11.6021;0;42.2619;22.174;0;34.6103;16.6546;7.1;42.7;0
155;0;49;39;0;50;41;0;38.0441;23.1328;0;30.9232;12.6002;0;44.1042;24.0101;0;36.6697;18.521;3.6;39.5;0
156;0;51;42;0;52;44;0;37.6722;24.8744;0;31.3787;13.1353;0;45.815;25.165;0;38.5566;21.5038;1;35.9;0
157;0;52;45;0;52;46;0;37.6682;28.1467;0;31.8808;15.3998;0;47.4582;27.912;0;40.216;23.0446;0;32.3;0
158;0;52;46;0;52;46;0;38.8452;31.2863;0;33.3245;18.6826;0;48.4946;31.1489;0;41.6823;24.7155;0;30.3;1
159;0;52;45;0;52;47;0;40.4267;34.2159;0;35.1207;21.7102;0;48.744;32.6941;0;43.0474;27.6404;0;30;3.8
160;0;52;46;0;52;48;0;42.075;36.9064;0;36.6566;23.0297;0;49.4783;33.6127;0;44.3762;29.3158;0;30;7.1
161;0;52;49;0;52;51;0;43.7306;38.441;0;37.9234;22.9197;0;50.974;35.9059;0;45.6952;30.3152;0;30.3;8.8
162;0;52;51;0;52;53;0;45.3626;38.5913;0;38.4976;23.9918;0;51.4448;38.5436;0;46.9293;32.3834;0;30.9;9.4
163;0;52;53;0;52;55;0;46.967;39.2577;0;38.1052;26.2567;0;51.4091;41.1419;0;47.2375;34.3824;0;31.9;10.9
164;0;52;55;0;52;57;0;48.5273;41.1045;0;37.7444;28.5498;0;51.793;42.8752;0;47.4003;35.3357;0;33.3;12.4
165;0;52;57;0;52;59;0;49.9958;43.2391;0;38.2349;30.7716;0;51.9;43.6739;0;48.4336;36.496;0;34.7;13.7
166;0;52;59;0;52;60;0;51.0539;45.288;0;39.1898;32.8799;0;51.9;44.926;0;49.6112;38.515;0;35.9;16.2
167;0;52;60;0;52;60;0;50.9325;47.2101;0;40.2171;34.8736;0;51.9;46.812;0;50.7063;40.6166;0;36.9;18
168;0;52;60;0;52;60;0;50.0889;48.9986;0;41.2723;36.7513;0;51.9;48.721;0;51.5629;42.6301;0;37.8;19.1
169;0;52;60;0;52;60;0;49.8576;50.6531;0;42.3406;37.9083;0;51.9;50.539;0;51.9;43.5649;0;38.6;21.2
170;0;52;60;0;52;60;0;50.1731;52.1785;0;43.3949;38.0837;0;51.9;52.2368;0;51.9;43.9888;0;39.4;22.6
171;0;52;60;0;52;60;0;50.492;53.574;0;44.39;38.4091;0;51.9;53.8079;0;51.9;45.1533;0;40.2;23.5
172;1;52;60;1;52;60;0;50.7647;54.8194;0;45.2921;39.5052;0;51.9;55.2389;0;51.9;46.5561;0;41;25.3
173;4;52;60;5;52;59;0.8237;51.0265;55.8643;0;46.09;40.9013;0;51.9;56.479;0;51.4864;47.9312;0;41.9;27
174;8;52;59;8;52;57;3.3431;51.3233;56.6827;0;46.7659;42.2612;1.3198;51.3677;57.4934;0;50.6619;49.2317;0;42.7;27.7
175;11;52;56;12;52;55;6.8182;51.6688;57.2779;0;47.3011;43.5411;4.4396;50.7939;58.2847;0;50.2552;50.4302;0;43.5;28.8
176;14;52;55;14;52;55;9.1985;51.8742;57.6543;0;47.6938;44.7344;7.3794;50.8781;58.856;1.782;50.3784;51.4691;0;43.7;30.5
177;15;52;55;15;52;55;9.5972;51.9;57.8334;1.3625;47.9637;45.839;8.9095;51.1666;59.2241;5.3639;50.6668;52.3154;0;43.6;32.3
178;15;52;55;15;52;55;10.325;51.9;57.8329;4.206;48.1429;46.8526;11.0801;51.5005;59.3996;7.7998;51.044;52.9617;0;44;33.6
179;15;52;55;15;52;55;12.8617;51.9;57.6928;7.4484;48.2845;47.7619;13.9232;51.7856;59.4153;9.1797;51.4755;53.4132;0;44.5;34.2
180;15;52;55;15;52;55;14.7343;51.9;57.4597;10.8425;48.4259;48.5233;14.7884;51.8998;59.3199;11.7238;51.7995;53.6799;0;44.9;35
181;15;52;55;15;52;55;15;51.9;57.1474;12.2836;48.6186;49.1018;14.7954;51.9;58.7511;14.2156;51.9;53.7687;0.8;45.2;36.4
182;15;52;55;15;52;55;15;51.9;56.3512;12.0084;48.9001;49.5028;15;51.9;57.0437;14.8404;51.9;53.6956;3.4;45.4;37.8
183;15;52;55;15;52;55;15;51.9;55.1986;13.3636;49.2564;49.7291;15;51.9;55.1721;14.8867;51.9;53.4936;6.9;45.4;39.1
184;15;52;55;15;52;55;15;51.9;54.4161;14.9011;49.6771;49.7841;15;51.9;54.2929;15;51.9;53.2007;8.5;45.4;40.4
185;15;52;56;15;52;56;15;51.9;53.9117;15;50.133;49.6825;15;51.8324;53.8909;15;51.9;52.8276;9;45.3;41.5
186;15;52;58;15;52;58;15;51.9;53.4144;15;50.6035;49.4318;15;51.3528;53.5299;15;51.8563;52.3776;10.3;45.2;42.6
187;15;52;60;15;52;59;15;51.9;52.9379;15;51.0787;49.0569;15;50.607;53.1849;15;51.3728;51.8522;12.4;45.1;43.5
188;15;52;60;15;52;60;15;51.9;52.4976;15;51.5376;48.5953;15;50.0047;52.8701;15;50.4581;51.2538;13.8;45.1;44.4
189;15;52;60;15;52;60;15;51.9;52.0906;15;51.5233;48.0634;15;49.5147;52.5836;15;49.5571;50.6035;14.4;45.1;45.2
190;15;52;60;15;51;60;15;51.6089;51.6995;15;50.8008;47.4672;15;49.1098;52.3075;15;48.7785;49.9463;15;45.3;45.8
191;15;52;60;15;51;60;15;51.0414;51.3246;15;50.0864;46.8093;15;48.7588;52.0418;15;48.1441;49.3053;14.9;45.5;46.3
192;15;52;60;15;50;60;15;50.5334;50.9803;15;49.9249;46.0909;15;48.4523;51.8022;15;47.6363;48.6908;14.9;45.7;46.6
193;15;52;60;15;50;60;15;50.1017;50.6675;15;50.1254;45.3128;15;48.2024;51.5896;15;47.2325;48.1117;15;46;46.7
194;15;52;60;15;50;60;15;49.7199;50.3701;15;50.4298;44.489;15;48.0078;51.3869;15;46.9084;47.5528;15;46.3;46.7
195;15;52;60;15;50;60;15;49.389;50.0844;15;50.613;43.6588;15;47.8733;51.1911;15;46.6288;46.9965;15;46.6;46.5
196;15;51;60;15;50;60;15;49.1188;49.8097;15;50.2507;42.847;15;47.8102;51.0021;15;46.3931;46.4416;15;46.9;46.2
