Time;Urban delivery, 3.5t;Regional delivery, 3.5t;Long haul, 3.5t;Urban delivery, 7.5t;Regional delivery, 7.5t;Long haul, 7.5t;Urban delivery, 18t;Regional delivery, 18t;Long haul, 18t;Urban delivery, 26t;Regional delivery, 26t;Long haul, 26t;Urban delivery, 32t;Regional delivery, 32t;Long haul, 32t;Urban delivery, 40t;Regional delivery, 40t;Long haul, 40t;Urban delivery, 60t;Regional delivery, 60t;Long haul, 60t
857;54;85;85;54;85;85;52.6475;64.2128;53.6299;34.3009;38.1191;38.6166;53.48;69.2212;46.732;47.9506;53.59;41.4489;0;15;42.9
858;54;85;85;54;85;85;53.3542;65.3549;53.6561;36.689;38.5106;38.3921;53.5889;70.5054;46.5907;49.4817;55.2174;41.389;0;15.1;42.2
859;54;85;85;54;85;85;53.6;66.5223;53.6813;38.3624;39.2031;38.1679;53.6;71.8328;46.4495;50.8986;56.271;41.3291;0;15.6;41.6
860;54;85;85;54;85;85;53.6;67.7256;53.7056;38.9757;40.7296;37.9439;53.6;72.5222;46.3084;52.21;56.7346;41.2691;1.6;17.1;40.9
861;54;85;85;54;85;85;53.6;68.9793;53.7289;39.4891;42.5567;37.7202;53.6;72.9845;45.9813;52.8739;57.4939;41.2092;5;19.5;40.2
862;54;85;85;54;85;85;53.6;70.3007;53.7513;40.7215;44.3392;37.4967;53.6;74.1363;44.9149;53.0332;58.6205;41.1492;8;21.5;39.6
863;54;85;85;54;85;85;53.6;71.6915;53.7729;42.2939;46.0283;37.2733;53.6;75.591;44.1169;53.381;59.7429;41.0892;10.1;22.2;38.9
864;54;85;85;54;85;85;53.6;73.1239;53.7936;43.797;47.6247;37.0502;53.6;77.1286;44.2878;53.5967;60.8271;41.0292;12.9;22.6;38.3
865;54;85;85;54;85;85;53.6;74.5758;53.8136;45.2038;49.1388;36.8272;53.6;78.7088;44.6264;53.593;61.8828;40.9692;16.3;24.1;37.6
866;54;85;85;54;85;85;53.6;76.053;53.8328;46.5141;50.5754;36.6044;53.6;80.256;44.9883;53.5963;62.9253;40.9092;18.5;25.8;36.9
867;54;85;85;54;85;85;53.6;77.5387;53.8513;47.7186;51.9318;36.362;53.6;81.6561;45.3532;53.6;63.9777;40.8492;20.4;27.4;36
868;54;85;85;54;85;85;53.6;78.9556;53.869;48.8123;53.2141;35.2397;53.6;82.8206;45.7184;53.6;65.0643;40.7891;22.3;28.7;34.7
869;54;85;85;54;85;85;53.6;80.2011;53.8861;49.8256;54.4175;33.2573;53.6;83.719;46.0837;53.6;66.1919;40.729;24.2;29.2;33.8
870;54;85;85;54;85;85;53.6;81.1988;53.9026;50.8076;55.5407;32.5717;53.6;84.3889;46.4489;53.6;67.3764;40.669;27;29.7;33.4
871;54;85;85;54;85;85;53.6;81.9279;53.9184;51.819;56.5748;33.0463;53.6;84.6617;46.814;53.6;68.6366;40.6089;28.9;31.3;33.1
872;54;85;85;54;85;85;53.6;82.4494;53.9336;52.8353;57.5181;33.3751;53.6;84.457;47.179;53.6;69.9697;40.5488;30.3;32.8;32.8
873;54;85;85;54;85;85;53.6;82.8881;53.9483;53.2725;58.3826;33.6861;53.6;84.5085;47.5439;53.6;71.3442;40.4887;32.2;33.7;32.5
874;54;85;85;54;85;85;53.6;83.3802;53.9623;53.2435;59.1861;33.9804;53.6;84.875;47.9084;53.6;72.3174;40.4285;34.1;34.6;32.2
875;54;85;85;54;85;85;53.6;83.731;53.9759;53.4353;59.4729;34.2589;53.6;85;48.2691;53.6;72.9672;40.3684;35.2;36.2;31.9
876;54;85;85;54;85;85;53.6;83.5101;53.9889;53.6;59.1713;34.5223;53.6;85;48.6206;53.6;73.9873;40.3082;36.3;37.9;31.6
877;54;85;85;54;85;85;53.6;83.1036;54.0014;53.6;59.2223;34.7716;53.6;85;48.9608;53.6;75.2795;40.248;37.9;39.7;31.3
878;54;85;85;54;85;85;53.6;83.2207;54.0135;53.6;59.9067;35.0074;53.6;85;49.2896;53.6;76.4748;40.1878;39.5;41.4;31.1
879;54;85;85;54;85;85;53.6;83.6259;54.0251;53.6;60.829;35.2304;53.6;85;49.6073;53.6;77.4582;40.1276;41;42.9;30.8
880;54;85;85;54;85;85;53.6;83.9373;54.0362;53.6;61.8418;35.4415;53.6;85;49.9144;53.6;78.1941;40.0673;42.4;43.6;30.5
881;54;85;85;53;85;85;53.6;84.199;54.047;53.6;62.934;35.641;53.6;85;50.2111;53.6;78.7208;40.007;43.4;44.3;30.2
882;54;85;85;52;85;85;53.6;84.454;54.0573;53.6;64.0859;35.8298;53.6;85;50.4978;53.6;79.1428;39.9467;43.8;45.4;29.9
883;54;85;85;50;85;85;53.6;84.725;54.0672;53.6;65.2723;36.0084;53.6;85;50.7748;53.6;79.5901;39.8864;44.2;46.7;29.6
884;53;85;85;49;85;85;53.6;84.9347;54.0767;53.6;66.4914;36.1772;53.6;85;51.0424;53.6;80.1497;39.826;45;47.9;29.3
885;51;85;85;49;85;85;53.6;85;54.0859;53.6;67.7489;36.3369;53.6;85;51.301;53.5415;80.8334;39.7657;45.8;49;29
886;49;85;85;47;85;85;53.6;85;54.0948;53.6;69.0201;36.4875;53.5413;85;51.5507;53.2701;81.5853;39.7052;46.6;50.1;28.7
887;49;85;85;43;85;85;53.6;85;54.1033;53.6;70.2335;36.6272;53.4212;85;51.792;53.2985;82.3151;39.6448;47.4;51.1;28.4
888;47;85;85;40;85;85;53.6;85;54.1114;53.6;71.3024;36.7546;53.3052;85;52.0251;53.5699;82.9188;39.5843;48.3;52.1;28.1
889;44;85;85;36;85;85;53.6;85;54.1193;53.6;72.1628;36.8708;53.1753;85;52.2503;53.6;83.3646;39.5238;49.3;53;27.1
890;40;85;85;32;85;85;53.6;85;54.1269;53.6;72.7874;36.9766;52.9643;85;52.4679;53.6;83.7251;39.4632;50.4;53.8;26
891;37;85;85;29;85;85;53.5672;85;54.1341;53.6;73.1988;37.0729;52.6131;85;52.678;53.6;84.0647;39.4026;51.6;54.6;25.8
892;33;85;85;25;85;85;53.3615;85;54.1411;53.6;73.4793;37.1607;51.9014;85;52.8811;53.6;84.4077;39.342;52.8;55.4;25.9
893;30;85;85;22;85;85;52.9449;85;54.1479;53.6;73.7451;37.2407;50.1993;85;53.0771;53.6;84.6708;39.2813;53.4;56.1;26
894;26;85;85;18;85;85;52.374;85;54.1543;53.6;74.0927;37.3136;48.7877;85;53.2666;53.5471;84.5367;39.2206;53.5;56.4;26.1
895;22;85;85;14;85;85;50.7467;85;54.1606;53.6;74.561;37.3799;48.3983;85;53.4495;53.4238;84.4536;39.1599;53.6;56.5;26.3
896;19;85;85;11;85;85;49.2234;85;54.1665;53.6;75.1285;37.4404;46.4322;85;53.6262;53.2334;84.7883;39.0991;53.6;57.1;26.4
897;15;85;85;7;85;85;49;85;54.1723;53.6;75.735;37.4955;42.8675;85;53.7969;52.9206;84.9917;39.0383;53.6;57.9;26.6
898;12;85;85;4;85;85;47.4043;85;54.1778;53.6;76.2909;37.5456;39.3027;85;53.9617;52.4514;85;38.9774;53.6;58.8;26.7
899;8;85;85;1;85;85;44.0086;85;54.1832;53.6;76.7089;37.5913;35.7379;85;54.1209;50.8597;85;38.9166;53.6;59.7;26.8
900;5;85;85;0;85;85;40.4086;85;54.1883;53.6;76.9835;37.6329;32.1732;85;54.2746;49.0481;85;38.8556;53.6;60.8;27
901;1;85;85;0;85;85;36.8086;85;54.1932;53.6;77.1869;37.6708;28.6084;85;54.4231;48.4865;85;38.7946;53.6;61.9;27.1
902;0;85;85;0;85;85;33.2086;85;54.198;53.5884;77.3747;37.7054;25.0437;85;54.5664;47.1105;85;38.7336;53.6;63;27.3
903;0;85;85;0;85;85;29.6086;85;54.2025;53.5179;77.5647;37.7368;21.4789;85;54.7049;44.0243;85;38.6726;53.6;64.2;27.4
904;0;85;85;0;85;85;26.0086;85;54.2069;53.3806;77.7798;37.7654;17.9141;85;54.8386;40.4736;85;38.6115;53.6;65.4;27.6
905;0;85;85;0;85;85;22.4086;85;54.2111;53.1691;78.0623;37.7915;14.3494;85;54.9677;36.923;85;38.5503;53.6;66.6;27.7
906;0;85;85;0;85;85;18.8086;85;54.2152;52.8199;78.4436;37.8153;10.7846;85;55.0924;33.3723;85;38.4892;53.6;67.6;27.9
907;0;85;85;0;85;85;15.2086;85;54.2191;52.0453;78.9039;37.8369;7.2668;85;55.2129;29.8217;85;38.4279;53.6;68.5;28
908;0;85;85;0;85;85;11.6086;85;54.2229;50.2433;79.3556;37.8567;3.8229;85;55.3292;26.2711;85;38.3667;53.6;69.1;28.1
909;0;85;85;0;85;85;8.0404;85;54.2265;49;79.6942;37.8746;1.0573;85;55.4416;22.7204;85;38.3053;53.6;69.6;28.3
910;0;85;85;0;85;85;4.5468;85;54.23;48.8219;79.9611;37.891;0;85;55.5502;19.1698;85;38.244;53.6;69.8;28.4
911;0;85;85;0;85;85;1.4107;85;54.2333;46.8438;80.3685;37.9059;0;84.9552;55.6551;15.6191;85;38.1826;53.6;70;28.6
912;0;85;85;0;85;85;0;85;54.2365;43.2438;81.0596;37.9194;0;84.745;55.7564;12.0685;85;38.1211;53.6;70.2;28.7
913;0;85;85;0;85;85;0;84.9203;54.2396;39.6438;81.9756;37.9318;0;84.3131;55.8542;8.539;85;38.0596;53.6;70.6;28.9
914;0;85;85;0;85;85;0;84.6229;54.2426;36.0438;82.9684;37.943;0;83.6908;55.9487;5.0813;85;37.998;53.6;71;29
915;0;85;85;0;85;85;0;84.0845;54.2454;32.4438;83.5171;37.9533;0;82.9432;56.04;1.6889;85;37.9364;53.6;71.6;29.2
916;0;85;85;0;85;85;0;83.3573;54.2482;28.8438;83.5629;37.9626;0;82.2415;56.1282;0;85;37.8748;53.5;72.1;29.3
917;0;85;85;0;85;85;0;82.5086;54.2508;25.2438;83.9885;37.9711;0;81.7916;56.2134;0;85;37.813;53.3;72.6;29.4
918;0;85;85;0;85;85;0;81.7029;54.2534;21.6438;84.7098;37.9789;0;81.6706;56.2956;0;85;37.7513;53.1;73;29.6
919;0;85;85;1;85;85;0;81.1441;54.2558;18.0438;85;37.9859;0;81.7825;56.3751;0;85;37.6895;53.1;73.2;29.7
920;0;85;85;3;85;85;0;80.9141;54.2582;14.4438;85;37.9924;0;81.9953;56.4519;0;85;37.6276;53.1;73.3;29.8
921;0;85;85;7;85;85;0;80.924;54.2605;10.8438;85;37.9982;0;82.2954;56.526;0;84.9996;37.5657;53.1;73.5;29.9
922;2;85;85;10;85;85;0;81.0411;54.2626;7.2914;85;38.0035;0;82.7795;56.5976;0;84.9437;37.5037;53;73.6;30
923;6;85;85;11;85;85;0;81.2401;54.2647;3.8136;85;38.0084;0;83.5372;56.6667;0;84.699;37.4417;52.8;73.8;30.1
924;9;85;85;11;85;85;0;81.6104;54.2667;1.0441;85;38.0128;0;84.4692;56.7335;0;84.2003;37.3796;52.4;74;30.2
925;11;85;85;11;85;85;0;82.247;54.2687;0;85;38.0168;0;84.9737;56.798;0;83.4805;37.3174;50.6;74.4;30.3
926;11;85;85;11;85;85;0;83.1495;54.2705;0;85;38.0205;0;85;56.8603;0;82.5916;37.2552;48.8;74.8;30.4
927;11;85;85;11;85;85;0;84.2133;54.2723;0;85;38.0238;0;85;56.9205;0;81.6493;37.193;48.4;74.8;30.5
928;11;85;85;11;85;85;0;84.8837;54.2741;0;85;38.0269;0;85;56.9786;0;80.8588;37.1307;46.5;74.6;30.5
929;11;85;85;11;85;85;0;85;54.2757;0;85;38.0297;0.686;85;57.0347;0;80.3802;37.0683;43.1;74.7;30.6
930;11;85;85;11;85;85;0;85;54.2773;0;85;38.0322;3.172;85;57.0889;0;80.1954;37.0058;39.5;74.9;30.7
931;11;85;85;11;85;85;0.3283;85;54.2789;0;85;38.0345;6.772;85;57.1413;0;80.1763;36.9433;36;75.4;30.8
932;11;85;85;11;85;85;2.4295;85;54.2803;0;85;38.0366;8.2972;85;57.1918;0;80.236;36.8808;32.5;76.2;30.8
933;11;85;85;11;85;85;5.89;85;54.2818;0;84.9779;38.0385;9.5112;85;57.2407;0;80.4142;36.8181;29;77.1;30.9
934;11;85;85;11;85;85;8.6881;85;54.2831;0;84.8035;38.0402;11;85;57.2878;0;80.8131;36.7555;25.5;78;31
935;11;85;85;11;85;85;9.4374;85;54.2844;0;84.347;38.0418;10.8137;85;57.3334;0.0155;81.4881;36.6927;22;79;31
936;11;85;85;11;85;85;9.3161;85;54.2857;0;83.6239;38.0432;10.8137;85;57.3773;1.831;82.395;36.6299;18.5;79.9;31.1
937;11;85;85;11;85;85;10.2779;85;54.2869;0;82.6893;38.0446;11;85;57.4198;5.431;83.4274;36.567;14.9;80.9;31.1
938;11;85;85;11;85;85;11;85;54.2881;0;81.5939;38.0457;10.7864;85;57.4608;7.762;84.4394;36.5041;11.4;82.3;31.2
939;11;85;85;11;85;85;11;85;54.2892;0;80.4599;38.0468;10.7344;85;57.5004;9.0056;84.9587;36.441;7.9;83.9;31.2
940;11;85;85;11;85;85;11;85;54.2903;0;79.4896;38.0478;10.948;85;57.5387;10.3591;85;36.3779;4.5;84.9;31.3
941;11;85;85;11;85;85;11;85;54.2913;0;78.8335;38.0487;11;85;57.5756;10.9458;85;36.3148;1.4;85;31.3
942;11;85;85;11;85;85;11;85;54.2923;0;78.4725;38.0496;11;85;57.6113;10.694;85;36.2516;0;85;31.3
943;11;85;85;9;85;85;11;85;54.2933;0;78.2751;38.0503;11;85;57.6458;10.7482;85;36.1883;0;85;31.4
944;11;85;85;6;85;85;11;85;54.2942;0.4955;78.1533;38.051;11;85;57.6791;10.9365;85;36.1249;0;85;31.4
945;10;85;85;3;85;85;11;85;54.2951;2.4148;78.1405;38.0516;11;85;57.7112;10.6139;85;36.0615;0;85;31.4
946;7;85;85;1;85;85;11;85;54.296;5.2814;78.3348;38.0522;11;85;57.7422;10.6774;85;35.9066;0;85;31.5
947;4;85;85;0;85;85;11;85;54.2968;8.505;78.8048;38.0527;11;84.9698;57.7722;11;85;34.8964;0;85;31.5
948;1;85;85;0;85;85;11;84.9899;54.2976;10.0654;79.5171;38.0532;11;84.868;57.8011;11;85;34.0473;0;85;31.5
949;0;85;85;0;85;85;11;84.9103;54.2984;9.5159;80.3608;38.0536;11;84.7198;57.8291;11;85;34.2912;0;85;31.6
950;0;85;85;0;85;85;11;84.7153;54.2991;10.0625;81.2778;38.054;11;84.6376;57.8561;11;85;34.7272;0;85;31.6
951;0;85;85;0;85;85;11;84.4545;54.2998;10.969;82.2844;38.0543;11;84.7115;57.8822;11;85;35.1909;0;85;31.6
952;0;85;85;0;85;85;11;84.2404;54.3005;11;83.3999;38.0546;11;84.8894;57.9073;11;85;35.6587;0;85;31.7
953;0;85;85;0;85;85;11;84.176;54.3011;11;84.4665;38.0549;10.0944;84.9939;57.9316;11;85;36.1277;0;84.9;31.7
954;0;85;85;0;85;85;11;84.2397;54.3018;11;84.9735;38.0552;7.5337;85;57.9551;11;85;36.5977;0;84.7;31.7
955;0;85;85;0;85;85;10.4362;84.3393;54.3024;11;85;38.0555;4.2654;85;57.9778;11;85;37.068;0;84.1;31.7
956;0;85;85;0;85;85;8.2221;84.4422;54.3029;11;85;38.0557;1.3261;85;57.9997;11;85;37.5322;0;83.3;31.7
957;0;85;85;0;85;85;4.9758;84.5714;54.3035;11;85;38.0559;0;85;58.0208;11;84.9934;37.9811;0;82.3;31.8
958;0;85;85;0;85;85;1.784;84.7586;54.304;11;85;38.0561;0;85;58.0412;11;84.9262;38.4117;0;81.1;31.8
959;0;85;85;0;85;85;0.0941;84.9347;54.3046;11;85;38.0562;0;85;58.0609;10.7254;84.7366;38.8243;0;79.9;31.8
960;0;85;85;0;85;85;0;85;54.305;11;85;38.0564;0;85;58.08;8.7836;84.4398;39.2196;0;78.8;31.8
961;0;85;85;0;85;85;0;85;54.3055;11;85;38.0565;0;85;58.0984;5.5166;84.1116;39.5983;0.2;78.1;31.8
962;0;85;85;0;85;85;0;85;54.306;11;85;38.0566;0;85;58.1161;2.317;83.876;39.961;2.3;77.6;31.9
963;0;85;85;0;85;85;0;85;54.3064;11;85;38.0568;0;85;58.1333;0.3586;83.7994;40.3083;5.9;77.3;31.9
964;0;85;85;0;85;85;0;85;54.3069;11;85;38.0569;0;85;58.1498;0;83.8131;40.6409;7.9;77.1;31.9
965;0;85;85;0;85;85;0;85;54.3073;11;85;38.057;0;85;58.1658;0;83.8433;40.9593;9.3;77;31.9
966;0;85;85;0;85;85;0;85;54.3077;11;85;38.0571;0;85;58.1813;0;83.8828;41.2641;10.7;77.1;31.9
967;0;85;85;0;85;85;0;85;54.308;11;84.9926;38.0571;0;85;58.1962;0;83.9628;41.5558;10.9;77.4;31.9
968;0;85;85;0;85;85;0;85;54.3084;10.6755;84.9704;38.0572;0;85;58.2106;0;84.1094;41.8351;10.8;78;31.9
969;0;85;85;0;85;85;0;85;54.3087;8.557;84.8929;38.0573;0;85;58.2245;0;84.3285;42.1023;10.8;78.8;31.9
970;0;85;85;0;85;85;0;85;54.3091;5.0537;84.6944;38.0573;0;85;58.2379;0;84.6411;42.358;11;79.6;32
971;0;85;85;0;85;85;0;85;54.3094;1.6722;84.3482;38.0574;0;85;58.2509;0;84.9128;42.6025;11;80.5;32
972;0;85;85;0;85;85;0;85;54.3097;0;83.8764;38.0574;0;85;58.2634;0;85;42.8364;11;81.5;32
973;0;85;85;0;85;85;0;85;54.31;0;83.3463;38.0575;0;84.9232;58.2755;0;85;43.0601;11;82.6;32
974;0;85;85;0;85;85;0;85;54.3103;0;82.8726;38.0575;0;84.6666;58.2871;0;85;43.2739;11;83.9;32
975;0;85;85;0;85;85;0;84.9048;54.3106;0;82.5522;38.0576;0;84.2898;58.2984;0;85;43.4784;11;84.8;32
976;0;85;85;0;85;85;0;84.5884;54.3109;0;82.3561;38.0576;0;83.9486;58.3093;0;85;43.6739;11;85;32
977;0;85;85;0;85;85;0;84.11;54.3111;0;82.1963;38.0576;0;83.6855;58.3198;0;85;43.8609;11;85;32
978;0;85;85;0;85;85;0;83.6442;54.3114;0;82.041;38.0577;0;83.4488;58.33;0;85;44.0396;11;85;32
979;0;85;85;0;85;85;0;83.2644;54.3116;0;81.9124;38.0577;0;83.2135;58.3398;0;85;44.2105;11;85;32
980;0;85;85;0;85;85;0;82.9248;54.3118;0;81.8428;38.0577;0;82.9916;58.3492;0;85;44.3739;11;85;32
981;0;85;85;1;85;85;0;82.5894;54.312;0;81.841;38.0577;0;82.8508;58.3584;0;85;44.53;11;85;32
982;0;85;85;4;85;85;0;82.2627;54.3123;0;81.9181;38.0577;0;82.8253;58.3672;0;85;44.6793;11;85;32
983;0;85;85;7;85;85;0;82.0003;54.3125;0;82.1105;38.0578;0;82.8729;58.3757;0;85;44.822;11;85;32.1
984;3;85;85;11;85;85;0;81.8515;54.3127;0;82.4661;38.0578;0;82.9752;58.384;0;84.9611;44.9585;11;85;32.1
985;6;85;85;14;85;85;0;81.7899;54.3128;0;83.0192;38.0578;0;83.165;58.3919;0;84.7422;45.0889;10.5;85;32.1
986;10;85;85;16;85;85;0;81.7827;54.313;0;83.7439;38.0578;0;83.4395;58.3996;0;84.2836;45.2135;8.3;85;32.1
987;14;85;85;16;85;85;0;81.8516;54.3132;0;84.5314;38.0578;0;83.7402;58.407;0;83.718;45.3327;4.8;84.9;32.1
988;16;85;85;16;85;85;0;82.0136;54.3134;0;84.9612;38.0578;0;84.0639;58.4141;0;83.1993;45.4466;1.6;84.8;32.1
989;16;85;85;19;85;85;0;82.2193;54.3135;0;85;38.0578;0;84.4972;58.4211;0;82.7561;45.5555;0;84.7;32.1
990;16;85;85;22;85;85;0;82.4349;54.3137;0;85;38.0578;0;84.8786;58.4277;0;82.3336;45.6595;0;84.5;32.1
991;18;85;85;22;85;85;0;82.7235;54.3138;0;85;38.0579;0.3204;85;58.4342;0;81.9123;45.759;0;84.1;32.1
992;21;85;85;22;85;85;0;83.1821;54.314;0;85;38.0579;2.4407;85;58.4404;0;81.5105;45.854;0;83.6;32.1
993;22;85;85;22;85;85;0;83.8129;54.3141;0;85;38.0579;6.0407;85;58.4464;0;81.1926;45.9449;0;82.9;32.1
994;22;85;85;22;85;85;1.6594;84.5174;54.3142;0;85;38.0579;7.8398;85;58.4522;0;80.9852;46.0317;0;82.4;32.1
995;22;85;85;22;85;85;4.917;84.9364;54.3144;0;85;38.0579;8.9297;85;58.4578;0;80.8505;46.1147;0;81.9;32.1
996;22;85;85;22;85;85;8.3138;85;54.3145;0;84.9766;38.0579;11.8204;85;58.4632;0;80.7729;46.194;0;81.6;32.1
997;22;85;85;23;85;85;10.4898;85;54.3146;0;84.7846;38.0579;14.4751;85;58.4685;0;80.78;46.2699;0;81.4;32.1
998;22;85;85;27;85;85;10.3356;85;54.3147;0;84.292;38.0579;15.6781;85;58.4735;1.3965;80.872;46.3423;0;81.1;32.1
999;23;85;85;29;85;85;10.5188;85;54.3148;0;83.5752;38.0579;17.8041;85;58.4784;4.5648;80.9944;46.4116;0;80.9;32.1
1000;25;85;85;30;85;85;12.8855;85;54.3149;0;82.8151;38.0579;20.7891;85;58.4831;7.2759;81.1348;46.4777;0;80.7;32.1
1001;28;85;85;32;85;85;16.337;85;54.315;0;82.132;38.0579;21.7909;85;58.4876;8.3113;81.3683;46.541;0;80.6;32.1
1002;29;85;85;35;85;85;19.4062;85;54.3151;0;81.5091;38.0579;21.7927;85;58.492;10.0214;81.7791;46.6014;0;80.5;32.1
1003;31;85;85;38;85;85;20.3832;85;54.3152;0;80.8967;38.0579;22;85;58.4962;13.4085;82.3531;46.6592;0;80.6;32.1
1004;33;85;85;40;85;85;20.3159;85;54.3153;0;80.2871;38.0579;22;85;58.5003;14.7639;82.9962;46.7144;0;80.8;32.1
1005;37;85;85;40;85;85;21.2704;85;54.3154;0;79.7139;38.0579;22;85;58.5043;15.6909;83.6839;46.7672;0;81.2;32.1
1006;39;85;85;40;85;85;22;85;54.3155;0.0211;79.2437;38.0579;22;85;58.5081;18.8138;84.4517;46.8176;0;81.8;32.1
1007;40;85;85;40;85;85;22;85;54.3156;1.0299;78.8778;38.0579;22;85;58.5118;21.1069;84.9284;46.8658;0;82.5;32.1
1008;40;85;85;40;85;85;22;85;54.3156;3.2669;78.5728;38.0579;23.1207;85;58.5153;21.8108;85;46.9118;0;83.2;32.1
1009;40;85;85;40;85;85;22;85;54.3157;5.8568;78.327;38.0579;25.895;85;58.5188;22;85;46.9558;0;83.7;32.1
1010;40;85;85;39;85;85;22.2924;85;54.3159;8.9808;78.1716;38.0579;29.2601;85;58.5257;22;85;46.9979;0;84;32.1
1011;40;85;85;37;85;85;24.3079;85;54.3279;11.3215;78.0943;38.0579;32.5968;85;58.5598;22;85;47.0381;0;84.3;32.1
1012;40;85;85;36;85;85;27.781;85;54.3786;11.3713;78.0406;38.0579;34.7811;85;58.6448;22;85;47.0764;0;84.7;32.1
1013;38;85;85;36;85;85;31.1922;85;54.4799;11.4998;78.0055;38.0579;36.6004;85;58.7853;22;85;47.1131;0;85;32.1
1014;36;85;85;36;85;85;33.5885;85;54.63;13.4332;78.0657;38.0579;38.9303;85;58.9713;22.1187;85;47.1481;0;85;32.1
1015;36;85;85;36;85;85;34.8395;85;54.8161;16.1845;78.3012;38.0579;40;85;58.9353;22.7678;85;47.1816;0;85;32.1
1016;36;85;85;38;85;85;36.5759;85;55.0392;19.0657;78.6969;38.0579;40;85;58.1292;24.286;85;47.2135;0;85;32.2
1017;36;85;85;40;85;85;38.8563;85;55.3069;20.7949;79.1623;38.0579;40;85;57.4231;26.3959;85;47.244;0;84.9;32.2
1018;38;85;85;40;85;85;39.9582;85;55.6104;20.9511;79.6643;38.0579;40;85;57.5031;28.7404;85;47.2732;0;84.4;32.2
1019;40;85;85;40;85;85;40;85;55.9473;21.3269;80.2819;38.0579;40;85;57.7752;31.2718;85;47.301;0;83.7;32.2
1020;40;85;85;40;85;85;40;85;56.3152;21.9242;81.085;38.0579;40;85;58.1067;33.9635;85;47.3276;0;82.9;32.2
1021;40;85;85;40;85;85;40;85;56.7066;22;82.0338;38.0579;38.9965;85;58.4811;36.7229;85;47.353;0;82.1;32.2
1022;40;85;85;40;85;85;40;85;57.1129;22;83.0479;38.0579;36.9965;85;58.8939;39.0256;85;47.3772;0;81.3;32.2
1023;40;85;85;40;85;85;40;85;57.5299;22;84.1329;38.0579;36;85;59.3369;39.9759;85;47.4004;0.1;80.6;32.2
1024;40;85;85;40;85;85;38.3994;85;57.9529;22.7117;84.8509;38.0579;36;85;59.7943;40;85;47.4225;1.9;79.9;32.2
1025;40;85;85;40;85;85;36.3994;85;58.3652;24.969;85;38.0579;35.9978;85;60.2689;40;85;47.4437;5.4;79.2;32.2
1026;40;85;85;39;85;85;36;85;58.7682;28.1663;85;38.0579;36.1669;85;60.7831;40;85;47.4639;7.5;78.6;32.2
1027;40;85;85;36;85;85;36;85;59.1824;31.4328;85;38.0579;37.1666;85;61.3494;40;85;47.4832;8.6;78.1;32.2
1028;40;85;85;32;85;85;36.0394;85;59.6158;34.5937;85;38.0579;38.8849;85;61.9773;39.2108;85;47.5016;9.7;77.6;32.2
1029;37;85;85;29;85;85;36.7299;85;59.5784;37.4128;85;38.0579;39.8873;85;62.6697;37.2108;85;47.5192;10.6;77.3;32.2
1030;34;85;85;27;85;85;38.3803;84.9899;58.7309;39.1792;85;38.0579;40;85;63.4294;36;85;47.536;12.4;77;32.2
1031;30;85;85;27;85;85;39.6898;84.9601;58.0731;39.8362;85;38.0579;40;85;64.264;36;85;47.552;13.4;76.7;32.2
1032;28;85;85;27;85;85;40;84.968;58.3363;40;85;38.0579;40;85;65.1769;36;85;47.5674;14.6;76.6;32.2
1033;27;85;85;27;85;85;40;84.9978;59.0745;40;85;38.0579;40;84.987;66.169;36.0249;85;47.582;16.7;76.4;32.2
1034;27;85;85;27;85;85;40;85;59.9302;40;85;38.0579;40;84.8947;67.2404;36.6572;85;47.596;17.6;76.3;32.2
1035;27;85;85;27;85;85;40;84.9843;60.8732;40;85;38.0579;40;84.6857;68.3815;37.9936;85;47.6093;18.9;76.3;32.2
1036;27;85;85;27;85;85;40;84.8656;61.8994;40;85;38.0579;40;84.3952;69.5288;39.3475;85;47.6221;21;76.5;32.2
1037;27;85;85;27;85;85;40;84.5912;62.988;39.4253;85;38.0579;38.4452;84.0436;70.6191;39.9862;85;47.6343;22;76.9;32.2
1038;27;85;85;27;85;85;40;84.2156;64.0739;37.4253;85;38.0579;35.0903;83.6584;71.638;40;85;47.6459;22;77.2;32.2
1039;27;85;85;27;85;85;39.6385;83.7769;65.1065;36;85;38.0579;31.4903;83.2705;72.3096;40;84.9961;47.657;22;77.7;32.2
1040;27;85;85;27;85;85;37.4769;83.2962;66.0783;36;85;38.0579;28.3507;82.8741;72.2263;40;84.9487;47.6677;22;78.2;32.2
1041;27;85;85;27;85;85;33.8769;82.8058;66.9675;36;85;38.0579;27.0056;82.4089;72.1421;40;84.8547;47.6778;22.2;79;32.2
1042;27;85;85;27;85;85;30.2769;82.318;67.7516;36.1329;85;38.0579;27;81.7975;72.5972;40;84.8364;47.6875;23.4;79.8;32.2
1043;27;85;85;27;85;85;27.7385;81.7943;68.4392;36.882;85;38.0579;27;81.0602;73.1582;40;84.9342;47.6968;25.6;80.8;32.2
1044;27;85;85;28;85;85;27;81.1583;69.0734;38.1691;85;38.0579;27;80.3326;73.7268;38.8424;84.9971;47.7056;28;81.8;32.2
1045;27;85;85;30;85;85;27;80.3767;69.6899;39.4099;85;38.0579;27;79.7748;74.2838;35.8848;84.9399;47.714;30.6;83;32.2
1046;27;85;85;33;85;85;27;79.53;70.2921;39.9899;85;38.0579;27;79.394;74.8653;32.2848;84.7412;47.7221;33.2;84.3;32.2
