,powertrain,euro_class,type,Component,hot
529,ICEV-g,0.0,cold start,CH4,0.0
530,ICEV-g,0.0,cold start,CO,0.0
531,ICEV-g,0.0,cold start,FC_MJ,0.0
532,ICEV-g,0.0,cold start,HC,0.0
533,ICEV-g,0.0,cold start,N2O,0.0
534,ICEV-g,0.0,cold start,NH3,0.0
535,ICEV-g,0.0,cold start,NMHC,0.0
536,ICEV-g,0.0,cold start,NO2,0.0
537,ICEV-g,0.0,cold start,NOx,0.0
538,ICEV-g,0.0,cold start,PM2.5,0.0
539,ICEV-g,0.0,cold start,Pb,0.0
540,ICEV-g,0.0,diurnal,Benzene,0.0
541,ICEV-g,0.0,diurnal,CH4,0.0
542,ICEV-g,0.0,diurnal,CO,0.0
543,ICEV-g,0.0,diurnal,FC_MJ,0.0
544,ICEV-g,0.0,diurnal,HC,0.0
545,ICEV-g,0.0,diurnal,N2O,0.0
546,ICEV-g,0.0,diurnal,NH3,0.0
547,ICEV-g,0.0,diurnal,NMHC,0.0
548,ICEV-g,0.0,diurnal,NO2,0.0
549,ICEV-g,0.0,diurnal,NOx,0.0
550,ICEV-g,0.0,diurnal,PM2.5,0.0
551,ICEV-g,0.0,diurnal,Pb,0.0
552,ICEV-g,0.0,running losses,Benzene,0.0
553,ICEV-g,0.0,running losses,CH4,0.0
554,ICEV-g,0.0,running losses,CO,0.0
555,ICEV-g,0.0,running losses,FC_MJ,0.0
556,ICEV-g,0.0,running losses,HC,0.0
557,ICEV-g,0.0,running losses,N2O,0.0
558,ICEV-g,0.0,running losses,NH3,0.0
559,ICEV-g,0.0,running losses,NMHC,0.0
560,ICEV-g,0.0,running losses,NO2,0.0
561,ICEV-g,0.0,running losses,NOx,0.0
562,ICEV-g,0.0,running losses,PM2.5,0.0
563,ICEV-g,0.0,running losses,Pb,0.0
564,ICEV-g,0.0,soak,Benzene,0.0
565,ICEV-g,0.0,soak,CH4,0.0
566,ICEV-g,0.0,soak,CO,0.0
567,ICEV-g,0.0,soak,FC_MJ,0.0
568,ICEV-g,0.0,soak,HC,0.0
569,ICEV-g,0.0,soak,N2O,0.0
570,ICEV-g,0.0,soak,NH3,0.0
571,ICEV-g,0.0,soak,NMHC,0.0
572,ICEV-g,0.0,soak,NO2,0.0
573,ICEV-g,0.0,soak,NOx,0.0
574,ICEV-g,0.0,soak,PM2.5,0.0
575,ICEV-g,0.0,soak,Pb,0.0
576,ICEV-g,1.0,cold start,Benzene,0.0
577,ICEV-g,1.0,cold start,CH4,0.0
578,ICEV-g,1.0,cold start,CO,0.0
579,ICEV-g,1.0,cold start,FC_MJ,0.0
580,ICEV-g,1.0,cold start,HC,0.0
581,ICEV-g,1.0,cold start,N2O,0.0
582,ICEV-g,1.0,cold start,NH3,0.0
583,ICEV-g,1.0,cold start,NMHC,0.0
584,ICEV-g,1.0,cold start,NO2,0.0
585,ICEV-g,1.0,cold start,NOx,0.0
586,ICEV-g,1.0,cold start,PM2.5,0.0
587,ICEV-g,1.0,cold start,Pb,0.0
588,ICEV-g,1.0,diurnal,Benzene,0.0
589,ICEV-g,1.0,diurnal,CH4,0.0
590,ICEV-g,1.0,diurnal,CO,0.0
591,ICEV-g,1.0,diurnal,FC_MJ,0.0
592,ICEV-g,1.0,diurnal,HC,0.0
593,ICEV-g,1.0,diurnal,N2O,0.0
594,ICEV-g,1.0,diurnal,NH3,0.0
595,ICEV-g,1.0,diurnal,NMHC,0.0
596,ICEV-g,1.0,diurnal,NO2,0.0
597,ICEV-g,1.0,diurnal,NOx,0.0
598,ICEV-g,1.0,diurnal,PM2.5,0.0
599,ICEV-g,1.0,diurnal,Pb,0.0
600,ICEV-g,1.0,running losses,Benzene,0.0
601,ICEV-g,1.0,running losses,CH4,0.0
602,ICEV-g,1.0,running losses,CO,0.0
603,ICEV-g,1.0,running losses,FC_MJ,0.0
604,ICEV-g,1.0,running losses,HC,0.0
605,ICEV-g,1.0,running losses,N2O,0.0
606,ICEV-g,1.0,running losses,NH3,0.0
607,ICEV-g,1.0,running losses,NMHC,0.0
608,ICEV-g,1.0,running losses,NO2,0.0
609,ICEV-g,1.0,running losses,NOx,0.0
610,ICEV-g,1.0,running losses,PM2.5,0.0
611,ICEV-g,1.0,running losses,Pb,0.0
612,ICEV-g,1.0,soak,Benzene,0.0
613,ICEV-g,1.0,soak,CH4,0.0
614,ICEV-g,1.0,soak,CO,0.0
615,ICEV-g,1.0,soak,FC_MJ,0.0
616,ICEV-g,1.0,soak,HC,0.0
617,ICEV-g,1.0,soak,N2O,0.0
618,ICEV-g,1.0,soak,NH3,0.0
619,ICEV-g,1.0,soak,NMHC,0.0
620,ICEV-g,1.0,soak,NO2,0.0
621,ICEV-g,1.0,soak,NOx,0.0
622,ICEV-g,1.0,soak,PM2.5,0.0
623,ICEV-g,1.0,soak,Pb,0.0
624,ICEV-g,2.0,cold start,Benzene,0.288264840841293
625,ICEV-g,2.0,cold start,CH4,0.231543123722076
626,ICEV-g,2.0,cold start,CO,18.966833114624
627,ICEV-g,2.0,cold start,FC_MJ,1.32973563671112
628,ICEV-g,2.0,cold start,HC,4.23296403884888
629,ICEV-g,2.0,cold start,N2O,0.0
630,ICEV-g,2.0,cold start,NH3,0.0
631,ICEV-g,2.0,cold start,NMHC,4.00142097473145
632,ICEV-g,2.0,cold start,NO2,0.041495319455862
633,ICEV-g,2.0,cold start,NOx,0.946578919887543
634,ICEV-g,2.0,cold start,PM2.5,0.0
635,ICEV-g,2.0,cold start,Pb,3.16466030199081e-05
636,ICEV-g,2.0,diurnal,Benzene,0.0084862457588315
637,ICEV-g,2.0,diurnal,CH4,0.0
638,ICEV-g,2.0,diurnal,CO,0.0
639,ICEV-g,2.0,diurnal,FC_MJ,0.0
640,ICEV-g,2.0,diurnal,HC,1.06078064441681
641,ICEV-g,2.0,diurnal,N2O,0.0
642,ICEV-g,2.0,diurnal,NH3,0.0
643,ICEV-g,2.0,diurnal,NMHC,1.06078064441681
644,ICEV-g,2.0,diurnal,NO2,0.0
645,ICEV-g,2.0,diurnal,NOx,0.0
646,ICEV-g,2.0,diurnal,PM2.5,0.0
647,ICEV-g,2.0,diurnal,Pb,0.0
648,ICEV-g,2.0,running losses,Benzene,1.0247330313480527e-05
649,ICEV-g,2.0,running losses,CH4,0.0
650,ICEV-g,2.0,running losses,CO,0.0
651,ICEV-g,2.0,running losses,FC_MJ,0.0
652,ICEV-g,2.0,running losses,HC,0.0012809162144549193
653,ICEV-g,2.0,running losses,N2O,0.0
654,ICEV-g,2.0,running losses,NH3,0.0
655,ICEV-g,2.0,running losses,NMHC,0.0012809162144549193
656,ICEV-g,2.0,running losses,NO2,0.0
657,ICEV-g,2.0,running losses,NOx,0.0
658,ICEV-g,2.0,running losses,PM2.5,0.0
659,ICEV-g,2.0,running losses,Pb,0.0
660,ICEV-g,2.0,soak,Benzene,0.000352899311110377
661,ICEV-g,2.0,soak,CH4,0.0
662,ICEV-g,2.0,soak,CO,0.0
663,ICEV-g,2.0,soak,FC_MJ,0.0
664,ICEV-g,2.0,soak,HC,0.0441124103963375
665,ICEV-g,2.0,soak,N2O,0.0
666,ICEV-g,2.0,soak,NH3,0.0
667,ICEV-g,2.0,soak,NMHC,0.0441124103963375
668,ICEV-g,2.0,soak,NO2,0.0
669,ICEV-g,2.0,soak,NOx,0.0
670,ICEV-g,2.0,soak,PM2.5,0.0
671,ICEV-g,2.0,soak,Pb,0.0
672,ICEV-g,3.0,cold start,Benzene,0.17540742456913
673,ICEV-g,3.0,cold start,CH4,0.140892595052719
674,ICEV-g,3.0,cold start,CO,14.5953254699707
675,ICEV-g,3.0,cold start,FC_MJ,1.34643447399139
676,ICEV-g,3.0,cold start,HC,2.57573318481445
677,ICEV-g,3.0,cold start,N2O,0.0
678,ICEV-g,3.0,cold start,NH3,0.0
679,ICEV-g,3.0,cold start,NMHC,2.43484044075012
680,ICEV-g,3.0,cold start,NO2,0.0106398249045014
681,ICEV-g,3.0,cold start,NOx,0.246650487184525
682,ICEV-g,3.0,cold start,PM2.5,0.0
683,ICEV-g,3.0,cold start,Pb,3.20440231007524e-05
684,ICEV-g,3.0,diurnal,Benzene,0.00904757063835859
685,ICEV-g,3.0,diurnal,CH4,0.0
686,ICEV-g,3.0,diurnal,CO,0.0
687,ICEV-g,3.0,diurnal,FC_MJ,0.0
688,ICEV-g,3.0,diurnal,HC,1.13094627857208
689,ICEV-g,3.0,diurnal,N2O,0.0
690,ICEV-g,3.0,diurnal,NH3,0.0
691,ICEV-g,3.0,diurnal,NMHC,1.13094627857208
692,ICEV-g,3.0,diurnal,NO2,0.0
693,ICEV-g,3.0,diurnal,NOx,0.0
694,ICEV-g,3.0,diurnal,PM2.5,0.0
695,ICEV-g,3.0,diurnal,Pb,0.0
696,ICEV-g,3.0,running losses,Benzene,1.0247330313480527e-05
697,ICEV-g,3.0,running losses,CH4,0.0
698,ICEV-g,3.0,running losses,CO,0.0
699,ICEV-g,3.0,running losses,FC_MJ,0.0
700,ICEV-g,3.0,running losses,HC,0.0012809162144549193
701,ICEV-g,3.0,running losses,N2O,0.0
702,ICEV-g,3.0,running losses,NH3,0.0
703,ICEV-g,3.0,running losses,NMHC,0.0012809162144549193
704,ICEV-g,3.0,running losses,NO2,0.0
705,ICEV-g,3.0,running losses,NOx,0.0
706,ICEV-g,3.0,running losses,PM2.5,0.0
707,ICEV-g,3.0,running losses,Pb,0.0
708,ICEV-g,3.0,soak,Benzene,0.000352899311110377
709,ICEV-g,3.0,soak,CH4,0.0
710,ICEV-g,3.0,soak,CO,0.0
711,ICEV-g,3.0,soak,FC_MJ,0.0
712,ICEV-g,3.0,soak,HC,0.0441124103963375
713,ICEV-g,3.0,soak,N2O,0.0
714,ICEV-g,3.0,soak,NH3,0.0
715,ICEV-g,3.0,soak,NMHC,0.0441124103963375
716,ICEV-g,3.0,soak,NO2,0.0
717,ICEV-g,3.0,soak,NOx,0.0
718,ICEV-g,3.0,soak,PM2.5,0.0
719,ICEV-g,3.0,soak,Pb,0.0
720,ICEV-g,4.0,cold start,Benzene,0.161836192011833
721,ICEV-g,4.0,cold start,CH4,0.129991769790649
722,ICEV-g,4.0,cold start,CO,10.2071132659912
723,ICEV-g,4.0,cold start,FC_MJ,1.82754874229431
724,ICEV-g,4.0,cold start,HC,2.37644934654236
725,ICEV-g,4.0,cold start,N2O,0.0
726,ICEV-g,4.0,cold start,NH3,0.0
727,ICEV-g,4.0,cold start,NMHC,2.24645757675171
728,ICEV-g,4.0,cold start,NO2,0.0118744047358632
729,ICEV-g,4.0,cold start,NOx,0.369330614805222
730,ICEV-g,4.0,cold start,PM2.5,0.0
731,ICEV-g,4.0,cold start,Pb,4.34941393905319e-05
732,ICEV-g,4.0,diurnal,Benzene,0.00859267916530371
733,ICEV-g,4.0,diurnal,CH4,0.0
734,ICEV-g,4.0,diurnal,CO,0.0
735,ICEV-g,4.0,diurnal,FC_MJ,0.0
736,ICEV-g,4.0,diurnal,HC,1.07408487796783
737,ICEV-g,4.0,diurnal,N2O,0.0
738,ICEV-g,4.0,diurnal,NH3,0.0
739,ICEV-g,4.0,diurnal,NMHC,1.07408487796783
740,ICEV-g,4.0,diurnal,NO2,0.0
741,ICEV-g,4.0,diurnal,NOx,0.0
742,ICEV-g,4.0,diurnal,PM2.5,0.0
743,ICEV-g,4.0,diurnal,Pb,0.0
744,ICEV-g,4.0,running losses,Benzene,1.0247330313480527e-05
745,ICEV-g,4.0,running losses,CH4,0.0
746,ICEV-g,4.0,running losses,CO,0.0
747,ICEV-g,4.0,running losses,FC_MJ,0.0
748,ICEV-g,4.0,running losses,HC,0.0012809162144549193
749,ICEV-g,4.0,running losses,N2O,0.0
750,ICEV-g,4.0,running losses,NH3,0.0
751,ICEV-g,4.0,running losses,NMHC,0.0012809162144549193
752,ICEV-g,4.0,running losses,NO2,0.0
753,ICEV-g,4.0,running losses,NOx,0.0
754,ICEV-g,4.0,running losses,PM2.5,0.0
755,ICEV-g,4.0,running losses,Pb,0.0
756,ICEV-g,4.0,soak,Benzene,0.000352899311110377
757,ICEV-g,4.0,soak,CH4,0.0
758,ICEV-g,4.0,soak,CO,0.0
759,ICEV-g,4.0,soak,FC_MJ,0.0
760,ICEV-g,4.0,soak,HC,0.0441124103963375
761,ICEV-g,4.0,soak,N2O,0.0
762,ICEV-g,4.0,soak,NH3,0.0
763,ICEV-g,4.0,soak,NMHC,0.0441124103963375
764,ICEV-g,4.0,soak,NO2,0.0
765,ICEV-g,4.0,soak,NOx,0.0
766,ICEV-g,4.0,soak,PM2.5,0.0
767,ICEV-g,4.0,soak,Pb,0.0
768,ICEV-g,5.0,cold start,Benzene,0.101506397128105
769,ICEV-g,5.0,cold start,CH4,0.0815330371260643
770,ICEV-g,5.0,cold start,CO,7.40978908538818
771,ICEV-g,5.0,cold start,FC_MJ,1.0998193025589
772,ICEV-g,5.0,cold start,HC,1.4905492067337
773,ICEV-g,5.0,cold start,N2O,0.0
774,ICEV-g,5.0,cold start,NH3,0.0
775,ICEV-g,5.0,cold start,NMHC,1.40901613235474
776,ICEV-g,5.0,cold start,NO2,0.0162468515336514
777,ICEV-g,5.0,cold start,NOx,0.324937015771866
778,ICEV-g,5.0,cold start,PM2.5,0.0
779,ICEV-g,5.0,cold start,Pb,2.617478457978e-05
780,ICEV-g,5.0,diurnal,Benzene,0.00830024946480989
781,ICEV-g,5.0,diurnal,CH4,0.0
782,ICEV-g,5.0,diurnal,CO,0.0
783,ICEV-g,5.0,diurnal,FC_MJ,0.0
784,ICEV-g,5.0,diurnal,HC,1.03753113746643
785,ICEV-g,5.0,diurnal,N2O,0.0
786,ICEV-g,5.0,diurnal,NH3,0.0
787,ICEV-g,5.0,diurnal,NMHC,1.03753113746643
788,ICEV-g,5.0,diurnal,NO2,0.0
789,ICEV-g,5.0,diurnal,NOx,0.0
790,ICEV-g,5.0,diurnal,PM2.5,0.0
791,ICEV-g,5.0,diurnal,Pb,0.0
792,ICEV-g,5.0,running losses,Benzene,1.0247330313480527e-05
793,ICEV-g,5.0,running losses,CH4,0.0
794,ICEV-g,5.0,running losses,CO,0.0
795,ICEV-g,5.0,running losses,FC_MJ,0.0
796,ICEV-g,5.0,running losses,HC,0.0012809162144549193
797,ICEV-g,5.0,running losses,N2O,0.0
798,ICEV-g,5.0,running losses,NH3,0.0
799,ICEV-g,5.0,running losses,NMHC,0.0012809162144549193
800,ICEV-g,5.0,running losses,NO2,0.0
801,ICEV-g,5.0,running losses,NOx,0.0
802,ICEV-g,5.0,running losses,PM2.5,0.0
803,ICEV-g,5.0,running losses,Pb,0.0
804,ICEV-g,5.0,soak,Benzene,0.000352899311110377
805,ICEV-g,5.0,soak,CH4,0.0
806,ICEV-g,5.0,soak,CO,0.0
807,ICEV-g,5.0,soak,FC_MJ,0.0
808,ICEV-g,5.0,soak,HC,0.0441124103963375
809,ICEV-g,5.0,soak,N2O,0.0
810,ICEV-g,5.0,soak,NH3,0.0
811,ICEV-g,5.0,soak,NMHC,0.0441124103963375
812,ICEV-g,5.0,soak,NO2,0.0
813,ICEV-g,5.0,soak,NOx,0.0
814,ICEV-g,5.0,soak,PM2.5,0.0
815,ICEV-g,5.0,soak,Pb,0.0
816,ICEV-g,6.0,cold start,Benzene,0.0756470337510109
817,ICEV-g,6.0,cold start,CH4,0.0607620067894459
818,ICEV-g,6.0,cold start,CO,6.93474864959717
819,ICEV-g,6.0,cold start,FC_MJ,1.0998193025589
820,ICEV-g,6.0,cold start,HC,1.11082279682159
821,ICEV-g,6.0,cold start,N2O,0.0
822,ICEV-g,6.0,cold start,NH3,0.0
823,ICEV-g,6.0,cold start,NMHC,1.05006074905396
824,ICEV-g,6.0,cold start,NO2,0.0162468515336514
825,ICEV-g,6.0,cold start,NOx,0.324937015771866
826,ICEV-g,6.0,cold start,PM2.5,0.0
827,ICEV-g,6.0,cold start,Pb,2.617478457978e-05
828,ICEV-g,6.0,diurnal,Benzene,0.00800781883299351
829,ICEV-g,6.0,diurnal,CH4,0.0
830,ICEV-g,6.0,diurnal,CO,0.0
831,ICEV-g,6.0,diurnal,FC_MJ,0.0
832,ICEV-g,6.0,diurnal,HC,1.00097727775574
833,ICEV-g,6.0,diurnal,N2O,0.0
834,ICEV-g,6.0,diurnal,NH3,0.0
835,ICEV-g,6.0,diurnal,NMHC,1.00097727775574
836,ICEV-g,6.0,diurnal,NO2,0.0
837,ICEV-g,6.0,diurnal,NOx,0.0
838,ICEV-g,6.0,diurnal,PM2.5,0.0
839,ICEV-g,6.0,diurnal,Pb,0.0
840,ICEV-g,6.0,running losses,Benzene,1.0247330313480527e-05
841,ICEV-g,6.0,running losses,CH4,0.0
842,ICEV-g,6.0,running losses,CO,0.0
843,ICEV-g,6.0,running losses,FC_MJ,0.0
844,ICEV-g,6.0,running losses,HC,0.0012809162144549193
845,ICEV-g,6.0,running losses,N2O,0.0
846,ICEV-g,6.0,running losses,NH3,0.0
847,ICEV-g,6.0,running losses,NMHC,0.0012809162144549193
848,ICEV-g,6.0,running losses,NO2,0.0
849,ICEV-g,6.0,running losses,NOx,0.0
850,ICEV-g,6.0,running losses,PM2.5,0.0
851,ICEV-g,6.0,running losses,Pb,0.0
852,ICEV-g,6.0,soak,Benzene,0.000352899311110377
853,ICEV-g,6.0,soak,CH4,0.0
854,ICEV-g,6.0,soak,CO,0.0
855,ICEV-g,6.0,soak,FC_MJ,0.0
856,ICEV-g,6.0,soak,HC,0.0441124103963375
857,ICEV-g,6.0,soak,N2O,0.0
858,ICEV-g,6.0,soak,NH3,0.0
859,ICEV-g,6.0,soak,NMHC,0.0441124103963375
860,ICEV-g,6.0,soak,NO2,0.0
861,ICEV-g,6.0,soak,NOx,0.0
862,ICEV-g,6.0,soak,PM2.5,0.0
863,ICEV-g,6.0,soak,Pb,0.0
864,ICEV-g,6.1,cold start,Benzene,0.0
865,ICEV-g,6.1,cold start,CH4,0.0
866,ICEV-g,6.1,cold start,CO,0.0
867,ICEV-g,6.1,cold start,FC_MJ,0.0
868,ICEV-g,6.1,cold start,HC,0.0
869,ICEV-g,6.1,cold start,N2O,0.0
870,ICEV-g,6.1,cold start,NH3,0.0
871,ICEV-g,6.1,cold start,NMHC,0.0
872,ICEV-g,6.1,cold start,NO2,0.0
873,ICEV-g,6.1,cold start,NOx,0.0
874,ICEV-g,6.1,cold start,PM2.5,0.0
875,ICEV-g,6.1,cold start,Pb,0.0
876,ICEV-g,6.1,diurnal,Benzene,0.0
877,ICEV-g,6.1,diurnal,CH4,0.0
878,ICEV-g,6.1,diurnal,CO,0.0
879,ICEV-g,6.1,diurnal,FC_MJ,0.0
880,ICEV-g,6.1,diurnal,HC,0.0
881,ICEV-g,6.1,diurnal,N2O,0.0
882,ICEV-g,6.1,diurnal,NH3,0.0
883,ICEV-g,6.1,diurnal,NMHC,0.0
884,ICEV-g,6.1,diurnal,NO2,0.0
885,ICEV-g,6.1,diurnal,NOx,0.0
886,ICEV-g,6.1,diurnal,PM2.5,0.0
887,ICEV-g,6.1,diurnal,Pb,0.0
888,ICEV-g,6.1,running losses,Benzene,0.0
889,ICEV-g,6.1,running losses,CH4,0.0
890,ICEV-g,6.1,running losses,CO,0.0
891,ICEV-g,6.1,running losses,FC_MJ,0.0
892,ICEV-g,6.1,running losses,HC,0.0
893,ICEV-g,6.1,running losses,N2O,0.0
894,ICEV-g,6.1,running losses,NH3,0.0
895,ICEV-g,6.1,running losses,NMHC,0.0
896,ICEV-g,6.1,running losses,NO2,0.0
897,ICEV-g,6.1,running losses,NOx,0.0
898,ICEV-g,6.1,running losses,PM2.5,0.0
899,ICEV-g,6.1,running losses,Pb,0.0
900,ICEV-g,6.1,soak,Benzene,0.0
901,ICEV-g,6.1,soak,CH4,0.0
902,ICEV-g,6.1,soak,CO,0.0
903,ICEV-g,6.1,soak,FC_MJ,0.0
904,ICEV-g,6.1,soak,HC,0.0
905,ICEV-g,6.1,soak,N2O,0.0
906,ICEV-g,6.1,soak,NH3,0.0
907,ICEV-g,6.1,soak,NMHC,0.0
908,ICEV-g,6.1,soak,NO2,0.0
909,ICEV-g,6.1,soak,NOx,0.0
910,ICEV-g,6.1,soak,PM2.5,0.0
911,ICEV-g,6.1,soak,Pb,0.0
912,ICEV-g,6.2,cold start,Benzene,0.0
913,ICEV-g,6.2,cold start,CH4,0.0
914,ICEV-g,6.2,cold start,CO,0.0
915,ICEV-g,6.2,cold start,FC_MJ,0.0
916,ICEV-g,6.2,cold start,HC,0.0
917,ICEV-g,6.2,cold start,N2O,0.0
918,ICEV-g,6.2,cold start,NH3,0.0
919,ICEV-g,6.2,cold start,NMHC,0.0
920,ICEV-g,6.2,cold start,NO2,0.0
921,ICEV-g,6.2,cold start,NOx,0.0
922,ICEV-g,6.2,cold start,PM2.5,0.0
923,ICEV-g,6.2,cold start,Pb,0.0
924,ICEV-g,6.2,diurnal,Benzene,0.0
925,ICEV-g,6.2,diurnal,CH4,0.0
926,ICEV-g,6.2,diurnal,CO,0.0
927,ICEV-g,6.2,diurnal,FC_MJ,0.0
928,ICEV-g,6.2,diurnal,HC,0.0
929,ICEV-g,6.2,diurnal,N2O,0.0
930,ICEV-g,6.2,diurnal,NH3,0.0
931,ICEV-g,6.2,diurnal,NMHC,0.0
932,ICEV-g,6.2,diurnal,NO2,0.0
933,ICEV-g,6.2,diurnal,NOx,0.0
934,ICEV-g,6.2,diurnal,PM2.5,0.0
935,ICEV-g,6.2,diurnal,Pb,0.0
936,ICEV-g,6.2,running losses,Benzene,0.0
937,ICEV-g,6.2,running losses,CH4,0.0
938,ICEV-g,6.2,running losses,CO,0.0
939,ICEV-g,6.2,running losses,FC_MJ,0.0
940,ICEV-g,6.2,running losses,HC,0.0
941,ICEV-g,6.2,running losses,N2O,0.0
942,ICEV-g,6.2,running losses,NH3,0.0
943,ICEV-g,6.2,running losses,NMHC,0.0
944,ICEV-g,6.2,running losses,NO2,0.0
945,ICEV-g,6.2,running losses,NOx,0.0
946,ICEV-g,6.2,running losses,PM2.5,0.0
947,ICEV-g,6.2,running losses,Pb,0.0
948,ICEV-g,6.2,soak,Benzene,0.0
949,ICEV-g,6.2,soak,CH4,0.0
950,ICEV-g,6.2,soak,CO,0.0
951,ICEV-g,6.2,soak,FC_MJ,0.0
952,ICEV-g,6.2,soak,HC,0.0
953,ICEV-g,6.2,soak,N2O,0.0
954,ICEV-g,6.2,soak,NH3,0.0
955,ICEV-g,6.2,soak,NMHC,0.0
956,ICEV-g,6.2,soak,NO2,0.0
957,ICEV-g,6.2,soak,NOx,0.0
958,ICEV-g,6.2,soak,PM2.5,0.0
959,ICEV-g,6.2,soak,Pb,0.0
960,ICEV-g,6.3,cold start,Benzene,0.0
961,ICEV-g,6.3,cold start,CH4,0.0
962,ICEV-g,6.3,cold start,CO,0.0
963,ICEV-g,6.3,cold start,FC_MJ,0.0
964,ICEV-g,6.3,cold start,HC,0.0
965,ICEV-g,6.3,cold start,N2O,0.0
966,ICEV-g,6.3,cold start,NH3,0.0
967,ICEV-g,6.3,cold start,NMHC,0.0
968,ICEV-g,6.3,cold start,NO2,0.0
969,ICEV-g,6.3,cold start,NOx,0.0
970,ICEV-g,6.3,cold start,PM2.5,0.0
971,ICEV-g,6.3,cold start,Pb,0.0
972,ICEV-g,6.3,diurnal,Benzene,0.0
973,ICEV-g,6.3,diurnal,CH4,0.0
974,ICEV-g,6.3,diurnal,CO,0.0
975,ICEV-g,6.3,diurnal,FC_MJ,0.0
976,ICEV-g,6.3,diurnal,HC,0.0
977,ICEV-g,6.3,diurnal,N2O,0.0
978,ICEV-g,6.3,diurnal,NH3,0.0
979,ICEV-g,6.3,diurnal,NMHC,0.0
980,ICEV-g,6.3,diurnal,NO2,0.0
981,ICEV-g,6.3,diurnal,NOx,0.0
982,ICEV-g,6.3,diurnal,PM2.5,0.0
983,ICEV-g,6.3,diurnal,Pb,0.0
984,ICEV-g,6.3,running losses,Benzene,0.0
985,ICEV-g,6.3,running losses,CH4,0.0
986,ICEV-g,6.3,running losses,CO,0.0
987,ICEV-g,6.3,running losses,FC_MJ,0.0
988,ICEV-g,6.3,running losses,HC,0.0
989,ICEV-g,6.3,running losses,N2O,0.0
990,ICEV-g,6.3,running losses,NH3,0.0
991,ICEV-g,6.3,running losses,NMHC,0.0
992,ICEV-g,6.3,running losses,NO2,0.0
993,ICEV-g,6.3,running losses,NOx,0.0
994,ICEV-g,6.3,running losses,PM2.5,0.0
995,ICEV-g,6.3,running losses,Pb,0.0
996,ICEV-g,6.3,soak,Benzene,0.0
997,ICEV-g,6.3,soak,CH4,0.0
998,ICEV-g,6.3,soak,CO,0.0
999,ICEV-g,6.3,soak,FC_MJ,0.0
1000,ICEV-g,6.3,soak,HC,0.0
1001,ICEV-g,6.3,soak,N2O,0.0
1002,ICEV-g,6.3,soak,NH3,0.0
1003,ICEV-g,6.3,soak,NMHC,0.0
1004,ICEV-g,6.3,soak,NO2,0.0
1005,ICEV-g,6.3,soak,NOx,0.0
1006,ICEV-g,6.3,soak,PM2.5,0.0
1007,ICEV-g,6.3,soak,Pb,0.0
1008,ICEV-g,7.0,cold start,Benzene,0.0
1009,ICEV-g,7.0,cold start,CH4,0.0
1010,ICEV-g,7.0,cold start,CO,0.0
1011,ICEV-g,7.0,cold start,FC_MJ,0.0
1012,ICEV-g,7.0,cold start,HC,0.0
1013,ICEV-g,7.0,cold start,N2O,0.0
1014,ICEV-g,7.0,cold start,NH3,0.0
1015,ICEV-g,7.0,cold start,NMHC,0.0
1016,ICEV-g,7.0,cold start,NO2,0.0
1017,ICEV-g,7.0,cold start,NOx,0.0
1018,ICEV-g,7.0,cold start,PM2.5,0.0
1019,ICEV-g,7.0,cold start,Pb,0.0
1020,ICEV-g,7.0,diurnal,Benzene,0.0
1021,ICEV-g,7.0,diurnal,CH4,0.0
1022,ICEV-g,7.0,diurnal,CO,0.0
1023,ICEV-g,7.0,diurnal,FC_MJ,0.0
1024,ICEV-g,7.0,diurnal,HC,0.0
1025,ICEV-g,7.0,diurnal,N2O,0.0
1026,ICEV-g,7.0,diurnal,NH3,0.0
1027,ICEV-g,7.0,diurnal,NMHC,0.0
1028,ICEV-g,7.0,diurnal,NO2,0.0
1029,ICEV-g,7.0,diurnal,NOx,0.0
1030,ICEV-g,7.0,diurnal,PM2.5,0.0
1031,ICEV-g,7.0,diurnal,Pb,0.0
1032,ICEV-g,7.0,running losses,Benzene,0.0
1033,ICEV-g,7.0,running losses,CH4,0.0
1034,ICEV-g,7.0,running losses,CO,0.0
1035,ICEV-g,7.0,running losses,FC_MJ,0.0
1036,ICEV-g,7.0,running losses,HC,0.0
1037,ICEV-g,7.0,running losses,N2O,0.0
1038,ICEV-g,7.0,running losses,NH3,0.0
1039,ICEV-g,7.0,running losses,NMHC,0.0
1040,ICEV-g,7.0,running losses,NO2,0.0
1041,ICEV-g,7.0,running losses,NOx,0.0
1042,ICEV-g,7.0,running losses,PM2.5,0.0
1043,ICEV-g,7.0,running losses,Pb,0.0
1044,ICEV-g,7.0,soak,Benzene,0.0
1045,ICEV-g,7.0,soak,CH4,0.0
1046,ICEV-g,7.0,soak,CO,0.0
1047,ICEV-g,7.0,soak,FC_MJ,0.0
1048,ICEV-g,7.0,soak,HC,0.0
1049,ICEV-g,7.0,soak,N2O,0.0
1050,ICEV-g,7.0,soak,NH3,0.0
1051,ICEV-g,7.0,soak,NMHC,0.0
1052,ICEV-g,7.0,soak,NO2,0.0
1053,ICEV-g,7.0,soak,NOx,0.0
1054,ICEV-g,7.0,soak,PM2.5,0.0
1055,ICEV-g,7.0,soak,Pb,0.0
1056,ICEV-p,0.0,cold start,Benzene,0.3196880353821651
1057,ICEV-p,0.0,cold start,CH4,0.8971381054984201
1058,ICEV-p,0.0,cold start,CO,51.93474070231116
