Time;Urban delivery, 3.5t;Regional delivery, 3.5t;Long haul, 3.5t;Urban delivery, 7.5t;Regional delivery, 8.5t;Long haul, 7.5t;Urban delivery, 18t;Regional delivery, 18t;Long haul, 18t;Urban delivery, 26t;Regional delivery, 26t;Long haul, 26t;Urban delivery, 32t;Regional delivery, 32t;Long haul, 32t;Urban delivery, 40t;Regional delivery, 40t;Long haul, 40t;Urban delivery, 60t;Regional delivery, 60t;Long haul, 60t
1;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502
2;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502
3;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502
4;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502
5;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502
6;-0.000008;0.000102;0.029512;-0.000008;0.000102;0.029512;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502;-0.000008;0.000102;0.029502
7;-0.000008;0.002773;0.030385;-0.000008;0.002773;0.030385;-0.000008;0.000411;0.029887;-0.000008;0.000584;0.029502;-0.000008;0.000763;0.02969;-0.000008;0.000706;0.029639;-0.000008;0.000313;0.029502
8;-0.000008;0.005102;0.03068;-0.000008;0.005102;0.03068;-0.000008;0.00432;0.03068;-0.000008;0.004907;0.03033;-0.000008;0.004644;0.030647;-0.000008;0.004579;0.030587;-0.000008;0.003967;0.030158
9;-0.000008;0.006562;0.03068;-0.000008;0.006753;0.03068;-0.000008;0.005102;0.03068;-0.000008;0.005102;0.03068;-0.000008;0.005135;0.03068;-0.000008;0.005102;0.03068;-0.000008;0.005102;0.03068
10;-0.000008;0.010102;0.03068;-0.000008;0.010102;0.03068;-0.000008;0.007144;0.03068;-0.000008;0.007087;0.03068;-0.000008;0.008975;0.03068;-0.000008;0.008738;0.03068;-0.000008;0.005901;0.03068
11;-0.000008;0.011766;0.03068;-0.000007;0.012186;0.03068;-0.000008;0.010102;0.03068;-0.000008;0.010102;0.03068;-0.000008;0.010627;0.03068;-0.000008;0.010432;0.03068;-0.000008;0.009733;0.03068
12;0.001391;0.015102;0.03068;0.001542;0.015408;0.03068;0.001414;0.013721;0.03068;0.000914;0.012897;0.03068;0.000437;0.014588;0.03068;0.00034;0.014396;0.03068;-0.000008;0.010698;0.03068
13;0.002747;0.019429;0.03068;0.002777;0.019628;0.03068;0.002778;0.01585;0.03068;0.002704;0.015553;0.03068;0.002518;0.017851;0.03068;0.002426;0.016582;0.03068;0.002065;0.014455;0.03068
14;0.003906;0.023017;0.03068;0.004022;0.02384;0.03068;0.004075;0.019665;0.03068;0.004008;0.019289;0.03068;0.003343;0.021088;0.03068;0.003153;0.020006;0.03068;0.002715;0.015973;0.03068
15;0.004983;0.026436;0.03068;0.005158;0.028206;0.03068;0.005014;0.022818;0.03068;0.004754;0.021364;0.03068;0.004567;0.024829;0.03068;0.004413;0.024295;0.03068;0.004176;0.019711;0.03068
16;0.006262;0.030168;0.03068;0.006421;0.03233;0.03068;0.006276;0.026359;0.03068;0.006089;0.025079;0.03068;0.005853;0.029467;0.03068;0.005699;0.027371;0.03068;0.004781;0.022231;0.03068
17;0.007525;0.034716;0.03068;0.007569;0.036592;0.03068;0.007512;0.030317;0.03068;0.007265;0.028603;0.03068;0.007093;0.033703;0.03068;0.006693;0.030944;0.03068;0.00608;0.025102;0.03068
18;0.007569;0.03914;0.03068;0.007623;0.03888;0.03068;0.007667;0.034767;0.03068;0.007569;0.031497;0.03068;0.007569;0.038092;0.03068;0.007569;0.034792;0.03068;0.0071;0.028985;0.03068
19;0.008283;0.037227;0.03068;0.008458;0.035758;0.03068;0.008528;0.039285;0.03068;0.007973;0.035362;0.03068;0.008006;0.03819;0.03068;0.00768;0.039084;0.03068;0.007569;0.031526;0.03068
20;0.008721;0.033575;0.03068;0.008628;0.032291;0.030593;0.008432;0.037312;0.03068;0.008721;0.039111;0.03068;0.008721;0.035334;0.03068;0.008579;0.037816;0.03068;0.007619;0.034964;0.03068
21;0.007243;0.030102;0.029943;0.00663;0.029155;0.029629;0.006309;0.034119;0.03068;0.008276;0.037895;0.03068;0.008032;0.032372;0.03068;0.008721;0.035048;0.03068;0.008556;0.03901;0.03068
22;0.004817;0.02728;0.029555;0.00432;0.026578;0.029134;0.004244;0.031159;0.03068;0.005906;0.035483;0.03068;0.005742;0.029699;0.030352;0.006729;0.032242;0.03068;0.008721;0.038519;0.03068
23;0.002618;0.026139;0.028436;0.00222;0.026139;0.028411;0.00235;0.02844;0.02981;0.003933;0.032787;0.03068;0.003698;0.027309;0.029637;0.004781;0.02974;0.03063;0.007821;0.036539;0.03068
24;0.001148;0.026139;0.027911;0.000992;0.026141;0.027407;0.001071;0.026304;0.029617;0.002074;0.030431;0.03068;0.001791;0.026145;0.029345;0.002909;0.0276;0.029683;0.005843;0.033844;0.03068
25;0.000992;0.026463;0.02725;0.000992;0.026993;0.026691;0.000992;0.026139;0.028548;0.000992;0.028233;0.030394;0.000992;0.026139;0.028461;0.001281;0.026186;0.029617;0.00408;0.031987;0.03068
26;0.001054;0.028247;0.026311;0.001257;0.028799;0.025912;0.001003;0.026139;0.028436;0.000992;0.026377;0.029617;0.000992;0.026139;0.028069;0.000992;0.026139;0.028668;0.002336;0.030146;0.03068
27;0.002177;0.030063;0.025728;0.002612;0.030832;0.024852;0.002076;0.026237;0.027336;0.000992;0.026139;0.029513;0.001237;0.027524;0.027264;0.000992;0.026139;0.028436;0.001094;0.028258;0.030126
28;0.003203;0.031753;0.024833;0.00328;0.032385;0.023211;0.003159;0.027794;0.027201;0.001645;0.026139;0.028631;0.002579;0.029415;0.026627;0.001424;0.026442;0.027655;0.000992;0.026507;0.029617
29;0.00328;0.033309;0.022705;0.00328;0.033741;0.019353;0.00328;0.029491;0.026129;0.002908;0.026139;0.028424;0.003274;0.031095;0.026074;0.00275;0.027971;0.027255;0.000992;0.026139;0.029617
30;0.00328;0.034697;0.018938;0.00328;0.035089;0.01582;0.00328;0.031134;0.025845;0.00328;0.027318;0.027579;0.00328;0.032534;0.025069;0.00328;0.029616;0.026484;0.001115;0.026139;0.028713
31;0.00328;0.036045;0.015;0.00328;0.03664;0.011592;0.00328;0.032543;0.024918;0.00328;0.028878;0.027255;0.00328;0.03389;0.024575;0.00328;0.031205;0.026074;0.002194;0.026139;0.028436
32;0.00328;0.037337;0.011067;0.00328;0.03753;0.00764;0.00328;0.033879;0.024037;0.00328;0.030494;0.026463;0.00328;0.035324;0.022103;0.00328;0.032566;0.025174;0.0032;0.026182;0.028143
33;0.00328;0.037845;0.006633;0.00328;0.038355;0.003604;0.00328;0.035263;0.021438;0.00328;0.031941;0.026074;0.00328;0.036794;0.019098;0.00328;0.033866;0.024893;0.00328;0.027489;0.027305
34;0.003;0.038952;0.00277;0.002436;0.038952;-0.000047;0.00328;0.036757;0.018465;0.00328;0.033127;0.025245;0.00328;0.037533;0.01604;0.00328;0.035144;0.022739;0.00328;0.028868;0.027255
35;0.000606;0.038952;-0.000502;-0.000746;0.038661;-0.003116;0.001979;0.037532;0.014928;0.00328;0.034329;0.024831;0.00328;0.038522;0.012486;0.00328;0.036643;0.01981;0.00328;0.030219;0.026296
36;-0.003073;0.037592;-0.0039;-0.004801;0.036797;-0.006248;-0.000916;0.038473;0.011788;0.00328;0.035435;0.023219;0.001014;0.038952;0.009151;0.00328;0.037529;0.01686;0.00328;0.031502;0.026074
37;-0.00702;0.035795;-0.006969;-0.00772;0.03508;-0.009637;-0.004736;0.038952;0.008618;0.002954;0.036569;0.020721;-0.001951;0.038511;0.005854;0.00239;0.038264;0.013918;0.00328;0.032601;0.02542
38;-0.008144;0.033801;-0.010092;-0.00816;0.032737;-0.012706;-0.007512;0.038578;0.004835;0.000689;0.037456;0.018146;-0.005802;0.036697;0.002096;-0.000424;0.038952;0.01098;0.00328;0.033683;0.024893
39;-0.007481;0.031009;-0.01349;-0.006573;0.029747;-0.015838;-0.00816;0.036751;0.001734;-0.002204;0.037764;0.015556;-0.008032;0.034909;-0.000542;-0.003644;0.038952;0.007682;0.00328;0.034776;0.024109
40;-0.003648;0.027837;-0.016532;-0.002352;0.02649;-0.018254;-0.007469;0.03499;-0.001143;-0.005478;0.038855;0.012921;-0.008155;0.032528;-0.003757;-0.0071;0.036947;0.004487;0.003146;0.035864;0.02208
41;0.000009;0.024486;-0.018281;0.001104;0.023139;-0.018281;-0.003736;0.032639;-0.00405;-0.007838;0.038952;0.010232;-0.006307;0.029503;-0.006523;-0.008144;0.035532;0.001688;0.001491;0.036949;0.019769
42;0.002277;0.02117;-0.018281;0.002382;0.019902;-0.018281;-0.000158;0.029631;-0.007077;-0.00816;0.038628;0.007487;-0.00204;0.026233;-0.009683;-0.00816;0.03328;-0.000879;-0.000948;0.037529;0.017434
43;0.002382;0.018066;-0.018281;0.002382;0.016916;-0.018281;0.002277;0.026366;-0.010031;-0.007549;0.037053;0.004599;0.00131;0.02294;-0.012517;-0.005322;0.030393;-0.003705;-0.003997;0.038135;0.015043
44;0.002142;0.015245;-0.018281;0.001701;0.014137;-0.018281;0.002382;0.023015;-0.013398;-0.003845;0.035185;0.001923;0.002382;0.019808;-0.015564;-0.001606;0.027179;-0.006235;-0.006773;0.038949;0.012586
45;0.000368;0.012482;-0.018281;-0.00022;0.01143;-0.018281;0.002169;0.019786;-0.016413;-0.00049;0.033054;-0.000405;0.002382;0.016892;-0.018002;0.001645;0.023829;-0.009267;-0.008115;0.038952;0.010062
46;-0.001082;0.00978;-0.018281;-0.001431;0.008697;-0.018281;0.000462;0.016811;-0.018281;0.00201;0.030127;-0.002844;0.00159;0.014138;-0.018281;0.002382;0.020552;-0.011988;-0.00816;0.038336;0.00747
47;-0.002365;0.006928;-0.018281;-0.002549;0.005676;-0.017899;-0.001042;0.014035;-0.018281;0.002382;0.026896;-0.005189;-0.000335;0.011437;-0.018281;0.002382;0.017532;-0.015176;-0.007054;0.036734;0.00481
48;-0.002383;0.003557;-0.017601;-0.001935;0.002334;-0.016706;-0.002298;0.011334;-0.018281;0.002376;0.023546;-0.007732;-0.001509;0.008733;-0.018281;0.001378;0.014773;-0.017758;-0.003384;0.035146;0.002264
49;-0.000459;0.000416;-0.01641;0.000347;-0.000697;-0.01522;-0.002409;0.008597;-0.018281;0.001178;0.020286;-0.010445;-0.002565;0.005762;-0.018281;-0.000569;0.012106;-0.018281;-0.000293;0.033081;0.00008
50;0.002288;-0.002381;-0.015148;0.003201;-0.002986;-0.013975;-0.000568;0.005561;-0.018281;-0.000617;0.017265;-0.01298;-0.001822;0.002441;-0.018281;-0.00166;0.009442;-0.018281;0.002019;0.030356;-0.002118
51;0.005106;-0.004395;-0.013656;0.005869;-0.005083;-0.0127;0.002155;0.002209;-0.018281;-0.001656;0.014472;-0.015849;0.000517;-0.00061;-0.018281;-0.002597;0.006551;-0.018281;0.002382;0.02734;-0.004339
52;0.007388;-0.005094;-0.01241;0.008006;-0.005094;-0.011433;0.004985;-0.000813;-0.018281;-0.002618;0.01176;-0.018039;0.003388;-0.002971;-0.018281;-0.001607;0.003177;-0.018281;0.002382;0.024142;-0.00678
53;0.009268;-0.005094;-0.011137;0.00982;-0.005094;-0.010187;0.007291;-0.003065;-0.017767;-0.00156;0.00903;-0.018281;0.006019;-0.004974;-0.017568;0.000859;0.000073;-0.018281;0.001425;0.020947;-0.009166
54;0.010676;-0.005094;-0.009869;0.010755;-0.005094;-0.008919;0.009187;-0.005094;-0.016613;0.000917;0.006057;-0.018281;0.008129;-0.005094;-0.016514;0.003754;-0.002549;-0.018281;-0.000323;0.017907;-0.01148
55;0.011076;-0.005094;-0.008623;0.011399;-0.005094;-0.007438;0.010635;-0.005094;-0.015206;0.003625;0.002724;-0.018281;0.009932;-0.005094;-0.015202;0.006311;-0.004594;-0.018281;-0.001391;0.015108;-0.013843
56;0.011859;-0.005094;-0.007361;0.011891;-0.004975;-0.006209;0.01104;-0.005094;-0.013879;0.006278;-0.00036;-0.018281;0.010755;-0.005094;-0.013908;0.008369;-0.005094;-0.017515;-0.002513;0.012448;-0.016575
57;0.01197;-0.00451;-0.005869;0.012363;-0.004195;-0.004969;0.011843;-0.005094;-0.012656;0.008428;-0.002818;-0.018281;0.011472;-0.005094;-0.012762;0.01016;-0.005094;-0.016406;-0.002242;0.009809;-0.018277
58;0.013438;-0.004062;-0.004645;0.013937;-0.004062;-0.004367;0.011961;-0.005094;-0.011433;0.010115;-0.004874;-0.018281;0.011891;-0.004989;-0.011657;0.010755;-0.005094;-0.015174;-0.000035;0.006955;-0.018281
59;0.015207;-0.003736;-0.004367;0.015607;-0.002836;-0.004367;0.01337;-0.004951;-0.010246;0.010775;-0.005094;-0.018214;0.01247;-0.004217;-0.010513;0.011615;-0.005094;-0.013746;0.002536;0.003732;-0.018281
60;0.016386;-0.001646;-0.004367;0.016618;-0.001446;-0.004367;0.015117;-0.004167;-0.008973;0.011591;-0.005094;-0.017012;0.014042;-0.004062;-0.009071;0.011891;-0.005094;-0.012576;0.005143;0.00055;-0.018281
61;0.016687;-0.001446;-0.004367;0.016266;-0.001446;-0.004367;0.01633;-0.004062;-0.007554;0.011891;-0.005094;-0.015711;0.015553;-0.002926;-0.007968;0.012653;-0.004395;-0.011385;0.007514;-0.002397;-0.018281
62;0.015115;-0.000423;-0.004367;0.014708;0.000699;-0.004367;0.016697;-0.002703;-0.006382;0.012676;-0.005094;-0.014468;0.016772;-0.001446;-0.006884;0.014205;-0.004062;-0.01024;0.009397;-0.004408;-0.018281
63;0.013505;0.001295;-0.004367;0.013217;0.001348;-0.004367;0.015188;-0.001446;-0.005216;0.014214;-0.00502;-0.013208;0.01619;-0.001446;-0.005843;0.015756;-0.003566;-0.00896;0.01063;-0.005094;-0.018281
64;0.013196;0.001348;-0.004367;0.013196;0.001348;-0.004367;0.013592;-0.001446;-0.004367;0.015794;-0.004256;-0.011896;0.014727;0.000602;-0.004367;0.016723;-0.001525;-0.007603;0.01108;-0.005094;-0.018281
65;0.013287;0.001348;-0.004367;0.013503;0.001348;-0.004367;0.013196;0.00084;-0.004367;0.016752;-0.004062;-0.010663;0.013212;0.001348;-0.004367;0.015992;-0.001446;-0.006446;0.011891;-0.005094;-0.018103
66;0.014421;0.001348;-0.004367;0.014687;0.001348;-0.004367;0.013259;0.001348;-0.004367;0.015941;-0.003103;-0.009251;0.013196;0.001348;-0.004367;0.014465;-0.000166;-0.005312;0.012099;-0.005094;-0.016813
67;0.01575;0.001348;-0.004367;0.016306;0.001348;-0.004367;0.014339;0.001348;-0.004367;0.014455;-0.001446;-0.007982;0.013319;0.001348;-0.004367;0.013243;0.001348;-0.004367;0.013476;-0.005094;-0.015643
68;0.016518;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.015601;0.001348;-0.004367;0.013196;-0.001446;-0.00677;0.014706;0.001348;-0.004367;0.013196;0.001348;-0.004367;0.015152;-0.00453;-0.014615
69;0.016518;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.013196;0.000413;-0.005514;0.016093;0.001348;-0.004367;0.013537;0.001348;-0.004367;0.016423;-0.004062;-0.013592
70;0.016487;0.001348;-0.004367;0.016018;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.013593;0.001348;-0.004424;0.016518;0.001348;-0.004367;0.014807;0.001348;-0.004367;0.016569;-0.00371;-0.012141
71;0.014872;0.001348;-0.004367;0.014785;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.014928;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.016321;0.001348;-0.004367;0.015169;-0.001722;-0.01102
72;0.014738;0.001348;-0.004367;0.014738;0.001348;-0.004367;0.015029;0.001348;-0.004367;0.016254;0.001348;-0.004367;0.016243;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.013628;-0.001446;-0.009978
73;0.014763;0.001348;-0.004367;0.015146;0.001348;-0.004367;0.014738;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.01484;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.013196;-0.000466;-0.008951
74;0.016456;0.001348;-0.004367;0.017148;0.001348;-0.004367;0.014738;0.001348;-0.004367;0.016518;0.001348;-0.004367;0.014738;0.001348;-0.004367;0.015975;0.001348;-0.004367;0.013196;0.001284;-0.007471
75;0.019086;0.001348;-0.004367;0.019912;0.001348;-0.004367;0.01623;0.001348;-0.004367;0.015958;0.001348;-0.004367;0.014961;0.001348;-0.004367;0.014778;0.001348;-0.004367;0.014311;0.001348;-0.00638
76;0.021484;0.001348;-0.004367;0.022255;0.001348;-0.004367;0.018774;0.001348;-0.004367;0.014776;0.001348;-0.004367;0.016768;0.001348;-0.004367;0.014738;0.001348;-0.004367;0.0155;0.001348;-0.005353
77;0.023436;0.001348;-0.004367;0.023522;0.001348;-0.004367;0.02125;0.001348;-0.004367;0.014738;0.001348;-0.004367;0.019475;0.001348;-0.004367;0.015144;0.001348;-0.004367;0.016518;0.001348;-0.004367
78;0.023569;0.001348;-0.004367;0.023569;0.001348;-0.004367;0.0233;0.001348;-0.004367;0.015106;0.001348;-0.004367;0.021869;0.001348;-0.004367;0.017128;0.001348;-0.004367;0.016518;0.001348;-0.004367
79;0.023529;0.001348;-0.004367;0.022927;0.001348;-0.004367;0.023569;0.001348;-0.004367;0.017049;0.001348;-0.004367;0.02346;0.001348;-0.004367;0.019865;0.001348;-0.004367;0.016518;0.001348;-0.004367
80;0.021078;0.001348;-0.004367;0.020345;0.001348;-0.004367;0.023569;0.001348;-0.004367;0.019726;0.001348;-0.004367;0.023569;0.001348;-0.004367;0.022275;0.001348;-0.004367;0.015131;0.001348;-0.004367
81;0.018432;0.001348;-0.004367;0.01764;0.001348;-0.004367;0.021377;0.001348;-0.004367;0.022236;0.001348;-0.004367;0.023219;0.001348;-0.004367;0.023515;0.001348;-0.004367;0.014738;0.001348;-0.004367
82;0.01614;0.001348;-0.004367;0.015768;0.001348;-0.004367;0.018734;0.001348;-0.004367;0.023504;0.001348;-0.004367;0.020755;0.001348;-0.004367;0.023569;0.001348;-0.004367;0.014738;0.001348;-0.004367
83;0.0154;0.001348;-0.004367;0.015082;0.001348;-0.004367;0.016343;0.001348;-0.004367;0.023569;0.001348;-0.004367;0.018079;0.001348;-0.004367;0.022933;0.001348;-0.004367;0.016105;0.001348;-0.004367
84;0.014552;0.001348;-0.004367;0.014552;0.001348;-0.004367;0.015446;0.001348;-0.004367;0.022999;0.001348;-0.004367;0.01598;0.001348;-0.004367;0.020367;0.001348;-0.004367;0.018604;0.001348;-0.004367
85;0.014581;0.001348;-0.004367;0.015023;0.001348;-0.004367;0.014613;0.001348;-0.004367;0.02045;0.001348;-0.004367;0.015295;0.001348;-0.004367;0.017686;0.001348;-0.004367;0.021125;0.001348;-0.004367
86;0.016175;0.001348;-0.004367;0.016299;0.001348;-0.004367;0.014552;0.001348;-0.004367;0.017821;0.001348;-0.004367;0.014552;0.001348;-0.004367;0.015745;0.001348;-0.004367;0.023211;0.001348;-0.004367
87;0.016365;0.001348;-0.004367;0.016365;0.001348;-0.004367;0.016012;0.001348;-0.004367;0.015741;0.001348;-0.004367;0.01477;0.001348;-0.004367;0.015089;0.001348;-0.004367;0.023569;0.001348;-0.004367
88;0.016364;0.001348;-0.004367;0.015881;0.001348;-0.004367;0.016365;0.001348;-0.004367;0.015145;0.001348;-0.004367;0.016154;0.001348;-0.004367;0.014552;0.001348;-0.004367;0.023569;0.001348;-0.004367
89;0.014467;0.001348;-0.004367;0.013703;0.001348;-0.004367;0.016365;0.001348;-0.004367;0.014552;0.001348;-0.004367;0.016365;0.001348;-0.004367;0.015017;0.001348;-0.004367;0.021614;0.001348;-0.004367
90;0.012011;0.001348;-0.004367;0.011265;0.001348;-0.004367;0.014705;0.001348;-0.004367;0.014831;0.001348;-0.004367;0.016199;0.001348;-0.004367;0.016293;0.001348;-0.004367;0.018954;0.001348;-0.004367
91;0.009495;0.001348;-0.004367;0.008718;0.001348;-0.004367;0.012269;0.001348;-0.004367;0.016234;0.001348;-0.004367;0.014039;0.001348;-0.004367;0.016365;0.001348;-0.004367;0.016537;0.001348;-0.004367
92;0.007139;0.001348;-0.004367;0.006423;0.001348;-0.004367;0.009772;0.001348;-0.004367;0.016365;0.001348;-0.004367;0.011709;0.001348;-0.004367;0.015977;0.001348;-0.004367;0.015494;0.001348;-0.004367
93;0.004639;0.001573;-0.004367;0.004223;0.002377;-0.004367;0.007361;0.001348;-0.004367;0.016191;0.001348;-0.004367;0.009079;0.001348;-0.004367;0.013519;0.001348;-0.004367;0.014664;0.001348;-0.004367
94;0.002837;0.003596;-0.004367;0.002196;0.00384;-0.004367;0.004908;0.001348;-0.004367;0.014051;0.001348;-0.004367;0.006553;0.001348;-0.004367;0.011123;0.001348;-0.004367;0.014552;0.001348;-0.004367
95;0.001242;0.00384;-0.004367;0.000502;0.004012;-0.004367;0.003107;0.001348;-0.004367;0.011775;0.001348;-0.004367;0.004367;0.001723;-0.004367;0.008484;0.001348;-0.004367;0.015836;0.001348;-0.004367
96;-0.000641;0.004806;-0.004367;-0.001172;0.005256;-0.004367;0.001374;0.002156;-0.004367;0.009216;0.001348;-0.004367;0.002276;0.003778;-0.004367;0.006063;0.001348;-0.004367;0.016365;0.001348;-0.004367
97;-0.002697;0.005281;-0.004367;-0.002973;0.005281;-0.004367;-0.000509;0.00384;-0.004367;0.006779;0.001348;-0.004367;0.000557;0.00384;-0.004367;0.004079;0.001479;-0.004367;0.016332;0.001348;-0.004367
98;-0.004087;0.005281;-0.004367;-0.004771;0.005281;-0.004367;-0.002439;0.00384;-0.004367;0.004674;0.001348;-0.004367;-0.001133;0.004532;-0.004367;0.001881;0.003334;-0.004367;0.014877;0.001348;-0.004367
99;-0.005472;0.005281;-0.004367;-0.006043;0.005281;-0.004367;-0.003869;0.004052;-0.004367;0.00251;0.001348;-0.004367;-0.002958;0.005281;-0.004367;0.000023;0.00384;-0.004367;0.012565;0.001348;-0.004367
100;-0.007271;0.005281;-0.004367;-0.007513;0.005281;-0.004367;-0.005424;0.005233;-0.004367;0.000966;0.001533;-0.004367;-0.004723;0.005281;-0.004367;-0.001507;0.004169;-0.004367;0.009924;0.001348;-0.004367
101;-0.008472;0.005281;-0.004367;-0.008834;0.005225;-0.004367;-0.007093;0.005281;-0.004367;-0.000848;0.003599;-0.004367;-0.005999;0.005281;-0.004367;-0.003105;0.005207;-0.004367;0.00719;0.001348;-0.004367
102;-0.009533;0.004892;-0.004367;-0.010023;0.004213;-0.004367;-0.008287;0.005281;-0.004367;-0.002846;0.00384;-0.004367;-0.007498;0.005281;-0.004367;-0.005192;0.005281;-0.004367;0.004775;0.001348;-0.004367
103;-0.010696;0.003877;-0.004367;-0.011074;0.00331;-0.004367;-0.009429;0.005281;-0.004367;-0.004364;0.003982;-0.004367;-0.00881;0.005281;-0.004367;-0.006425;0.005281;-0.004367;0.002861;0.001348;-0.004367
104;-0.012083;0.002989;-0.004367;-0.01223;0.002224;-0.004367;-0.010627;0.005281;-0.004367;-0.005673;0.005189;-0.004367;-0.009987;0.004911;-0.004367;-0.007639;0.005281;-0.004367;0.001249;0.001361;-0.004367
105;-0.012919;0.00171;-0.004367;-0.013318;0.000683;-0.004367;-0.011918;0.005281;-0.004367;-0.007391;0.005281;-0.004367;-0.011046;0.003731;-0.004367;-0.009041;0.005281;-0.004367;-0.000635;0.003133;-0.004367
106;-0.013764;0.00003;-0.004367;-0.014152;-0.001342;-0.004367;-0.01278;0.004349;-0.004367;-0.008633;0.005281;-0.004367;-0.012223;0.002734;-0.004367;-0.010337;0.005281;-0.004367;-0.002684;0.00384;-0.004367
107;-0.014922;-0.002144;-0.004367;-0.015173;-0.003829;-0.004367;-0.013727;0.003388;-0.004367;-0.009719;0.005281;-0.004367;-0.01329;0.001436;-0.004367;-0.011317;0.004309;-0.004367;-0.004077;0.00384;-0.004367
108;-0.016103;-0.004802;-0.004367;-0.016395;-0.006775;-0.004367;-0.014816;0.002259;-0.004367;-0.010838;0.005281;-0.004367;-0.014123;-0.000313;-0.004367;-0.012294;0.003463;-0.004367;-0.00547;0.004566;-0.004367
109;-0.017168;-0.007979;-0.004367;-0.01771;-0.010304;-0.004367;-0.015931;0.000706;-0.004367;-0.012168;0.005281;-0.004367;-0.015156;-0.002553;-0.004367;-0.013561;0.002486;-0.004367;-0.007262;0.005281;-0.004367
110;-0.018362;-0.01176;-0.004367;-0.018821;-0.014206;-0.004367;-0.017035;-0.001263;-0.004367;-0.013083;0.005033;-0.004367;-0.016377;-0.005275;-0.004367;-0.014411;0.001156;-0.004367;-0.008462;0.005281;-0.004367
111;-0.019976;-0.015707;-0.004367;-0.020076;-0.018232;-0.004367;-0.018305;-0.00366;-0.004367;-0.013902;0.003906;-0.004367;-0.017671;-0.008483;-0.004367;-0.015322;-0.000565;-0.004367;-0.009528;0.005281;-0.004367
112;-0.020736;-0.019768;-0.004367;-0.021237;-0.022273;-0.004367;-0.019794;-0.006568;-0.004367;-0.015029;0.003094;-0.004367;-0.018786;-0.012272;-0.004367;-0.016557;-0.00274;-0.004367;-0.010693;0.005281;-0.004367
113;-0.021776;-0.023787;-0.004367;-0.021867;-0.026258;-0.004367;-0.020572;-0.010051;-0.004367;-0.016238;0.002053;-0.004367;-0.020073;-0.016235;-0.004367;-0.018053;-0.005489;-0.004367;-0.012074;0.005281;-0.004367
114;-0.022547;-0.027739;-0.004367;-0.022972;-0.030124;-0.004367;-0.021761;-0.013946;-0.004367;-0.017378;0.000682;-0.004367;-0.0212;-0.02029;-0.004367;-0.019125;-0.008735;-0.004367;-0.012912;0.005281;-0.004367
115;-0.023364;-0.03146;-0.004367;-0.023364;-0.033435;-0.004367;-0.022383;-0.017963;-0.004367;-0.018527;-0.001135;-0.004367;-0.021855;-0.024302;-0.004367;-0.020102;-0.012592;-0.004367;-0.013762;0.005156;-0.004367
116;-0.023364;-0.034484;-0.004367;-0.023364;-0.036002;-0.004367;-0.023364;-0.022008;-0.004367;-0.02005;-0.003472;-0.004367;-0.02295;-0.028237;-0.004367;-0.02156;-0.016565;-0.004367;-0.014916;0.004137;-0.004367
117;-0.023364;-0.036733;-0.004367;-0.023364;-0.03772;-0.004367;-0.023364;-0.025997;-0.004367;-0.020933;-0.006341;-0.004367;-0.023364;-0.031882;-0.004367;-0.02197;-0.020629;-0.004367;-0.016094;0.003397;-0.004367
118;-0.023364;-0.037967;-0.004367;-0.023364;-0.038036;-0.004367;-0.023364;-0.029872;-0.004367;-0.021794;-0.009754;-0.004367;-0.023364;-0.034816;-0.004367;-0.023166;-0.024636;-0.004367;-0.017161;0.002614;-0.004367
119;-0.023364;-0.038036;-0.004367;-0.023174;-0.038036;-0.004367;-0.023364;-0.033231;-0.004367;-0.022746;-0.01363;-0.004367;-0.023364;-0.036963;-0.004367;-0.023364;-0.028562;-0.004367;-0.018359;0.001603;-0.004367
