Time;Urban, 9m;Urban, 13m;Coach, 13m;Urban, 13m, double deck;Coach, 13m, double deck;Urban, 18m
2846;-0.002989;0.018;0.033015;0;-0.001816;-0.004
2847;-0.002101;0.018;0.033015;0;-0.006832;-0.00305
2848;-0.001572;0.017816;0.033015;0;-0.011847;-0.002629
2849;-0.001;0.017;0.033015;-0.000252;-0.016714;-0.002005
2850;-0.000465;0.017;0.033015;-0.001;-0.021105;-0.001117
2851;0;0.017;0.033015;-0.001228;-0.02543;-0.001
2852;0;0.017;0.033015;-0.002001;-0.029717;-0.00001
2853;0;0.017;0.033015;-0.002629;-0.034005;0
2854;0;0.017;0.033015;-0.003039;-0.035623;0
2855;-0.000514;0.017;0.033015;-0.003742;-0.035624;0
2856;-0.001;0.017;0.033015;-0.004;-0.034555;-0.000005
2857;-0.001467;0.017;0.033015;-0.004;-0.034;-0.000955
2858;-0.00205;0.017;0.033015;-0.004;-0.033116;-0.001
2859;-0.002788;0.017;0.033015;-0.004;-0.032363;-0.001877
2860;-0.003104;0.017;0.033015;-0.003555;-0.031978;-0.002226
2861;-0.003851;0.016555;0.033015;-0.002964;-0.031978;-0.002996
2862;-0.004;0.015426;0.033015;-0.002053;-0.031978;-0.003322
2863;-0.004;0.013887;0.0321;-0.001116;-0.031978;-0.003995
2864;-0.004;0.011821;0.028708;-0.000192;-0.031978;-0.004
2865;-0.004;0.009238;0.025434;0.000312;-0.031978;-0.004
2866;-0.003434;0.005989;0.022053;0.000978;-0.031978;-0.004
2867;-0.002861;0.003323;0.018785;0.001358;-0.031978;-0.003982
2868;-0.001946;0.000636;0.015505;0.001999;-0.031978;-0.003123
2869;-0.00102;-0.001535;0.012185;0.002142;-0.031978;-0.00258
2870;-0.000147;-0.002871;0.008714;0.003562;-0.031978;-0.001649
2871;0.000403;-0.003859;0.005374;0.004;-0.031978;-0.000732
2872;0.001001;-0.004;0.002942;0.004;-0.031978;-0.000027
2873;0.001454;-0.003674;0.002747;0.004;-0.031978;0.000731
2874;0.002;-0.003;0.002747;0.004;-0.031978;0.001
2875;0.002109;-0.002437;0.002747;0.004;-0.031018;0.001795
2876;0.003815;-0.001903;0.002747;0.004;-0.02846;0.002
2877;0.004;-0.001153;0.002747;0.004;-0.026058;0.002575
2878;0.004;-0.000889;0.002747;0.004;-0.023698;0.004
2879;0.004;-0.000138;0.002747;0.004;-0.021338;0.004
2880;0.004;0;0.002747;0.004;-0.018978;0.004
2881;0.004;0;0.002747;0.004;-0.016618;0.004
2882;0.004;0;0.002747;0.004;-0.014258;0.004
2883;0.004;-0.000019;0.002747;0.004;-0.011898;0.004
2884;0.004;-0.000902;0.002747;0.004;-0.009538;0.004
2885;0.004;-0.001;0.002747;0.004;-0.008209;0.004
2886;0.004;-0.001808;0.002747;0.004;-0.008208;0.004
2887;0.004;-0.002189;0.002747;0.004;-0.008208;0.004
2888;0.004;-0.002941;0.002747;0.004;-0.008208;0.004
2889;0.004;-0.003242;0.002747;0.004016;-0.008208;0.004
2890;0.004;-0.003956;0.002747;0.004941;-0.008208;0.004
2891;0.004;-0.004;0.002747;0.005609;-0.008208;0.004
2892;0.004;-0.004;0.002747;0.006406;-0.008208;0.004
2893;0.004;-0.004;0.002625;0.006978;-0.008208;0.004
2894;0.004;-0.004;0.001752;0.007914;-0.008208;0.004
2895;0.004045;-0.003287;0.00171;0.008;-0.008208;0.004
2896;0.005;-0.002732;0.00171;0.007933;-0.008208;0.004
2897;0.005697;-0.001806;0.00171;0.006939;-0.008208;0.004388
2898;0.006458;-0.000881;0.00171;0.005703;-0.008208;0.005078
2899;0.00701;-0.000087;0.00171;0.004133;-0.008208;0.006031
2900;0.00799;0.000567;0.00171;0.002401;-0.008208;0.00672
2901;0.008;0.001051;0.00171;0.000592;-0.008208;0.007348
2902;0.007962;0.001573;0.00171;-0.000829;-0.008208;0.008
2903;0.006973;0.002;0.00171;-0.001815;-0.008208;0.008
2904;0.005769;0.002369;0.00171;-0.002668;-0.009559;0.00765
2905;0.004288;0.003915;0.00171;-0.003;-0.011102;0.00665
2906;0.002477;0.004;0.00171;-0.003;-0.012651;0.005406
2907;0.000835;0.004;0.00171;-0.003;-0.014201;0.003695
2908;-0.000715;0.004;0.00171;-0.003;-0.01575;0.001993
2909;-0.001685;0.004;0.00171;-0.003;-0.0173;0.000321
2910;-0.00256;0.004;0.00171;-0.00299;-0.018849;-0.001017
2911;-0.003;0.004;0.00171;-0.002011;-0.020399;-0.001949
2912;-0.003;0.004;0.00171;-0.001419;-0.021948;-0.00287
2913;-0.003;0.004;0.00171;-0.000427;-0.023149;-0.003
2914;-0.003;0.004;0.00171;0.000331;-0.023549;-0.003
2915;-0.003;0.004;0.00171;0.001169;-0.023549;-0.003
2916;-0.002943;0.004;0.00171;0.001914;-0.023549;-0.003
2917;-0.00217;0.004;0.00171;0.002186;-0.023549;-0.003
2918;-0.00153;0.004;0.001705;0.002923;-0.023549;-0.002775
2919;-0.000539;0.004;0.000655;0.003;-0.023549;-0.002029
2920;0.000219;0.004;-0.001339;0.003;-0.023549;-0.00122
2921;0.001104;0.004;-0.003499;0.003;-0.023549;-0.00023
2922;0.001865;0.004;-0.005754;0.003435;-0.023549;0.000526
2923;0.002115;0.004;-0.007888;0.004;-0.023549;0.001276
2924;0.002876;0.004229;-0.010019;0.004834;-0.023549;0.001999
2925;0.003;0.005;-0.01211;0.005604;-0.023549;0.002259
2926;0.003;0.005866;-0.014372;0.006599;-0.023549;0.002996
2927;0.003;0.006554;-0.01574;0.007755;-0.023549;0.003
2928;0.003297;0.007117;-0.01574;0.009;-0.023549;0.003
2929;0.004;0.007918;-0.01574;0.010087;-0.023549;0.003
2930;0.004696;0.008;-0.01574;0.011149;-0.023549;0.00342
2931;0.005464;0.007992;-0.01574;0.012046;-0.023549;0.004
2932;0.006459;0.007293;-0.01574;0.01277;-0.023549;0.004821
2933;0.007589;0.006408;-0.01574;0.013;-0.023549;0.005597
2934;0.008802;0.005173;-0.01574;0.013522;-0.025909;0.006596
2935;0.009915;0.003768;-0.01574;0.014;-0.029093;0.007697
2936;0.010971;0.002174;-0.01574;0.014;-0.032172;0.009049
2937;0.012009;0.000728;-0.01574;0.014;-0.035251;0.010122
2938;0.012677;-0.000734;-0.01574;0.014;-0.03833;0.011193
2939;0.013;-0.001675;-0.01574;0.014;-0.041409;0.012004
2940;0.013372;-0.002521;-0.01574;0.014;-0.044488;0.012809
2941;0.014;-0.003;-0.01574;0.014;-0.047567;0.013
2942;0.014;-0.003;-0.01574;0.014;-0.050646;0.013551
2943;0.014;-0.003;-0.01585;0.014;-0.053788;0.014
2944;0.014;-0.003;-0.016701;0.014;-0.054626;0.014
2945;0.014;-0.003;-0.016774;0.014;-0.054626;0.014
2946;0.014;-0.002963;-0.016774;0.014;-0.054626;0.014
2947;0.014;-0.00219;-0.016774;0.014;-0.054626;0.014
2948;0.014;-0.001569;-0.016774;0.014;-0.054626;0.014
2949;0.014;-0.000579;-0.016774;0.014;-0.054626;0.014
2950;0.014;0.000176;-0.016774;0.013767;-0.054626;0.014
2951;0.014;0.00108;-0.016774;0.01304;-0.054626;0.014
2952;0.014;0.001841;-0.016774;0.012915;-0.054626;0.014
2953;0.014;0.00206;-0.016774;0.011935;-0.054626;0.014
2954;0.014;0.002795;-0.016774;0.010685;-0.054626;0.014
2955;0.014;0.003;-0.016774;0.008589;-0.054626;0.014
2956;0.013882;0.003;-0.016774;0.006274;-0.054626;0.014
2957;0.013087;0.003;-0.016774;0.003241;-0.054626;0.014
2958;0.013;0.003063;-0.016774;-0.000214;-0.054626;0.013752
2959;0.01205;0.003824;-0.016774;-0.003381;-0.054626;0.013034
2960;0.010969;0.004272;-0.016774;-0.006415;-0.054626;0.0129
2961;0.009016;0.005145;-0.016774;-0.009155;-0.054626;0.011925
2962;0.006677;0.006048;-0.016774;-0.011355;-0.054626;0.01065
2963;0.003845;0.007082;-0.016774;-0.013033;-0.054626;0.008537
2964;0.000478;0.008378;-0.016747;-0.014168;-0.054626;0.006235
2965;-0.002646;0.009543;-0.015747;-0.015;-0.054626;0.003255
2966;-0.00568;0.010633;-0.014351;-0.015;-0.054626;-0.000123
2967;-0.008421;0.011683;-0.012948;-0.015526;-0.054626;-0.003212
2968;-0.010773;0.012342;-0.011584;-0.015067;-0.054626;-0.006176
2969;-0.012684;0.013;-0.010229;-0.015;-0.054626;-0.00889
2970;-0.013864;0.01312;-0.00891;-0.015;-0.054626;-0.011136
2971;-0.014884;0.013936;-0.00759;-0.014775;-0.054626;-0.012928
2972;-0.015;0.014;-0.006503;-0.014;-0.054626;-0.014054
2973;-0.01537;0.014;-0.006503;-0.013405;-0.054626;-0.014926
2974;-0.015222;0.014;-0.006503;-0.012345;-0.054626;-0.015
2975;-0.015;0.014;-0.006503;-0.011198;-0.054626;-0.015452
2976;-0.015;0.014;-0.00527;-0.009918;-0.054626;-0.015141
2977;-0.014984;0.014;-0.002594;-0.008475;-0.054626;-0.015
2978;-0.01408;0.014;-0.000008;-0.0072;-0.054626;-0.015
2979;-0.013693;0.014;0.002637;-0.005608;-0.054626;-0.014834
2980;-0.012656;0.014;0.005179;-0.00385;-0.054626;-0.014052
2981;-0.011545;0.014;0.007955;-0.002254;-0.054626;-0.013516
2982;-0.010256;0.014;0.010772;-0.000501;-0.054626;-0.012479
2983;-0.008905;0.014;0.013673;0.0012;-0.054626;-0.011368
2984;-0.007469;0.014;0.015039;0.003033;-0.054626;-0.009986
2985;-0.00605;0.014;0.015668;0.005225;-0.053025;-0.008643
2986;-0.004206;0.014;0.016074;0.007366;-0.050512;-0.007269
2987;-0.002473;0.013232;0.015333;0.010329;-0.048001;-0.005706
2988;-0.000763;0.013;0.014286;0.013357;-0.045493;-0.003874
2989;0.000966;0.012382;0.012808;0.016962;-0.042985;-0.002162
2990;0.0028;0.011401;0.01145;0.020435;-0.040477;-0.000533
2991;0.005;0.009772;0.010052;0.023595;-0.037969;0.00132
2992;0.007029;0.007421;0.008573;0.026104;-0.035461;0.003154
2993;0.009723;0.005286;0.007099;0.027724;-0.032953;0.005383
2994;0.012738;0.002305;0.006394;0.028849;-0.030491;0.007477
2995;0.016047;-0.000628;0.006394;0.028959;-0.029905;0.010402
2996;0.019353;-0.003415;0.006394;0.028061;-0.029905;0.01325
2997;0.022381;-0.006029;0.006394;0.026739;-0.029905;0.016791
2998;0.025236;-0.008449;0.006394;0.024621;-0.029905;0.020051
2999;0.027086;-0.01057;0.006394;0.022248;-0.029905;0.02307
3000;0.028445;-0.012347;0.006394;0.019825;-0.029905;0.025744
3001;0.029;-0.013635;0.005786;0.016862;-0.029905;0.027469
3002;0.028529;-0.014666;0.001487;0.013525;-0.029905;0.028686
3003;0.02736;-0.015;-0.002998;0.010349;-0.029905;0.029
3004;0.025664;-0.0152;-0.007663;0.006994;-0.029905;0.028288
3005;0.023188;-0.015393;-0.012098;0.004222;-0.029905;0.026999
3006;0.020719;-0.015;-0.016767;0.001054;-0.029905;0.025074
3007;0.018178;-0.015;-0.021224;-0.000938;-0.029905;0.02265
3008;0.01487;-0.015;-0.026703;-0.002761;-0.029905;0.020144
3009;0.011656;-0.014297;-0.034894;-0.003994;-0.029905;0.017353
3010;0.008379;-0.013838;-0.040872;-0.005;-0.029905;0.014083
3011;0.005289;-0.012908;-0.04539;-0.005;-0.030637;0.010895
3012;0.002365;-0.011833;-0.049744;-0.005;-0.032412;0.007562
3013;-0.000121;-0.010638;-0.054339;-0.004841;-0.034252;0.004667
3014;-0.002152;-0.009171;-0.058677;-0.004063;-0.036092;0.001596
3015;-0.003546;-0.007943;-0.063227;-0.003706;-0.037932;-0.000599
3016;-0.004623;-0.006512;-0.06711;-0.003;-0.039772;-0.002511
3017;-0.005;-0.004851;-0.068117;-0.002951;-0.041611;-0.003803
3018;-0.005;-0.003219;-0.068117;-0.002104;-0.04345;-0.004849
3019;-0.005;-0.001508;-0.068117;-0.002;-0.045289;-0.005
3020;-0.004317;0.000035;-0.068117;-0.002;-0.047102;-0.005
3021;-0.003928;0.001846;-0.068117;-0.002;-0.048462;-0.004978
3022;-0.003191;0.003818;-0.068117;-0.002;-0.048465;-0.004098
3023;-0.003;0.005966;-0.068117;-0.002;-0.048465;-0.003856
3024;-0.002448;0.008097;-0.068117;-0.002;-0.048465;-0.003022
3025;-0.002023;0.010938;-0.068117;-0.002;-0.048465;-0.003
3026;-0.002;0.013666;-0.068117;-0.002;-0.048465;-0.002226
3027;-0.002;0.016958;-0.068117;-0.002;-0.048465;-0.002
3028;-0.002;0.020036;-0.068117;-0.002;-0.048465;-0.002
3029;-0.002;0.022707;-0.068117;-0.002;-0.048465;-0.002
3030;-0.002;0.025269;-0.068117;-0.002;-0.048465;-0.002
3031;-0.002;0.026943;-0.068117;-0.002;-0.048465;-0.002
3032;-0.002;0.028279;-0.068117;-0.002;-0.048465;-0.002
3033;-0.002;0.029;-0.068117;-0.002;-0.048465;-0.002
3034;-0.002;0.028749;-0.068117;-0.002;-0.048465;-0.002
3035;-0.002;0.02767;-0.068117;-0.002;-0.048465;-0.002
3036;-0.002;0.02606;-0.068117;-0.002;-0.048465;-0.002
3037;-0.002;0.023831;-0.068736;-0.002;-0.048465;-0.002
3038;-0.002;0.021365;-0.069317;-0.002;-0.048465;-0.002
3039;-0.002;0.018812;-0.069861;-0.002;-0.048465;-0.002
3040;-0.002;0.015711;-0.070487;-0.002;-0.048465;-0.002
3041;-0.002;0.0125;-0.070971;-0.002;-0.048465;-0.002
3042;-0.002;0.00927;-0.071657;-0.002;-0.048465;-0.002
3043;-0.002;0.006042;-0.071657;-0.002;-0.048465;-0.002
3044;-0.002;0.003207;-0.071657;-0.002;-0.048465;-0.002
3045;-0.002;0.000421;-0.071657;-0.002;-0.048465;-0.002
3046;-0.002;-0.001641;-0.071657;-0.002;-0.048465;-0.002
3047;-0.002;-0.003215;-0.071657;-0.002;-0.048465;-0.002
3048;-0.002;-0.004339;-0.071657;-0.002;-0.048465;-0.002
3049;-0.002;-0.005;-0.071657;-0.002;-0.048465;-0.002
3050;-0.002;-0.005;-0.071657;-0.002;-0.048465;-0.002
3051;-0.002;-0.005;-0.071657;-0.002;-0.048465;-0.002
3052;-0.002;-0.004584;-0.071657;-0.002;-0.048465;-0.002
3053;-0.002;-0.004;-0.071657;-0.002;-0.048465;-0.002
3054;-0.002;-0.003386;-0.071657;-0.002;-0.048465;-0.002
3055;-0.002;-0.003;-0.070889;-0.002;-0.048465;-0.002
3056;-0.002;-0.002675;-0.068268;-0.002;-0.048465;-0.002
3057;-0.002;-0.002063;-0.065676;-0.002;-0.048465;-0.002
3058;-0.002;-0.002;-0.063059;-0.002;-0.048465;-0.002
3059;-0.002;-0.002;-0.060411;-0.002;-0.048465;-0.002
3060;-0.002;-0.002;-0.057843;-0.002;-0.048465;-0.002
3061;-0.002;-0.002;-0.05514;-0.002;-0.048465;-0.002
3062;-0.002;-0.002;-0.052601;-0.002;-0.048465;-0.002
3063;-0.002;-0.002;-0.050968;-0.002;-0.048465;-0.002
3064;-0.002;-0.002;-0.05093;-0.002;-0.048465;-0.002
3065;-0.002;-0.002;-0.05093;-0.002;-0.048465;-0.002
3066;-0.002;-0.002;-0.05093;-0.002;-0.048465;-0.002
3067;-0.002;-0.002;-0.05093;-0.002;-0.048465;-0.002
3068;-0.002;-0.002;-0.05093;-0.002;-0.048465;-0.002
3069;-0.002;-0.002;-0.05093;-0.002323;-0.048465;-0.002
3070;-0.002;-0.002;-0.05093;-0.003;-0.048465;-0.002
3071;-0.002;-0.002;-0.05093;-0.00311;-0.048465;-0.002
3072;-0.002;-0.002;-0.05093;-0.00394;-0.048465;-0.002
3073;-0.002;-0.002;-0.05093;-0.004625;-0.048465;-0.002
3074;-0.002;-0.002;-0.05093;-0.005714;-0.048465;-0.002
3075;-0.002062;-0.002;-0.05093;-0.006927;-0.048465;-0.002
3076;-0.00283;-0.002;-0.05093;-0.00848;-0.048465;-0.002
3077;-0.003;-0.002;-0.05093;-0.009821;-0.048465;-0.002199
3078;-0.003566;-0.002;-0.05093;-0.011267;-0.048465;-0.002953
3079;-0.004233;-0.002;-0.05093;-0.012338;-0.048465;-0.003049
3080;-0.00526;-0.002;-0.05093;-0.013;-0.048465;-0.003803
3081;-0.006375;-0.002;-0.05093;-0.01358;-0.048465;-0.004466
3082;-0.007795;-0.002;-0.05093;-0.014;-0.048465;-0.005518
3083;-0.009189;-0.002;-0.05093;-0.013764;-0.048465;-0.006656
3084;-0.010624;-0.002;-0.05093;-0.013;-0.048465;-0.008197
3085;-0.01188;-0.002;-0.05093;-0.012594;-0.048465;-0.009542
3086;-0.012806;-0.002;-0.05093;-0.011784;-0.048465;-0.010988
3087;-0.013157;-0.002;-0.05093;-0.010505;-0.048465;-0.012137
3088;-0.013961;-0.002;-0.05093;-0.008993;-0.048465;-0.012963
3089;-0.013966;-0.002;-0.05093;-0.007473;-0.048465;-0.013386
3090;-0.01326;-0.002;-0.05093;-0.006102;-0.048465;-0.013993
3091;-0.012899;-0.002;-0.05093;-0.004604;-0.048465;-0.013916
3092;-0.012124;-0.002;-0.05093;-0.003298;-0.048465;-0.01305
3093;-0.011175;-0.002;-0.05093;-0.002478;-0.048465;-0.01277
3094;-0.009697;-0.002;-0.05093;-0.001647;-0.048465;-0.011948
3095;-0.008209;-0.002;-0.05093;-0.001523;-0.048465;-0.010786
3096;-0.006591;-0.002;-0.05093;-0.001187;-0.048465;-0.009281
3097;-0.005372;-0.002;-0.05093;-0.001;-0.048465;-0.007781
3098;-0.003911;-0.002;-0.050789;-0.001;-0.048465;-0.00631
3099;-0.002904;-0.002;-0.049334;-0.001;-0.048465;-0.004977
3100;-0.002026;-0.002;-0.047357;-0.001;-0.048465;-0.003518
3101;-0.001365;-0.002;-0.045507;-0.001;-0.048465;-0.00268
3102;-0.001292;-0.002;-0.043644;-0.001;-0.048465;-0.001743
3103;-0.001;-0.002;-0.040878;-0.001;-0.048465;-0.001523
3104;-0.001;-0.002;-0.035707;-0.001;-0.048465;-0.001293
3105;-0.001;-0.002;-0.030358;-0.001;-0.048465;-0.001
3106;-0.001;-0.002;-0.025044;-0.001;-0.048465;-0.001
3107;-0.001;-0.002;-0.020871;-0.000154;-0.048465;-0.001
3108;-0.001;-0.002625;-0.0174;0.000384;-0.048465;-0.001
3109;-0.001;-0.003;-0.013772;0.001437;-0.04754;-0.001
3110;-0.001;-0.003286;-0.010333;0.002811;-0.047165;-0.001
3111;-0.001;-0.004064;-0.007199;0.004272;-0.046327;-0.001
3112;-0.001;-0.00487;-0.006499;0.00566;-0.04584;-0.001
3113;-0.00063;-0.005893;-0.004774;0.006813;-0.045107;-0.001
3114;0.000024;-0.007112;-0.002767;0.007;-0.044517;-0.001
3115;0.000953;-0.008368;-0.000814;0.006815;-0.04389;-0.000356
3116;0.002106;-0.009667;0.001105;0.005436;-0.0432;0.000226
3117;0.003673;-0.011087;0.003003;0.002429;-0.042677;0.001242
3118;0.004897;-0.012177;0.005099;-0.001423;-0.041884;0.002479
3119;0.006365;-0.012958;0.007022;-0.005529;-0.041883;0.004045
3120;0.007;-0.013418;0.008896;-0.009036;-0.041883;0.005331
3121;0.007;-0.014;0.009456;-0.012029;-0.037787;0.006643
3122;0.006268;-0.013866;0.009456;-0.014561;-0.029383;0.007
3123;0.004041;-0.013061;0.009456;-0.016364;-0.020869;0.006954
3124;0.000542;-0.012751;0.009456;-0.017634;-0.01235;0.005855
3125;-0.003613;-0.011922;0.009456;-0.018;-0.003828;0.003142
3126;-0.007423;-0.010726;0.009456;-0.018;0.004693;-0.000507
3127;-0.010619;-0.009217;0.009456;-0.017906;0.013215;-0.004709
3128;-0.013406;-0.007715;0.009456;-0.017173;0.021884;-0.008378
3129;-0.015604;-0.00616;0.008951;-0.016846;0.030433;-0.011466
3130;-0.017026;-0.005046;0.005823;-0.016;0.038955;-0.01412
3131;-0.018;-0.003451;0.002615;-0.016;0.045849;-0.016054
3132;-0.018;-0.002622;-0.000657;-0.016;0.046355;-0.017393
3133;-0.018;-0.00183;-0.003807;-0.016;0.046355;-0.018
3134;-0.017562;-0.001349;-0.007129;-0.016;0.046355;-0.018
3135;-0.016978;-0.001188;-0.010269;-0.016;0.046355;-0.01798
3136;-0.016351;-0.001;-0.013559;-0.016;0.046355;-0.01731
3137;-0.016;-0.001;-0.016031;-0.016;0.046355;-0.016939
3138;-0.016;-0.001;-0.016313;-0.016;0.046355;-0.016117
3139;-0.016;-0.001;-0.016313;-0.016;0.046355;-0.016
3140;-0.016;-0.001;-0.016313;-0.016;0.046355;-0.016
3141;-0.016;-0.001;-0.016313;-0.016;0.046355;-0.016
3142;-0.016;-0.001;-0.015774;-0.016;0.046355;-0.016
3143;-0.016;-0.001;-0.015256;-0.016;0.046355;-0.016
3144;-0.016;-0.001;-0.014529;-0.016;0.046355;-0.016
3145;-0.016;-0.001;-0.01272;-0.015037;0.046355;-0.016
3146;-0.016;-0.000334;-0.011222;-0.013651;0.046355;-0.016
3147;-0.016;0.000241;-0.009785;-0.011958;0.046355;-0.016
3148;-0.016;0.001264;-0.008279;-0.009985;0.046355;-0.016
3149;-0.016;0.002514;-0.006863;-0.008144;0.046355;-0.016
3150;-0.016;0.004067;-0.005444;-0.005845;0.046355;-0.016
3151;-0.015936;0.005352;-0.004054;-0.004022;0.046355;-0.016
3152;-0.014048;0.006625;-0.002859;-0.003057;0.046355;-0.016
3153;-0.012764;0.007;-0.00281;-0.003;0.046355;-0.015458
3154;-0.011103;0.006962;-0.00281;-0.003;0.046355;-0.013826
3155;-0.009029;0.00607;-0.00281;-0.003;0.046355;-0.0124
3156;-0.007001;0.003474;-0.00281;-0.003602;0.046355;-0.010473
3157;-0.004672;-0.000112;-0.00281;-0.004139;0.046355;-0.008412
3158;-0.003426;-0.004388;-0.00281;-0.00495;0.046355;-0.006365
3159;-0.003;-0.008164;-0.00281;-0.005;0.046673;-0.004403
3160;-0.003;-0.011384;-0.00281;-0.005716;0.047677;-0.003101
3161;-0.003;-0.014009;-0.00281;-0.006;0.048696;-0.003
3162;-0.003168;-0.016066;-0.00281;-0.006;0.049714;-0.003
3163;-0.003946;-0.017402;-0.00281;-0.005457;0.050733;-0.003
3164;-0.004568;-0.018;-0.00281;-0.005;0.051751;-0.003387
3165;-0.005;-0.018;-0.002786;-0.005;0.052769;-0.004056
3166;-0.005204;-0.017977;-0.002086;-0.005;0.053785;-0.00479
3167;-0.005972;-0.017305;-0.001771;-0.004538;0.054813;-0.005
3168;-0.006;-0.016938;-0.00148;-0.004;0.055862;-0.005458
3169;-0.005952;-0.016111;-0.000644;-0.003352;0.056879;-0.006
3170;-0.005045;-0.016;-0.000595;-0.00253;0.056942;-0.006
3171;-0.005;-0.016;0.000206;-0.001528;0.056942;-0.005716
3172;-0.005;-0.016;0.000484;-0.000435;0.056942;-0.005
3173;-0.005;-0.016;0.000484;0.000866;0.056942;-0.005
3174;-0.004078;-0.016;0.000484;0.002166;0.056942;-0.005
3175;-0.003857;-0.016;0.000484;0.003217;0.056942;-0.004786
3176;-0.003034;-0.016;0.000484;0.004081;0.056942;-0.00401
3177;-0.00207;-0.016;0.000484;0.004872;0.056942;-0.00361
3178;-0.000999;-0.016;0.000484;0.005415;0.056942;-0.002783
3179;0.000191;-0.016;0.000484;0.006;0.056942;-0.001788
3180;0.001457;-0.016;0.000484;0.006;0.056942;-0.000698
3181;0.002722;-0.016;0.000484;0.006;0.056942;0.000491
3182;0.003637;-0.016;0.000484;0.006;0.056942;0.001765
3183;0.004454;-0.016;0.000484;0.006;0.056942;0.003003
3184;0.005068;-0.015444;0.000484;0.005601;0.056942;0.003917
3185;0.005807;-0.013822;0.000484;0.005;0.056942;0.004733
3186;0.006;-0.012383;0.000484;0.004376;0.056942;0.005157
3187;0.006;-0.010457;0.000484;0.00356;0.056942;0.006
3188;0.006;-0.008403;0.000484;0.002546;0.056942;0.006
3189;0.006;-0.006365;0.000484;0.001121;0.056942;0.006
3190;0.005939;-0.004421;0.000484;-0.000354;0.056942;0.006
3191;0.005202;-0.003132;0.000484;-0.002344;0.056942;0.006
3192;0.004839;-0.003;0.000484;-0.004522;0.056942;0.00586
3193;0.003998;-0.003;0.000484;-0.00668;0.056942;0.005
3194;0.003094;-0.003;0.000484;-0.009212;0.056942;0.004635
3195;0.001992;-0.003348;0.000484;-0.011663;0.056942;0.003818
3196;0.000369;-0.004032;0.000484;-0.013429;0.056942;0.002805
3197;-0.001144;-0.004731;0.000484;-0.01495;0.056942;0.001591
3198;-0.003325;-0.005;0.000484;-0.015954;0.056942;-0.000034
3199;-0.005549;-0.005303;0.000484;-0.016;0.056942;-0.001769
3200;-0.007825;-0.006;0.000484;-0.015402;0.056942;-0.003896
3201;-0.01036;-0.006;0.000484;-0.01377;0.056942;-0.00612
3202;-0.012533;-0.005834;0.000484;-0.011467;0.056942;-0.008619
3203;-0.014239;-0.005036;0.000484;-0.008611;0.056942;-0.011123
3204;-0.015489;-0.005;0.000484;-0.005482;0.056942;-0.012978
3205;-0.016;-0.005;0.000484;-0.002773;0.056942;-0.014639
3206;-0.015875;-0.004865;0.000484;-0.000355;0.056942;-0.015748
3207;-0.014699;-0.004087;0.000484;0.001276;0.056942;-0.016
3208;-0.012856;-0.003765;0.000484;0.002649;0.056942;-0.015661
3209;-0.01018;-0.002862;0.000484;0.003978;0.056942;-0.014222
3210;-0.007158;-0.001943;0.000484;0.005;0.056942;-0.012241
3211;-0.004151;-0.000906;0.000484;0.005;0.056942;-0.009324
3212;-0.001455;0.000313;0.000484;0.005;0.056942;-0.006239
3213;0.000332;0.001607;0.000484;0.005;0.056942;-0.003395
3214;0.001845;0.002848;0.000484;0.005;0.05655;-0.000929
3215;0.003;0.003763;0.000484;0.005;0.053421;0.000861
3216;0.004941;0.00458;0.000484;0.005;0.05019;0.002304
3217;0.004992;0.005107;0.000484;0.005;0.046908;0.003486
3218;0.004999;0.005895;0.000484;0.005;0.043591;0.004976
3219;0.005;0.006;0.000484;0.005;0.040321;0.005
3220;0.005;0.006;0.000484;0.005;0.037027;0.005
3221;0.005;0.006;0.000484;0.005;0.033708;0.005
3222;0.005;0.006;0.000484;0.005;0.030382;0.005
3223;0.005;0.005905;0.000413;0.005;0.027055;0.005
3224;0.005;0.00511;-0.000379;0.005;0.023854;0.005
3225;0.005;0.004748;-0.000637;0.005;0.022483;0.005
3226;0.005;0.003918;-0.001542;0.005;0.022482;0.005
3227;0.005;0.002964;-0.001865;0.005;0.022482;0.005
3228;0.005;0.001813;-0.00274;0.005;0.022482;0.005
3229;0.005;0.000188;-0.003061;0.005;0.022482;0.005
3230;0.005;-0.001424;-0.003061;0.005;0.022482;0.005
3231;0.005;-0.00358;-0.003061;0.005;0.022482;0.005
3232;0.005;-0.005805;-0.003061;0.005;0.022482;0.005
3233;0.005;-0.008182;-0.003061;0.005;0.022482;0.005
3234;0.005;-0.010676;-0.003061;0.005;0.022482;0.005
3235;0.005;-0.012707;-0.003061;0.005;0.022482;0.005
3236;0.005;-0.014452;-0.003061;0.005;0.022482;0.005
3237;0.005;-0.015625;-0.002521;0.005;0.022482;0.005
3238;0.005;-0.016;-0.000715;0.005;0.022482;0.005
3239;0.005;-0.015816;0.001038;0.005;0.022314;0.005
3240;0.005;-0.014493;0.002752;0.005;0.018988;0.005
3241;0.005;-0.012594;0.004587;0.005;0.013215;0.005
3242;0.005;-0.009738;0.00637;0.005;0.007423;0.005
3243;0.005;-0.006746;0.008142;0.005;0.001547;0.005
3244;0.005;-0.003812;0.009738;0.005;-0.004228;0.005
3245;0.005;-0.001224;0.010108;0.005;-0.010003;0.005
3246;0.005;0.000549;0.010108;0.005;-0.015778;0.005
3247;0.005;0.002073;0.010108;0.005;-0.021553;0.005
